step,action,eef_pos,good,target_pos
131,[ 0.3         0.04790219  0.         -1.        ],[-0.15888771  0.02538438],True,[0.13857137 0.07270376]
132,[ 0.3         0.04790219  0.         -1.        ],[-0.15700738  0.02575933],True,[0.13857137 0.07270376]
133,[ 0.3         0.04790219  0.         -1.        ],[-0.15459647  0.02619878],True,[0.13857137 0.07270376]
134,[ 0.3         0.04790219  0.         -1.        ],[-0.15189206  0.02667539],True,[0.13857137 0.07270376]
135,[ 0.3         0.04790219  0.         -1.        ],[-0.14893616  0.02718308],True,[0.13857137 0.07270376]
136,[ 0.3         0.04790219  0.         -1.        ],[-0.14577459  0.02771524],True,[0.13857137 0.07270376]
137,[ 0.3         0.04790219  0.         -1.        ],[-0.14244315  0.02826564],True,[0.13857137 0.07270376]
138,[ 0.3         0.04790219  0.         -1.        ],[-0.13896539  0.02882595],True,[0.13857137 0.07270376]
139,[ 0.3         0.04790219  0.         -1.        ],[-0.13536592  0.02939358],True,[0.13857137 0.07270376]
140,[ 0.3         0.04790219  0.         -1.        ],[-0.13166909  0.02996629],True,[0.13857137 0.07270376]
141,[ 0.3         0.04790219  0.         -1.        ],[-0.12789757  0.03054199],True,[0.13857137 0.07270376]
142,[ 0.3         0.04790219  0.         -1.        ],[-0.12407146  0.03111931],True,[0.13857137 0.07270376]
143,[ 0.3         0.04790219  0.         -1.        ],[-0.12020786  0.03169696],True,[0.13857137 0.07270376]
144,[ 0.3         0.04790219  0.         -1.        ],[-0.11632069  0.03227399],True,[0.13857137 0.07270376]
145,[ 0.3         0.04790219  0.         -1.        ],[-0.11242089  0.03284974],True,[0.13857137 0.07270376]
146,[ 0.3         0.04790219  0.         -1.        ],[-0.10851665  0.03342379],True,[0.13857137 0.07270376]
147,[ 0.3         0.04790219  0.         -1.        ],[-0.10461375  0.0339959 ],True,[0.13857137 0.07270376]
148,[ 0.3         0.04790219  0.         -1.        ],[-0.100716    0.03456594],True,[0.13857137 0.07270376]
149,[ 0.3         0.04790219  0.         -1.        ],[-0.09682558  0.03513388],True,[0.13857137 0.07270376]
150,[ 0.3         0.04790219  0.         -1.        ],[-0.09294349  0.03569975],True,[0.13857137 0.07270376]
151,[ 0.3         0.04790219  0.         -1.        ],[-0.08906981  0.03626361],True,[0.13857137 0.07270376]
152,[ 0.3         0.04790219  0.         -1.        ],[-0.08520404  0.03682556],True,[0.13857137 0.07270376]
153,[ 0.3         0.04790219  0.         -1.        ],[-0.08134531  0.03738571],True,[0.13857137 0.07270376]
154,[ 0.3         0.04790219  0.         -1.        ],[-0.07749255  0.03794415],True,[0.13857137 0.07270376]
