step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.19245075 -0.11656632  0.          0.          0.          0.
 -1.        ]",[-0.10644559 -0.00120138  1.0104762  -1.        ],[ 0.16666683 -0.16666663  0.91774315],1,6,[0.25 0.25 0.05]
1,"[ 0.1924374  -0.11658836  0.          0.          0.          0.
 -1.        ]",[-0.10462173 -0.00216718  1.01018353 -1.        ],[ 0.16666673 -0.16666665  0.92138454],1,6,[0.25 0.25 0.05]
2,"[ 0.19239364 -0.11666056  0.          0.          0.          0.
 -1.        ]",[-0.1026271  -0.00320407  1.00985224 -1.        ],[ 0.16666668 -0.16666666  0.92317683],1,6,[0.25 0.25 0.05]
3,"[ 0.19233898 -0.11675067  0.          0.          0.          0.
 -1.        ]",[-0.10055817 -0.0043049   1.00953674 -1.        ],[ 0.16666665 -0.16666667  0.92403935],1,6,[0.25 0.25 0.05]
4,"[ 0.19228948 -0.11683217  0.          0.          0.          0.
 -1.        ]",[-0.0984344  -0.00547399  1.00925196 -1.        ],[ 0.16666664 -0.16666667  0.9244291 ],1,6,[0.25 0.25 0.05]
5,"[ 0.19225043 -0.11689641  0.          0.          0.          0.
 -1.        ]",[-0.09625705 -0.00671081  1.00900309 -1.        ],[ 0.16666663 -0.16666667  0.92461059],1,6,[0.25 0.25 0.05]
6,"[ 0.19222216 -0.11694289  0.          0.          0.          0.
 -1.        ]",[-0.09402828 -0.00801007  1.00878998 -1.        ],[ 0.16666662 -0.16666668  0.92469846],1,6,[0.25 0.25 0.05]
7,"[ 0.19220361 -0.11697339  0.          0.          0.          0.
 -1.        ]",[-0.0917525  -0.00936343  1.00860983 -1.        ],[ 0.16666661 -0.16666668  0.92474172],1,6,[0.25 0.25 0.05]
8,"[ 0.19219315 -0.11699056  0.          0.          0.          0.
 -1.        ]",[-0.08943573 -0.01076134  1.0084585  -1.        ],[ 0.1666666  -0.16666668  0.92476317],1,6,[0.25 0.25 0.05]
9,"[ 0.19218904 -0.11699732  0.          0.          0.          0.
 -1.        ]",[-0.08708469 -0.01219408  1.00833122 -1.        ],[ 0.16666659 -0.16666668  0.92477385],1,6,[0.25 0.25 0.05]
10,"[ 0.19218955 -0.11699648  0.          0.          0.          0.
 -1.        ]",[-0.08470619 -0.01365246  1.00822318 -1.        ],[ 0.16666658 -0.16666668  0.92477918],1,6,[0.25 0.25 0.05]
11,"[ 0.1921931  -0.11699065  0.          0.          0.          0.
 -1.        ]",[-0.08230659 -0.01512828  1.00812986 -1.        ],[ 0.16666657 -0.16666669  0.92478184],4,6,[0.25 0.25 0.05]
12,"[ 0.19219829 -0.11698212  0.          0.          0.          0.
 -1.        ]",[-0.07989152 -0.01661463  1.00804726 -1.        ],[ 0.16666656 -0.16666669  0.92478317],4,6,[0.25 0.25 0.05]
13,"[ 0.19220397 -0.11697279  0.          0.          0.          0.
 -1.        ]",[-0.07746573 -0.01810595  1.00797199 -1.        ],[ 0.16666655 -0.16666669  0.92478383],4,6,[0.25 0.25 0.05]
14,"[ 0.19220923 -0.11696416  0.          0.          0.          0.
 -1.        ]",[-0.07503307 -0.0195981   1.00790129 -1.        ],[ 0.16666654 -0.16666669  0.92478416],4,6,[0.25 0.25 0.05]
15,"[ 0.1922134 -0.1169573  0.         0.         0.         0.
 -1.       ]",[-0.07259651 -0.02108816  1.00783306 -1.        ],[ 0.16666653 -0.16666669  0.92478432],4,6,[0.25 0.25 0.05]
16,"[ 0.19221606 -0.11695292  0.          0.          0.          0.
 -1.        ]",[-0.07015825 -0.02257428  1.00776571 -1.        ],[ 0.16666652 -0.1666667   0.92478441],4,6,[0.25 0.25 0.05]
17,"[ 0.19221699 -0.1169514   0.          0.          0.          0.
 -1.        ]",[-0.06771982 -0.02405546  1.00769814 -1.        ],[ 0.16666651 -0.1666667   0.92478445],4,6,[0.25 0.25 0.05]
18,"[ 0.1922161  -0.11695286  0.          0.          0.          0.
 -1.        ]",[-0.06528221 -0.02553136  1.00762966 -1.        ],[ 0.1666665  -0.1666667   0.92478447],4,6,[0.25 0.25 0.05]
19,"[ 0.19221343 -0.11695725  0.          0.          0.          0.
 -1.        ]",[-0.06284598 -0.02700209  1.00755986 -1.        ],[ 0.16666649 -0.1666667   0.92478448],4,6,[0.25 0.25 0.05]
20,"[ 0.1922091  -0.11696437  0.          0.          0.          0.
 -1.        ]",[-0.06041138 -0.02846807  1.00748857 -1.        ],[ 0.16666648 -0.1666667   0.92478448],4,6,[0.25 0.25 0.05]
21,"[ 0.19220325 -0.11697397  0.          0.          0.          0.
 -1.        ]",[-0.05797843 -0.02992987  1.00741579 -1.        ],[ 0.16666647 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
22,"[ 0.19219608 -0.11698575  0.          0.          0.          0.
 -1.        ]",[-0.05554701 -0.03138815  1.00734159 -1.        ],[ 0.16666646 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
23,"[ 0.19218775 -0.11699943  0.          0.          0.          0.
 -1.        ]",[-0.0531169  -0.03284354  1.00726616 -1.        ],[ 0.16666645 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
24,"[ 0.19217843 -0.11701475  0.          0.          0.          0.
 -1.        ]",[-0.05068785 -0.03429665  1.00718968 -1.        ],[ 0.16666644 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
25,"[ 0.19216825 -0.11703146  0.          0.          0.          0.
 -1.        ]",[-0.04825961 -0.03574796  1.00711234 -1.        ],[ 0.16666643 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
26,"[ 0.19215734 -0.11704938  0.          0.          0.          0.
 -1.        ]",[-0.04583194 -0.03719792  1.00703433 -1.        ],[ 0.16666642 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
27,"[ 0.19214576 -0.11706839  0.          0.          0.          0.
 -1.        ]",[-0.04340462 -0.03864685  1.00695581 -1.        ],[ 0.16666641 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
28,"[ 0.19213358 -0.11708837  0.          0.          0.          0.
 -1.        ]",[-0.04097747 -0.040095    1.00687692 -1.        ],[ 0.1666664  -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
29,"[ 0.19212084 -0.11710927  0.          0.          0.          0.
 -1.        ]",[-0.03855036 -0.04154254  1.00679777 -1.        ],[ 0.16666639 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
30,"[ 0.19210756 -0.11713107  0.          0.          0.          0.
 -1.        ]",[-0.03612317 -0.0429896   1.00671844 -1.        ],[ 0.16666638 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
31,"[ 0.19209373 -0.11715375  0.          0.          0.          0.
 -1.        ]",[-0.03369584 -0.04443623  1.00663899 -1.        ],[ 0.16666637 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
32,"[ 0.19207934 -0.11717733  0.          0.          0.          0.
 -1.        ]",[-0.03126831 -0.04588248  1.00655944 -1.        ],[ 0.16666636 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
33,"[ 0.19206439 -0.11720183  0.          0.          0.          0.
 -1.        ]",[-0.02884058 -0.04732835  1.00647984 -1.        ],[ 0.16666635 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
