step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.13578673  0.17940726  0.          0.          0.          0.
 -1.        ]",[-0.11904759  0.00936234  1.00342352 -1.        ],[7.37396969e-08 1.66666790e-01 9.17743142e-01],1,5,[0.25 0.25 0.05]
1,"[ 0.13577929  0.17941288  0.          0.          0.          0.
 -1.        ]",[-0.11778006  0.01098218  1.00323225 -1.        ],[2.93389284e-08 1.66666716e-01 9.21384541e-01],1,5,[0.25 0.25 0.05]
2,"[ 0.13574878  0.17943597  0.          0.          0.          0.
 -1.        ]",[-0.11638622  0.012766    1.00301884 -1.        ],[5.18148537e-09 1.66666675e-01 9.23176829e-01],1,5,[0.25 0.25 0.05]
3,"[ 0.13571591  0.17946084  0.          0.          0.          0.
 -1.        ]",[-0.11494004  0.01467059  1.00281436 -1.        ],[-7.78776985e-09  1.66666654e-01  9.24039351e-01],1,5,[0.25 0.25 0.05]
4,"[ 0.13571151  0.17946416  0.          0.          0.          0.
 -1.        ]",[-0.11345648  0.01668204  1.00262823 -1.        ],[-1.44111596e-08  1.66666643e-01  9.24429096e-01],1,5,[0.25 0.25 0.05]
5,"[ 0.13574006  0.17944257  0.          0.          0.          0.
 -1.        ]",[-0.11193729  0.01878562  1.00246328 -1.        ],[-1.98369674e-08  1.66666634e-01  9.24610589e-01],1,5,[0.25 0.25 0.05]
6,"[ 0.13579567  0.17940049  0.          0.          0.          0.
 -1.        ]",[-0.11038466  0.02096348  1.00231886 -1.        ],[-2.51303878e-08  1.66666625e-01  9.24698458e-01],1,5,[0.25 0.25 0.05]
7,"[ 0.13587069  0.17934368  0.          0.          0.          0.
 -1.        ]",[-0.10880198  0.0231973   1.00219286 -1.        ],[-3.03676443e-08  1.66666616e-01  9.24741717e-01],1,5,[0.25 0.25 0.05]
8,"[ 0.13595773  0.1792777   0.          0.          0.          0.
 -1.        ]",[-0.10719339  0.02547068  1.00208259 -1.        ],[-3.55787149e-08  1.66666607e-01  9.24763174e-01],1,5,[0.25 0.25 0.05]
9,"[ 0.13605075  0.17920713  0.          0.          0.          0.
 -1.        ]",[-0.1055632   0.0277699   1.00198525 -1.        ],[-4.07771618e-08  1.66666599e-01  9.24773855e-01],1,5,[0.25 0.25 0.05]
10,"[ 0.13614509  0.17913546  0.          0.          0.          0.
 -1.        ]",[-0.10391556  0.03008401  1.00189817 -1.        ],[-4.59694159e-08  1.66666590e-01  9.24779181e-01],1,5,[0.25 0.25 0.05]
11,"[ 0.13623741  0.17906526  0.          0.          0.          0.
 -1.        ]",[-0.10225416  0.03240479  1.00181901 -1.        ],[-5.11586050e-08  1.66666581e-01  9.24781838e-01],1,5,[0.25 0.25 0.05]
12,"[ 0.13632547  0.17899823  0.          0.          0.          0.
 -1.        ]",[-0.1005822   0.0347264   1.00174573 -1.        ],[-5.63462700e-08  1.66666573e-01  9.24783165e-01],1,5,[0.25 0.25 0.05]
13,"[ 0.13640801  0.17893534  0.          0.          0.          0.
 -1.        ]",[-0.0989023   0.037045    1.00167667 -1.        ],[-6.15331757e-08  1.66666564e-01  9.24783828e-01],1,5,[0.25 0.25 0.05]
14,"[ 0.13648449  0.17887701  0.          0.          0.          0.
 -1.        ]",[-0.09721657  0.03935838  1.00161051 -1.        ],[-6.67197025e-08  1.66666555e-01  9.24784159e-01],1,5,[0.25 0.25 0.05]
15,"[ 0.13655497  0.17882321  0.          0.          0.          0.
 -1.        ]",[-0.09552664  0.04166551  1.00154622 -1.        ],[-7.19060401e-08  1.66666547e-01  9.24784324e-01],1,5,[0.25 0.25 0.05]
16,"[ 0.13661988  0.17877363  0.          0.          0.          0.
 -1.        ]",[-0.09383373  0.04396617  1.00148302 -1.        ],[-7.70922833e-08  1.66666538e-01  9.24784407e-01],1,5,[0.25 0.25 0.05]
17,"[ 0.13667989  0.17872775  0.          0.          0.          0.
 -1.        ]",[-0.09213872  0.04626071  1.00142036 -1.        ],[-8.22784793e-08  1.66666530e-01  9.24784448e-01],1,5,[0.25 0.25 0.05]
18,"[ 0.1367358   0.17868498  0.          0.          0.          0.
 -1.        ]",[-0.09044223  0.04854973  1.00135786 -1.        ],[-8.74646518e-08  1.66666521e-01  9.24784469e-01],1,5,[0.25 0.25 0.05]
19,"[ 0.1367884   0.17864471  0.          0.          0.          0.
 -1.        ]",[-0.08874466  0.05083399  1.00129527 -1.        ],[-9.26508125e-08  1.66666512e-01  9.24784479e-01],1,5,[0.25 0.25 0.05]
20,"[ 0.13683845  0.17860638  0.          0.          0.          0.
 -1.        ]",[-0.08704624  0.05311427  1.00123244 -1.        ],[-9.78369674e-08  1.66666504e-01  9.24784484e-01],1,5,[0.25 0.25 0.05]
21,"[ 0.1368866   0.17856948  0.          0.          0.          0.
 -1.        ]",[-0.08534709  0.05539125  1.0011693  -1.        ],[-1.03023119e-07  1.66666495e-01  9.24784487e-01],1,5,[0.25 0.25 0.05]
22,"[ 0.13693341  0.17853359  0.          0.          0.          0.
 -1.        ]",[-0.08364724  0.05766556  1.00110584 -1.        ],[-1.08209270e-07  1.66666486e-01  9.24784488e-01],1,5,[0.25 0.25 0.05]
23,"[ 0.1369793   0.17849838  0.          0.          0.          0.
 -1.        ]",[-0.08194667  0.05993766  1.00104205 -1.        ],[-1.13395419e-07  1.66666478e-01  9.24784489e-01],4,5,[0.25 0.25 0.05]
24,"[ 0.13702459  0.17846361  0.          0.          0.          0.
 -1.        ]",[-0.08024533  0.06220794  1.00097799 -1.        ],[-1.18581569e-07  1.66666469e-01  9.24784489e-01],4,5,[0.25 0.25 0.05]
25,"[ 0.13706949  0.17842913  0.          0.          0.          0.
 -1.        ]",[-0.07854314  0.06447666  1.0009137  -1.        ],[-1.23767718e-07  1.66666460e-01  9.24784489e-01],4,5,[0.25 0.25 0.05]
