step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.2249931   0.00176149  0.          0.          0.          0.
 -1.        ]",[-0.10148803 -0.00210437  1.00713091 -1.        ],[1.66666790e-01 7.37396969e-08 9.17743142e-01],1,7,[0.25 0.25 0.05]
1,"[ 0.22499307  0.00176566  0.          0.          0.          0.
 -1.        ]",[-0.09932459 -0.00208575  1.00680153 -1.        ],[1.66666716e-01 2.93389284e-08 9.21384541e-01],1,7,[0.25 0.25 0.05]
2,"[ 0.22499308  0.00176427  0.          0.          0.          0.
 -1.        ]",[-0.09695286 -0.00206287  1.00643086 -1.        ],[1.66666675e-01 5.18148537e-09 9.23176829e-01],1,7,[0.25 0.25 0.05]
3,"[ 0.22499311  0.00176062  0.          0.          0.          0.
 -1.        ]",[-0.09449045 -0.00204054  1.00608328 -1.        ],[ 1.66666654e-01 -7.78776985e-09  9.24039351e-01],1,7,[0.25 0.25 0.05]
4,"[ 0.22499313  0.00175797  0.          0.          0.          0.
 -1.        ]",[-0.09195604 -0.00202043  1.00577789 -1.        ],[ 1.66666643e-01 -1.44111596e-08  9.24429096e-01],1,7,[0.25 0.25 0.05]
5,"[ 0.22499313  0.0017577   0.          0.          0.          0.
 -1.        ]",[-0.0893542  -0.00200292  1.00551838 -1.        ],[ 1.66666634e-01 -1.98369674e-08  9.24610589e-01],1,7,[0.25 0.25 0.05]
6,"[ 0.22499311  0.00176018  0.          0.          0.          0.
 -1.        ]",[-0.0866903  -0.00198794  1.00530251 -1.        ],[ 1.66666625e-01 -2.51303878e-08  9.24698458e-01],1,7,[0.25 0.25 0.05]
7,"[ 0.22499307  0.00176538  0.          0.          0.          0.
 -1.        ]",[-0.08397169 -0.00197524  1.00512547 -1.        ],[ 1.66666616e-01 -3.03676443e-08  9.24741717e-01],1,7,[0.25 0.25 0.05]
8,"[ 0.22499301  0.00177314  0.          0.          0.          0.
 -1.        ]",[-0.0812069  -0.00196452  1.00498128 -1.        ],[ 1.66666607e-01 -3.55787149e-08  9.24763174e-01],4,7,[0.25 0.25 0.05]
9,"[ 0.22499293  0.00178318  0.          0.          0.          0.
 -1.        ]",[-0.07840477 -0.00195544  1.00486368 -1.        ],[ 1.66666599e-01 -4.07771618e-08  9.24773855e-01],4,7,[0.25 0.25 0.05]
10,"[ 0.22499284  0.00179523  0.          0.          0.          0.
 -1.        ]",[-0.07557372 -0.00194769  1.00476663 -1.        ],[ 1.66666590e-01 -4.59694159e-08  9.24779181e-01],4,7,[0.25 0.25 0.05]
11,"[ 0.22499273  0.00180901  0.          0.          0.          0.
 -1.        ]",[-0.0727214  -0.00194098  1.00468466 -1.        ],[ 1.66666581e-01 -5.11586050e-08  9.24781838e-01],4,7,[0.25 0.25 0.05]
12,"[ 0.2249926   0.00182426  0.          0.          0.          0.
 -1.        ]",[-0.06985438 -0.00193492  1.00461306 -1.        ],[ 1.66666573e-01 -5.63462700e-08  9.24783165e-01],4,7,[0.25 0.25 0.05]
13,"[ 0.22499247  0.00184061  0.          0.          0.          0.
 -1.        ]",[-0.06697807 -0.00192918  1.00454792 -1.        ],[ 1.66666564e-01 -6.15331757e-08  9.24783828e-01],4,7,[0.25 0.25 0.05]
14,"[ 0.22499233  0.00185774  0.          0.          0.          0.
 -1.        ]",[-0.06409676 -0.00192357  1.00448616 -1.        ],[ 1.66666555e-01 -6.67197025e-08  9.24784159e-01],4,7,[0.25 0.25 0.05]
15,"[ 0.22499218  0.00187546  0.          0.          0.          0.
 -1.        ]",[-0.06121371 -0.00191793  1.00442544 -1.        ],[ 1.66666547e-01 -7.19060401e-08  9.24784324e-01],4,7,[0.25 0.25 0.05]
16,"[ 0.22499203  0.00189362  0.          0.          0.          0.
 -1.        ]",[-0.05833123 -0.00191215  1.00436408 -1.        ],[ 1.66666538e-01 -7.70922833e-08  9.24784407e-01],4,7,[0.25 0.25 0.05]
17,"[ 0.22499188  0.0019121   0.          0.          0.          0.
 -1.        ]",[-0.05545087 -0.00190619  1.00430095 -1.        ],[ 1.66666530e-01 -8.22784793e-08  9.24784448e-01],4,7,[0.25 0.25 0.05]
18,"[ 0.22499171  0.00193086  0.          0.          0.          0.
 -1.        ]",[-0.05257356 -0.00190002  1.00423539 -1.        ],[ 1.66666521e-01 -8.74646518e-08  9.24784469e-01],4,7,[0.25 0.25 0.05]
