step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[-0.09750519  0.20277509  0.          0.          0.          0.
 -1.        ]",[-0.08848886  0.00404405  1.01614986 -1.        ],[-0.16666663  0.16666683  0.91774315],1,2,[0.25 0.25 0.05]
1,"[-0.09748502  0.20278479  0.          0.          0.          0.
 -1.        ]",[-0.08939951  0.00576591  1.01630512 -1.        ],[-0.16666665  0.16666673  0.92138454],1,2,[0.25 0.25 0.05]
2,"[-0.09740014  0.20282557  0.          0.          0.          0.
 -1.        ]",[-0.09039944  0.00763402  1.01647887 -1.        ],[-0.16666666  0.16666668  0.92317683],1,2,[0.25 0.25 0.05]
3,"[-0.09729352  0.20287674  0.          0.          0.          0.
 -1.        ]",[-0.09143122  0.00962447  1.01665022 -1.        ],[-0.16666667  0.16666665  0.92403935],1,2,[0.25 0.25 0.05]
4,"[-0.09721239  0.20291563  0.          0.          0.          0.
 -1.        ]",[-0.09247832  0.01173597  1.01681469 -1.        ],[-0.16666667  0.16666664  0.9244291 ],1,2,[0.25 0.25 0.05]
5,"[-0.09717454  0.20293375  0.          0.          0.          0.
 -1.        ]",[-0.09354251  0.01396072  1.01696787 -1.        ],[-0.16666667  0.16666663  0.92461059],1,2,[0.25 0.25 0.05]
6,"[-0.09717576  0.20293317  0.          0.          0.          0.
 -1.        ]",[-0.09462601  0.01628416  1.0171078  -1.        ],[-0.16666668  0.16666662  0.92469846],1,2,[0.25 0.25 0.05]
7,"[-0.09720769  0.20291788  0.          0.          0.          0.
 -1.        ]",[-0.09572967  0.01868878  1.01723394 -1.        ],[-0.16666668  0.16666661  0.92474172],1,2,[0.25 0.25 0.05]
8,"[-0.09726152  0.20289208  0.          0.          0.          0.
 -1.        ]",[-0.09685307  0.0211574   1.01734666 -1.        ],[-0.16666668  0.1666666   0.92476317],1,2,[0.25 0.25 0.05]
9,"[-0.09732953  0.20285946  0.          0.          0.          0.
 -1.        ]",[-0.09799478  0.02367438  1.01744702 -1.        ],[-0.16666668  0.16666659  0.92477385],1,2,[0.25 0.25 0.05]
10,"[-0.09740552  0.20282299  0.          0.          0.          0.
 -1.        ]",[-0.09915266  0.0262262   1.01753655 -1.        ],[-0.16666668  0.16666658  0.92477918],1,2,[0.25 0.25 0.05]
11,"[-0.09748486  0.20278487  0.          0.          0.          0.
 -1.        ]",[-0.10032414  0.02880174  1.01761706 -1.        ],[-0.16666669  0.16666657  0.92478184],1,2,[0.25 0.25 0.05]
12,"[-0.09756448  0.20274657  0.          0.          0.          0.
 -1.        ]",[-0.10150648  0.03139226  1.01769048 -1.        ],[-0.16666669  0.16666656  0.92478317],1,2,[0.25 0.25 0.05]
13,"[-0.09764265  0.20270894  0.          0.          0.          0.
 -1.        ]",[-0.10269695  0.03399119  1.01775874 -1.        ],[-0.16666669  0.16666655  0.92478383],1,2,[0.25 0.25 0.05]
14,"[-0.09771878  0.20267225  0.          0.          0.          0.
 -1.        ]",[-0.103893    0.03659389  1.01782362 -1.        ],[-0.16666669  0.16666654  0.92478416],1,2,[0.25 0.25 0.05]
15,"[-0.09779315  0.20263637  0.          0.          0.          0.
 -1.        ]",[-0.10509237  0.03919729  1.01788672 -1.        ],[-0.16666669  0.16666653  0.92478432],1,2,[0.25 0.25 0.05]
16,"[-0.09786668  0.20260087  0.          0.          0.          0.
 -1.        ]",[-0.10629314  0.04179955  1.01794942 -1.        ],[-0.1666667   0.16666652  0.92478441],1,2,[0.25 0.25 0.05]
17,"[-0.09794067  0.20256511  0.          0.          0.          0.
 -1.        ]",[-0.10749378  0.04439976  1.01801283 -1.        ],[-0.1666667   0.16666651  0.92478445],1,2,[0.25 0.25 0.05]
18,"[-0.09801662  0.20252837  0.          0.          0.          0.
 -1.        ]",[-0.10869313  0.04699765  1.0180778  -1.        ],[-0.1666667   0.1666665   0.92478447],1,2,[0.25 0.25 0.05]
19,"[-0.09809605  0.20248991  0.          0.          0.          0.
 -1.        ]",[-0.10989038  0.04959338  1.01814494 -1.        ],[-0.1666667   0.16666649  0.92478448],1,2,[0.25 0.25 0.05]
20,"[-0.09818041  0.20244902  0.          0.          0.          0.
 -1.        ]",[-0.11108507  0.05218735  1.01821466 -1.        ],[-0.1666667   0.16666648  0.92478448],1,2,[0.25 0.25 0.05]
21,"[-0.098271    0.20240506  0.          0.          0.          0.
 -1.        ]",[-0.11227697  0.05478008  1.01828718 -1.        ],[-0.16666671  0.16666647  0.92478449],1,2,[0.25 0.25 0.05]
22,"[-0.09836892  0.2023575   0.          0.          0.          0.
 -1.        ]",[-0.11346611  0.05737211  1.01836255 -1.        ],[-0.16666671  0.16666646  0.92478449],1,2,[0.25 0.25 0.05]
