step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.11286572  0.19464411  0.          0.          0.          0.
 -1.        ]",[-0.09508382  0.00262682  1.00956599 -1.        ],[7.37396969e-08 1.66666790e-01 9.17743142e-01],1,5,[0.25 0.25 0.05]
1,"[ 0.11283391  0.19466255  0.          0.          0.          0.
 -1.        ]",[-0.09400309  0.00425465  1.00940758 -1.        ],[2.93389284e-08 1.66666716e-01 9.21384541e-01],1,5,[0.25 0.25 0.05]
2,"[ 0.11271078  0.19473387  0.          0.          0.          0.
 -1.        ]",[-0.09281513  0.00600916  1.00923027 -1.        ],[5.18148537e-09 1.66666675e-01 9.23176829e-01],1,5,[0.25 0.25 0.05]
3,"[ 0.11255409  0.19482448  0.          0.          0.          0.
 -1.        ]",[-0.09159205  0.00787253  1.00905835 -1.        ],[-7.78776985e-09  1.66666654e-01  9.24039351e-01],1,5,[0.25 0.25 0.05]
4,"[ 0.11241918  0.19490236  0.          0.          0.          0.
 -1.        ]",[-0.09034392  0.00984996  1.0089015  -1.        ],[-1.44111596e-08  1.66666643e-01  9.24429096e-01],1,5,[0.25 0.25 0.05]
5,"[ 0.11231883  0.1949602   0.          0.          0.          0.
 -1.        ]",[-0.08907206  0.01194072  1.00876215 -1.        ],[-1.98369674e-08  1.66666634e-01  9.24610589e-01],1,5,[0.25 0.25 0.05]
6,"[ 0.1122551   0.19499691  0.          0.          0.          0.
 -1.        ]",[-0.0877782   0.01413625  1.00863956 -1.        ],[-2.51303878e-08  1.66666625e-01  9.24698458e-01],1,5,[0.25 0.25 0.05]
7,"[ 0.11222634  0.19501346  0.          0.          0.          0.
 -1.        ]",[-0.08646508  0.01642304  1.00853156 -1.        ],[-3.03676443e-08  1.66666616e-01  9.24741717e-01],1,5,[0.25 0.25 0.05]
8,"[ 0.11222914  0.19501184  0.          0.          0.          0.
 -1.        ]",[-0.08513605  0.01878574  1.0084354  -1.        ],[-3.55787149e-08  1.66666607e-01  9.24763174e-01],1,5,[0.25 0.25 0.05]
9,"[ 0.11225956  0.19499434  0.          0.          0.          0.
 -1.        ]",[-0.08379457  0.02120871  1.00834827 -1.        ],[-4.07771618e-08  1.66666599e-01  9.24773855e-01],1,5,[0.25 0.25 0.05]
10,"[ 0.11231335  0.19496336  0.          0.          0.          0.
 -1.        ]",[-0.08244375  0.02367706  1.00826757 -1.        ],[-4.59694159e-08  1.66666590e-01  9.24779181e-01],4,5,[0.25 0.25 0.05]
11,"[ 0.11238614  0.19492141  0.          0.          0.          0.
 -1.        ]",[-0.08108617  0.02617738  1.00819116 -1.        ],[-5.11586050e-08  1.66666581e-01  9.24781838e-01],4,5,[0.25 0.25 0.05]
