step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.19082478 -0.11920949  0.          0.          0.          0.
 -1.        ]",[-0.11249625  0.00776689  1.00785517 -1.        ],[ 0.16666683 -0.16666663  0.91774315],1,6,[0.25 0.25 0.05]
1,"[ 0.19081291 -0.11922849  0.          0.          0.          0.
 -1.        ]",[-0.11066485  0.00674889  1.00758874 -1.        ],[ 0.16666673 -0.16666665  0.92138454],1,6,[0.25 0.25 0.05]
2,"[ 0.19077384 -0.11929099  0.          0.          0.          0.
 -1.        ]",[-0.10865483  0.00564699  1.00729024 -1.        ],[ 0.16666668 -0.16666666  0.92317683],1,6,[0.25 0.25 0.05]
3,"[ 0.19072557 -0.11936816  0.          0.          0.          0.
 -1.        ]",[-0.10657013  0.00447675  1.00700892 -1.        ],[ 0.16666665 -0.16666667  0.92403935],1,6,[0.25 0.25 0.05]
4,"[ 0.19068335 -0.1194356   0.          0.          0.          0.
 -1.        ]",[-0.10442761  0.00323774  1.00675991 -1.        ],[ 0.16666664 -0.16666667  0.9244291 ],1,6,[0.25 0.25 0.05]
5,"[ 0.19065076 -0.1194876   0.          0.          0.          0.
 -1.        ]",[-0.10223106  0.00193258  1.00654624 -1.        ],[ 0.16666663 -0.16666667  0.92461059],1,6,[0.25 0.25 0.05]
6,"[ 0.19062795 -0.11952399  0.          0.          0.          0.
 -1.        ]",[-9.99849120e-02  5.68269749e-04  1.00636612e+00 -1.00000000e+00],[ 0.16666662 -0.16666668  0.92469846],1,6,[0.25 0.25 0.05]
7,"[ 0.19061379 -0.11954658  0.          0.          0.          0.
 -1.        ]",[-9.76952251e-02 -8.45616354e-04  1.00621567e+00 -1.00000000e+00],[ 0.16666661 -0.16666668  0.92474172],1,6,[0.25 0.25 0.05]
8,"[ 0.1906066  -0.11955803  0.          0.          0.          0.
 -1.        ]",[-0.09536897 -0.00229876  1.00609018 -1.        ],[ 0.1666666  -0.16666668  0.92476317],1,6,[0.25 0.25 0.05]
9,"[ 0.19060464 -0.11956117  0.          0.          0.          0.
 -1.        ]",[-0.09301325 -0.0037812   1.00598477 -1.        ],[ 0.16666659 -0.16666668  0.92477385],1,6,[0.25 0.25 0.05]
10,"[ 0.19060621 -0.11955866  0.          0.          0.          0.
 -1.        ]",[-0.09063477 -0.00528397  1.00589481 -1.        ],[ 0.16666658 -0.16666668  0.92477918],1,6,[0.25 0.25 0.05]
11,"[ 0.19060983 -0.11955288  0.          0.          0.          0.
 -1.        ]",[-0.08823948 -0.00679942  1.00581623 -1.        ],[ 0.16666657 -0.16666669  0.92478184],1,6,[0.25 0.25 0.05]
12,"[ 0.19061424 -0.11954586  0.          0.          0.          0.
 -1.        ]",[-0.08583238 -0.00832143  1.00574555 -1.        ],[ 0.16666656 -0.16666669  0.92478317],1,6,[0.25 0.25 0.05]
13,"[ 0.19061844 -0.11953915  0.          0.          0.          0.
 -1.        ]",[-0.08341755 -0.00984535  1.00567999 -1.        ],[ 0.16666655 -0.16666669  0.92478383],1,6,[0.25 0.25 0.05]
14,"[ 0.19062172 -0.11953393  0.          0.          0.          0.
 -1.        ]",[-0.08099813 -0.01136794  1.00561736 -1.        ],[ 0.16666654 -0.16666669  0.92478416],4,6,[0.25 0.25 0.05]
15,"[ 0.1906236  -0.11953093  0.          0.          0.          0.
 -1.        ]",[-0.07857645 -0.01288709  1.00555605 -1.        ],[ 0.16666653 -0.16666669  0.92478432],4,6,[0.25 0.25 0.05]
16,"[ 0.19062382 -0.11953057  0.          0.          0.          0.
 -1.        ]",[-0.07615418 -0.01440167  1.00549492 -1.        ],[ 0.16666652 -0.1666667   0.92478441],4,6,[0.25 0.25 0.05]
17,"[ 0.1906223 -0.119533   0.         0.         0.         0.
 -1.       ]",[-0.07373239 -0.01591124  1.0054332  -1.        ],[ 0.16666651 -0.1666667   0.92478445],4,6,[0.25 0.25 0.05]
18,"[ 0.19061907 -0.11953815  0.          0.          0.          0.
 -1.        ]",[-0.07131174 -0.01741585  1.00537045 -1.        ],[ 0.1666665  -0.1666667   0.92478447],4,6,[0.25 0.25 0.05]
19,"[ 0.19061424 -0.11954585  0.          0.          0.          0.
 -1.        ]",[-0.06889253 -0.01891591  1.00530645 -1.        ],[ 0.16666649 -0.1666667   0.92478448],4,6,[0.25 0.25 0.05]
20,"[ 0.19060799 -0.11955583  0.          0.          0.          0.
 -1.        ]",[-0.06647487 -0.02041195  1.00524114 -1.        ],[ 0.16666648 -0.1666667   0.92478448],4,6,[0.25 0.25 0.05]
21,"[ 0.19060048 -0.11956779  0.          0.          0.          0.
 -1.        ]",[-0.06405868 -0.02190463  1.00517455 -1.        ],[ 0.16666647 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
22,"[ 0.19059191 -0.11958146  0.          0.          0.          0.
 -1.        ]",[-0.06164379 -0.02339456  1.00510681 -1.        ],[ 0.16666646 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
23,"[ 0.19058243 -0.11959656  0.          0.          0.          0.
 -1.        ]",[-0.05923001 -0.02488232  1.00503807 -1.        ],[ 0.16666645 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
24,"[ 0.19057218 -0.11961289  0.          0.          0.          0.
 -1.        ]",[-0.0568171  -0.0263684   1.00496848 -1.        ],[ 0.16666644 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
25,"[ 0.19056129 -0.11963025  0.          0.          0.          0.
 -1.        ]",[-0.05440485 -0.0278532   1.00489821 -1.        ],[ 0.16666643 -0.16666671  0.92478449],4,6,[0.25 0.25 0.05]
26,"[ 0.19054981 -0.11964852  0.          0.          0.          0.
 -1.        ]",[-0.05199307 -0.02933704  1.00482738 -1.        ],[ 0.16666642 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
27,"[ 0.19053782 -0.11966761  0.          0.          0.          0.
 -1.        ]",[-0.04958158 -0.03082014  1.00475614 -1.        ],[ 0.16666641 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
28,"[ 0.19052535 -0.11968748  0.          0.          0.          0.
 -1.        ]",[-0.04717025 -0.03230265  1.00468456 -1.        ],[ 0.1666664  -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
29,"[ 0.19051239 -0.1197081   0.          0.          0.          0.
 -1.        ]",[-0.04475897 -0.03378469  1.00461274 -1.        ],[ 0.16666639 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
30,"[ 0.19049896 -0.11972947  0.          0.          0.          0.
 -1.        ]",[-0.04234768 -0.0352663   1.00454072 -1.        ],[ 0.16666638 -0.16666672  0.92478449],4,6,[0.25 0.25 0.05]
31,"[ 0.19048504 -0.11975161  0.          0.          0.          0.
 -1.        ]",[-0.03993631 -0.03674752  1.00446855 -1.        ],[ 0.16666637 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
32,"[ 0.19047061 -0.11977456  0.          0.          0.          0.
 -1.        ]",[-0.03752485 -0.03822834  1.00439624 -1.        ],[ 0.16666636 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
33,"[ 0.19045565 -0.11979835  0.          0.          0.          0.
 -1.        ]",[-0.03511329 -0.03970876  1.0043238  -1.        ],[ 0.16666635 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
34,"[ 0.19044014 -0.11982301  0.          0.          0.          0.
 -1.        ]",[-0.03270162 -0.04118878  1.00425124 -1.        ],[ 0.16666634 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
35,"[ 0.19042404 -0.11984858  0.          0.          0.          0.
 -1.        ]",[-0.03028987 -0.04266837  1.00417854 -1.        ],[ 0.16666633 -0.16666673  0.92478449],4,6,[0.25 0.25 0.05]
36,"[ 0.19040735 -0.11987511  0.          0.          0.          0.
 -1.        ]",[-0.02787806 -0.04414754  1.00410569 -1.        ],[ 0.16666632 -0.16666674  0.92478449],4,6,[0.25 0.25 0.05]
37,"[ 0.19039003 -0.11990261  0.          0.          0.          0.
 -1.        ]",[-0.02546621 -0.04562628  1.00403267 -1.        ],[ 0.16666631 -0.16666674  0.92478449],4,6,[0.25 0.25 0.05]
38,"[ 0.19037208 -0.11993112  0.          0.          0.          0.
 -1.        ]",[-0.02305436 -0.04710458  1.00395946 -1.        ],[ 0.1666663  -0.16666674  0.92478449],4,6,[0.25 0.25 0.05]
39,"[ 0.19035347 -0.11996065  0.          0.          0.          0.
 -1.        ]",[-0.02064254 -0.04858246  1.00388603 -1.        ],[ 0.16666629 -0.16666674  0.92478449],4,6,[0.25 0.25 0.05]
40,"[ 0.19033419 -0.11999123  0.          0.          0.          0.
 -1.        ]",[-0.01823079 -0.05005993  1.00381237 -1.        ],[ 0.16666628 -0.16666674  0.92478449],4,6,[0.25 0.25 0.05]
41,"[ 0.19031424 -0.12002287  0.          0.          0.          0.
 -1.        ]",[-0.01581915 -0.05153699  1.00373845 -1.        ],[ 0.16666627 -0.16666675  0.92478449],4,6,[0.25 0.25 0.05]
42,"[ 0.19029361 -0.12005558  0.          0.          0.          0.
 -1.        ]",[-0.01340763 -0.05301368  1.00366425 -1.        ],[ 0.16666626 -0.16666675  0.92478449],4,6,[0.25 0.25 0.05]
