step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.18854474  0.12278387  0.          0.          0.          0.
 -1.        ]",[-0.12437446 -0.02288574  0.99543259 -1.        ],[0.16666675 0.16666675 0.91774314],1,8,[0.25 0.25 0.05]
1,"[ 0.18853853  0.12279341  0.          0.          0.          0.
 -1.        ]",[-0.12259095 -0.02179248  0.99518393 -1.        ],[0.1666667  0.1666667  0.92138454],1,8,[0.25 0.25 0.05]
2,"[ 0.18851817  0.12282467  0.          0.          0.          0.
 -1.        ]",[-0.1206324  -0.02059564  0.99490527 -1.        ],[0.16666667 0.16666667 0.92317683],1,8,[0.25 0.25 0.05]
3,"[ 0.18849439  0.12286116  0.          0.          0.          0.
 -1.        ]",[-0.11859592 -0.01932062  0.99464337 -1.        ],[0.16666666 0.16666666 0.92403935],1,8,[0.25 0.25 0.05]
4,"[ 0.18847857  0.12288544  0.          0.          0.          0.
 -1.        ]",[-0.11649699 -0.0179735   0.99441247 -1.        ],[0.16666665 0.16666665 0.9244291 ],1,8,[0.25 0.25 0.05]
5,"[ 0.18847206  0.12289541  0.          0.          0.          0.
 -1.        ]",[-0.11434001 -0.01656197  0.99421503 -1.        ],[0.16666664 0.16666664 0.92461059],1,8,[0.25 0.25 0.05]
6,"[ 0.18847361  0.12289303  0.          0.          0.          0.
 -1.        ]",[-0.11213038 -0.01509683  0.99404903 -1.        ],[0.16666664 0.16666664 0.92469846],1,8,[0.25 0.25 0.05]
7,"[ 0.18848115  0.12288148  0.          0.          0.          0.
 -1.        ]",[-0.10987502 -0.01359016  0.99391066 -1.        ],[0.16666663 0.16666663 0.92474172],1,8,[0.25 0.25 0.05]
8,"[ 0.18849246  0.12286413  0.          0.          0.          0.
 -1.        ]",[-0.10758157 -0.0120534   0.99379542 -1.        ],[0.16666662 0.16666662 0.92476317],1,8,[0.25 0.25 0.05]
9,"[ 0.18850561  0.12284394  0.          0.          0.          0.
 -1.        ]",[-0.10525766 -0.01049651  0.99369874 -1.        ],[0.16666661 0.16666661 0.92477385],1,8,[0.25 0.25 0.05]
10,"[ 0.18851907  0.12282328  0.          0.          0.          0.
 -1.        ]",[-0.10291032 -0.00892769  0.99361637 -1.        ],[0.16666661 0.16666661 0.92477918],1,8,[0.25 0.25 0.05]
11,"[ 0.18853171  0.12280389  0.          0.          0.          0.
 -1.        ]",[-0.10054575 -0.00735329  0.99354455 -1.        ],[0.1666666  0.1666666  0.92478184],1,8,[0.25 0.25 0.05]
12,"[ 0.18854274  0.12278695  0.          0.          0.          0.
 -1.        ]",[-0.0981691  -0.0057779   0.99348012 -1.        ],[0.16666659 0.16666659 0.92478317],1,8,[0.25 0.25 0.05]
13,"[ 0.18855173  0.12277315  0.          0.          0.          0.
 -1.        ]",[-0.09578458 -0.00420461  0.99342049 -1.        ],[0.16666659 0.16666659 0.92478383],1,8,[0.25 0.25 0.05]
14,"[ 0.18855851  0.12276274  0.          0.          0.          0.
 -1.        ]",[-0.0933954  -0.00263525  0.99336366 -1.        ],[0.16666658 0.16666658 0.92478416],1,8,[0.25 0.25 0.05]
15,"[ 0.1885631   0.12275568  0.          0.          0.          0.
 -1.        ]",[-0.09100399 -0.00107071  0.99330811 -1.        ],[0.16666657 0.16666657 0.92478432],1,8,[0.25 0.25 0.05]
16,"[ 0.18856569  0.12275171  0.          0.          0.          0.
 -1.        ]",[-8.86120369e-02  4.88823927e-04  9.93252756e-01 -1.00000000e+00],[0.16666657 0.16666657 0.92478441],1,8,[0.25 0.25 0.05]
17,"[ 0.18856651  0.12275045  0.          0.          0.          0.
 -1.        ]",[-0.08622069  0.00204359  0.99319686 -1.        ],[0.16666656 0.16666656 0.92478445],1,8,[0.25 0.25 0.05]
18,"[ 0.18856585  0.12275145  0.          0.          0.          0.
 -1.        ]",[-0.08383062  0.00359409  0.99313996 -1.        ],[0.16666655 0.16666655 0.92478447],1,8,[0.25 0.25 0.05]
19,"[ 0.188564    0.12275429  0.          0.          0.          0.
 -1.        ]",[-0.08144219  0.00514095  0.99308183 -1.        ],[0.16666655 0.16666655 0.92478448],4,8,[0.25 0.25 0.05]
20,"[ 0.18856122  0.12275856  0.          0.          0.          0.
 -1.        ]",[-0.07905549  0.0066848   0.99302236 -1.        ],[0.16666654 0.16666654 0.92478448],4,8,[0.25 0.25 0.05]
21,"[ 0.18855773  0.12276393  0.          0.          0.          0.
 -1.        ]",[-0.07667045  0.00822624  0.99296159 -1.        ],[0.16666653 0.16666653 0.92478449],4,8,[0.25 0.25 0.05]
