step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.         0.        -0.0072424  0.         0.         0.
 -1.       ]",[0.06105325 0.05740972 1.01339117],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.         0.        -0.0070419  0.         0.         0.
 -1.       ]",[0.06105094 0.05739823 1.01332697],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.          0.04285714 -0.00684928  0.          0.          0.
 -1.        ]",[0.06104523 0.05758965 1.01325896],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[-0.08571429  0.09285714 -0.00664525  0.          0.          0.
 -1.        ]",[0.06063401 0.05820233 1.01326063],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[-0.14464286  0.09642857 -0.00665027  0.          0.          0.
 -1.        ]",[0.05966542 0.05908072 1.01347863],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[-0.16964286  0.0625     -0.00730427  0.          0.          0.
 -1.        ]",[0.05833256 0.05987833 1.01387794],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[-0.19107143  0.01428571 -0.00850221  0.          0.          0.
 -1.        ]",[0.0567326  0.06035015 1.01435616],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[-0.21607143  0.         -0.00993685  0.          0.          0.
 -1.        ]",[0.05484899 0.06057509 1.01487415],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[-0.22142857  0.         -0.01149085  0.          0.          0.
 -1.        ]",[0.05277402 0.06071368 1.01539542],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[-0.23571429 -0.00714286 -0.01305463  0.          0.          0.
 -1.        ]",[0.05050892 0.06077588 1.01586749],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
10,"[-0.225      -0.00714286 -0.01447084  0.          0.          0.
 -1.        ]",[0.04814783 0.06077455 1.01626327],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
11,"[-0.22142857 -0.00714286 -0.01565819  0.          0.          0.
 -1.        ]",[0.04572798 0.06072634 1.01653856],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
12,"[-0.22321429 -0.01785714 -0.01648406  0.          0.          0.
 -1.        ]",[0.04320987 0.06060148 1.01670485],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
13,"[-0.21964286 -0.01785714 -0.01698293  0.          0.          0.
 -1.        ]",[0.04061372 0.06041396 1.01678322],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
14,"[-0.22678571 -0.04107143 -0.01721805  0.          0.          0.
 -1.        ]",[0.03791344 0.06007154 1.01679104],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
15,"[-0.22321429 -0.06964286 -0.01724151  0.          0.          0.
 -1.        ]",[0.03514347 0.05947307 1.01675406],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
16,"[-0.21607143 -0.06428571 -0.01713055  0.          0.          0.
 -1.        ]",[0.03236214 0.0587842  1.01666396],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
17,"[-0.21607143 -0.0625     -0.01686028  0.          0.          0.
 -1.        ]",[0.02955781 0.05810823 1.01652154],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
18,"[-0.2125     -0.05714286 -0.016433    0.          0.          0.
 -1.        ]",[0.02673998 0.0574639  1.01634565],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
19,"[-0.20892857 -0.05357143 -0.01590534  0.          0.          0.
 -1.        ]",[0.02393009 0.05685595 1.01614434],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
20,"[-0.21428571 -0.04642857 -0.0153014   0.          0.          0.
 -1.        ]",[0.02109413 0.0563004  1.01593404],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
21,"[-0.22321429 -0.05178571 -0.01467051  0.          0.          0.
 -1.        ]",[0.01819303 0.05574751 1.01574327],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
22,"[-0.23035714 -0.07142857 -0.01409821  0.          0.          0.
 -1.        ]",[0.01522617 0.05507688 1.01558895],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
23,"[-0.23035714 -0.07142857 -0.01363524  0.          0.          0.
 -1.        ]",[0.012235   0.05433095 1.01546515],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
24,"[-0.22678571 -0.06428571 -0.01326383  0.          0.          0.
 -1.        ]",[0.00927236 0.05362711 1.01536258],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
25,"[-0.225      -0.0625     -0.01295614  0.          0.          0.
 -1.        ]",[0.006341   0.05296581 1.01526686],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
26,"[-0.22678571 -0.05892857 -0.01266897  0.          0.          0.
 -1.        ]",[0.00341545 0.05233687 1.01517749],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
27,"[-0.23035714 -0.03392857 -0.01240086  0.          0.          0.
 -1.        ]",[4.72425720e-04 5.18410098e-02 1.01509825e+00],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
28,"[-0.23571429 -0.0375     -0.01216313  0.          0.          0.
 -1.        ]",[-0.00250532  0.05142432  1.01503511],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
29,"[-0.2375     -0.03571429 -0.0119737   0.          0.          0.
 -1.        ]",[-0.00550682  0.05104486  1.01499293],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
30,"[-0.25178571 -0.03392857 -0.01184717  0.          0.          0.
 -1.        ]",[-0.00858834  0.05069879  1.01497385],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
31,"[-0.28928571 -0.05535714 -0.01178994  0.          0.          0.
 -1.        ]",[-0.01191506  0.05027125  1.01501673],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
32,"[-0.29821429 -0.06964286 -0.01191858  0.          0.          0.
 -1.        ]",[-0.01543716  0.04970401  1.01513263],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
33,"[-0.3        -0.07142857 -0.01226628  0.          0.          0.
 -1.        ]",[-0.01904023  0.04906584  1.01526739],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
34,"[-0.31071429 -0.09642857 -0.01267055  0.          0.          0.
 -1.        ]",[-0.0227477   0.04827279  1.01539082],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
35,"[-0.30535714 -0.15714286 -0.01304085  0.          0.          0.
 -1.        ]",[-0.02650541  0.047053    1.01549924],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
36,"[-0.28571429 -0.20357143 -0.01336612  0.          0.          0.
 -1.        ]",[-0.03018894  0.04531555  1.0155579 ],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
37,"[-0.26964286 -0.22321429 -0.01354208  0.          0.          0.
 -1.        ]",[-0.03375696  0.04320229  1.01553906],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
38,"[-0.225      -0.26428571 -0.01348557  0.          0.          0.
 -1.        ]",[-0.03705707  0.04067295  1.01542354],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
39,"[-0.22142857 -0.26607143 -0.01313901  0.          0.          0.
 -1.        ]",[-0.04020552  0.0378218   1.01518925],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
40,"[-0.22142857 -0.24642857 -0.01243613  0.          0.          0.
 -1.        ]",[-0.04331768  0.03492966  1.01492502],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
41,"[-0.22321429 -0.24821429 -0.01164345  0.          0.          0.
 -1.        ]",[-0.04641598  0.03199706  1.01467265],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
42,"[-0.21785714 -0.26785714 -0.01088632  0.          0.          0.
 -1.        ]",[-0.04946777  0.02888848  1.01444373],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
43,"[-0.20892857 -0.27857143 -0.01019958  0.          0.          0.
 -1.        ]",[-0.05242787  0.02559511  1.0142296 ],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
44,"[-0.20535714 -0.28392857 -0.00955719  0.          0.          0.
 -1.        ]",[-0.05530646  0.02217556  1.014026  ],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
45,"[-0.18571429 -0.3        -0.0089464   0.          0.          0.
 -1.        ]",[-0.05803429  0.01860072  1.01382824],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
46,"[-0.175      -0.32142857 -0.00835311  0.          0.          0.
 -1.        ]",[-0.06060025  0.01481098  1.01362141],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
47,"[-0.15892857 -0.34464286 -0.0077326   0.          0.          0.
 -1.        ]",[-0.0629984   0.01077395  1.01341057],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
48,"[-0.12857143 -0.36071429 -0.00710009  0.          0.          0.
 -1.        ]",[-0.06513274  0.00651237  1.01318358],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
49,"[-0.11428571 -0.36785714 -0.00641913  0.          0.          0.
 -1.        ]",[-0.06702792  0.00209106  1.01293183],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
50,"[-0.08035714 -0.39464286 -0.00566386  0.          0.          0.
 -1.        ]",[-0.06862489 -0.00256081  1.01266454],"[-0.07461512  0.26686471  0.852       0.          0.          0.
  1.        ]","[-0.04247295  0.23355657  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
