step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.0000000e+00  0.0000000e+00  7.5012844e-04  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -1.0000000e+00]",[-0.05013515  0.15292879  1.01079694],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.00000000e+00  0.00000000e+00  7.40786138e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.05013338  0.15293044  1.01079973],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 1.53571429e-01  1.08928571e-01  7.32434065e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04932566  0.15346539  1.01068968],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 0.33035714  0.06785714  0.00106257  0.          0.          0.
 -1.        ]",[-0.04701792  0.15410047  1.01020484],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 0.35892857  0.07857143  0.00251709  0.          0.          0.
 -1.        ]",[-0.04379049  0.15466776  1.00938495],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.36607143  0.08571429  0.00497676  0.          0.          0.
 -1.        ]",[-0.04021097  0.15535652  1.00850445],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.375       0.06071429  0.00761826  0.          0.          0.
 -1.        ]",[-0.03639912  0.15601592  1.00770131],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.35535714  0.0125      0.0100277   0.          0.          0.
 -1.        ]",[-0.03251266  0.15641384  1.00704538],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.32857143  0.          0.01199549  0.          0.          0.
 -1.        ]",[-0.02869736  0.15663756  1.00659796],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.30714286  0.          0.01333772  0.          0.          0.
 -1.        ]",[-0.02497178  0.15683168  1.00636137],"[-0.04301272 -0.31802472  0.852       0.          0.          0.
  1.        ]","[-0.01172902  0.00200022  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
