step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.         0.        -0.0049139  0.         0.         0.
 -1.       ]",[-0.0084423   0.08904873  1.01265867],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[-0.08928571  0.25535714 -0.00484439  0.          0.          0.
 -1.        ]",[-0.00886995  0.09042615  1.01267557],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[-0.12678571  0.29642857 -0.00489511  0.          0.          0.
 -1.        ]",[-0.00981804  0.0929956   1.01281205],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[-0.07678571  0.325      -0.00530455  0.          0.          0.
 -1.        ]",[-0.0107292   0.09609358  1.01297502],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[-0.04285714  0.34107143 -0.00579344  0.          0.          0.
 -1.        ]",[-0.01136421  0.09957485  1.01302195],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[-0.03392857  0.33392857 -0.00593424  0.          0.          0.
 -1.        ]",[-0.01187488  0.10326891  1.01296361],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[-0.04464286  0.32142857 -0.00575922  0.          0.          0.
 -1.        ]",[-0.01244917  0.10704941  1.01285502],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[-0.03928571  0.30892857 -0.00543344  0.          0.          0.
 -1.        ]",[-0.01305073  0.11086396  1.01274663],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.          0.27857143 -0.00510828  0.          0.          0.
 -1.        ]",[-0.01345821  0.1145668   1.01259595],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.07857143  0.27678571 -0.00465624  0.          0.          0.
 -1.        ]",[-0.01332928  0.11818806  1.0123211 ],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
10,"[ 0.10714286  0.27142857 -0.00383169  0.          0.          0.
 -1.        ]",[-0.0127412   0.12176213  1.01188684],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
11,"[ 0.13928571  0.27142857 -0.00252889  0.          0.          0.
 -1.        ]",[-0.0117977   0.12530457  1.01136917],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
12,"[ 1.85714286e-01  2.83928571e-01 -9.75907810e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.01042405  0.12888392  1.01078248],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
13,"[ 1.96428571e-01  3.00000000e-01  7.84186203e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.00874435  0.13256408  1.01014936],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
14,"[ 0.20357143  0.3125      0.00268355  0.          0.          0.
 -1.        ]",[-0.00687882  0.13636444  1.00954657],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
15,"[ 0.19821429  0.3375      0.00449189  0.          0.          0.
 -1.        ]",[-0.00491086  0.14035975  1.00901933],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
16,"[ 0.20178571  0.33928571  0.00607363  0.          0.          0.
 -1.        ]",[-0.00284299  0.14448922  1.00858867],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
17,"[ 0.19285714  0.34642857  0.00736562  0.          0.          0.
 -1.        ]",[-7.22152899e-04  1.48714534e-01  1.00825400e+00],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
18,"[ 0.175       0.35357143  0.00836961  0.          0.          0.
 -1.        ]",[0.00135374 0.15305433 1.0080308 ],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
19,"[ 0.14642857  0.36964286  0.0090392   0.          0.          0.
 -1.        ]",[0.00327893 0.15756255 1.00793473],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
20,"[ 0.12321429  0.41428571  0.00932743  0.          0.          0.
 -1.        ]",[0.00501851 0.16242588 1.0079608 ],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
21,"[ 0.09464286  0.425       0.00924923  0.          0.          0.
 -1.        ]",[0.00653228 0.16758009 1.00808206],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
22,"[ 0.05714286  0.43571429  0.00888543  0.          0.          0.
 -1.        ]",[0.00773493 0.17293178 1.00829929],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
23,"[ 0.05        0.42321429  0.00823375  0.          0.          0.
 -1.        ]",[0.00872971 0.17834849 1.00859054],"[-0.13165387 -0.08906     0.852       0.          0.          0.
  1.        ]","[0.09477352 0.09909968 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
