step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01  2.08513762e-18  1.01104387e+00],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01  2.08513762e-18  1.01104387e+00],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 5.71428571e-02  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77470508e-01 -1.34614542e-18  1.01101706e+00],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 1.53571429e-01  2.37500000e-01  8.04383794e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17640696  0.00121762  1.01089355],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 2.14285714e-01  3.66071429e-01  4.50966008e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17454953  0.00393333  1.01064058],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.23392857  0.40892857  0.00120986  0.          0.          0.
 -1.        ]",[-0.17221177  0.00751202  1.01031576],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.25        0.41428571  0.00218434  0.          0.          0.
 -1.        ]",[-0.16960036  0.01152692  1.00997862],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.25714286  0.40357143  0.00319576  0.          0.          0.
 -1.        ]",[-0.16679895  0.01577905  1.0096643 ],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.25892857  0.39821429  0.0041387   0.          0.          0.
 -1.        ]",[-0.16387794  0.02023135  1.00939321],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.24285714  0.40892857  0.00495197  0.          0.          0.
 -1.        ]",[-0.16096904  0.02495945  1.0091811 ],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
