step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.0000000e+00  0.0000000e+00 -1.1945928e-05  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -1.0000000e+00]",[-1.77786949e-01  1.34614542e-18  1.01104787e+00],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[-2.67857143e-02 -1.25000000e-02 -1.20016325e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77917421e-01 -5.11044836e-05  1.01106015e+00],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.00000000e+00 -1.26785714e-01 -4.88286501e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.78013118e-01 -7.23279468e-04  1.01107997e+00],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 0.00000000e+00 -1.78571429e-01 -1.08299000e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17801853 -0.00206936  1.01108454],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[-1.60714286e-02 -2.10714286e-01 -1.22008366e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17809105 -0.00385779  1.01109508],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.00000000e+00 -2.28571429e-01 -1.53628941e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17814317 -0.00597305  1.0111085 ],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.00000000e+00 -2.30357143e-01 -1.93882219e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17816821 -0.00829764  1.01111597],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.00000000e+00 -2.25000000e-01 -2.16286737e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17819608 -0.01073916  1.01112326],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.00000000e+00 -2.17857143e-01 -2.38159298e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.1782294  -0.01324777  1.01112677],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.00000000e+00 -2.23214286e-01 -2.48705892e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17827043 -0.01585949  1.01112471],"[0.03052912 0.28841314 0.852      0.         0.         0.
 1.        ]","[0.09170281 0.03835483 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
