step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.         -0.00236511  0.          0.          0.
 -1.        ]",[-0.05473158 -0.31460807  1.01183964],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.02857143  0.         -0.00238729  0.          0.          0.
 -1.        ]",[-0.05459858 -0.31464144  1.01181655],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.16964286  0.21428571 -0.00231804  0.          0.          0.
 -1.        ]",[-0.05361968 -0.31350553  1.01169857],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 0.20892857  0.3        -0.00196411  0.          0.          0.
 -1.        ]",[-0.05185626 -0.31103989  1.01147895],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 0.18571429  0.3375     -0.00130523  0.          0.          0.
 -1.        ]",[-0.04991695 -0.30783321  1.01127496],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 2.03571429e-01  3.35714286e-01 -6.93262896e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04782829 -0.30427381  1.01114937],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 2.23214286e-01  3.14285714e-01 -3.16490602e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04547303 -0.30059166  1.0110181 ],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 2.17857143e-01  3.07142857e-01  7.73156566e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04298198 -0.2968209   1.01085466],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 2.12500000e-01  3.14285714e-01  5.67643452e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04045915 -0.29290636  1.01070603],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.20714286  0.33928571  0.00101353  0.          0.          0.
 -1.        ]",[-0.03792901 -0.2887471   1.01060353],"[-0.07537971 -0.14722716  0.852       0.          0.          0.
  1.        ]","[-0.09624837 -0.20418179  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
