step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.          0.00137846  0.          0.          0.
 -1.        ]",[-0.14528538 -0.05102505  1.01060136],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.01964286  0.00892857  0.00132755  0.          0.          0.
 -1.        ]",[-0.14518379 -0.05102636  1.01061566],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.1         0.31607143  0.00128463  0.          0.          0.
 -1.        ]",[-0.14459595 -0.04939807  1.01056019],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 0.08928571  0.34642857  0.00145105  0.          0.          0.
 -1.        ]",[-0.14377962 -0.04646693  1.0103833 ],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 0.10535714  0.34107143  0.00198172  0.          0.          0.
 -1.        ]",[-0.14288197 -0.04318272  1.01017442],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.10178571  0.34464286  0.00260837  0.          0.          0.
 -1.        ]",[-0.14192218 -0.03966446  1.00996265],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.11071429  0.32678571  0.00324366  0.          0.          0.
 -1.        ]",[-0.14088849 -0.0360189   1.00977281],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.125       0.33214286  0.0038132   0.          0.          0.
 -1.        ]",[-0.13970072 -0.03221893  1.00960111],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.12142857  0.33214286  0.00432829  0.          0.          0.
 -1.        ]",[-0.13842738 -0.02824974  1.00944226],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.10535714  0.32678571  0.00480484  0.          0.          0.
 -1.        ]",[-0.13722583 -0.02417816  1.00930921],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
10,"[ 0.10357143  0.31785714  0.00520399  0.          0.          0.
 -1.        ]",[-0.13608044 -0.02007125  1.00921553],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
11,"[ 0.11071429  0.325       0.00548502  0.          0.          0.
 -1.        ]",[-0.13489778 -0.01588679  1.00914251],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
12,"[ 0.10892857  0.33035714  0.00570407  0.          0.          0.
 -1.        ]",[-0.13368783 -0.01160513  1.00907623],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
13,"[ 0.1125      0.33928571  0.00590292  0.          0.          0.
 -1.        ]",[-0.13245215 -0.00722586  1.00901829],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
14,"[ 0.11071429  0.34821429  0.00607674  0.          0.          0.
 -1.        ]",[-0.1312037  -0.00274705  1.00896655],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
15,"[ 0.12678571  0.34285714  0.00623197  0.          0.          0.
 -1.        ]",[-0.12986516  0.00175359  1.00891491],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
16,"[ 0.12857143  0.35178571  0.00638688  0.          0.          0.
 -1.        ]",[-0.12844542  0.00629748  1.0088507 ],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
17,"[ 0.11964286  0.35357143  0.00657952  0.          0.          0.
 -1.        ]",[-0.12704752  0.01088708  1.00879233],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
18,"[ 0.15357143  0.34821429  0.00675462  0.          0.          0.
 -1.        ]",[-0.12548751  0.01546494  1.00873378],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
19,"[ 0.22142857  0.33214286  0.00693029  0.          0.          0.
 -1.        ]",[-0.12341951  0.01994625  1.00860657],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
20,"[ 0.22321429  0.33928571  0.0073119   0.          0.          0.
 -1.        ]",[-0.12103465  0.0244042   1.00839559],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
21,"[ 0.23035714  0.3375      0.00794483  0.          0.          0.
 -1.        ]",[-0.11852448  0.02886508  1.00817844],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
22,"[ 0.23928571  0.34285714  0.00859628  0.          0.          0.
 -1.        ]",[-0.11588231  0.03334546  1.00798074],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
23,"[ 0.23392857  0.33928571  0.00918941  0.          0.          0.
 -1.        ]",[-0.11317841  0.0378243   1.00781429],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
24,"[ 0.23035714  0.34464286  0.00968875  0.          0.          0.
 -1.        ]",[-0.11045973  0.04232266  1.00769526],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
25,"[ 0.23035714  0.34821429  0.01004584  0.          0.          0.
 -1.        ]",[-0.10771272  0.04685984  1.00762078],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
26,"[ 0.23571429  0.34642857  0.01026927  0.          0.          0.
 -1.        ]",[-0.1049022   0.05140511  1.00757647],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
27,"[ 0.23214286  0.35        0.0104022   0.          0.          0.
 -1.        ]",[-0.10206039  0.05596741  1.00755236],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
28,"[ 0.23214286  0.34642857  0.01047453  0.          0.          0.
 -1.        ]",[-0.09920509  0.06052605  1.00755015],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
29,"[ 0.24285714  0.3375      0.01048115  0.          0.          0.
 -1.        ]",[-0.09627621  0.06502578  1.00755645],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
30,"[ 0.26964286  0.32857143  0.01046225  0.          0.          0.
 -1.        ]",[-0.09315965  0.06941099  1.00754935],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
31,"[ 0.27142857  0.31964286  0.01048358  0.          0.          0.
 -1.        ]",[-0.0899168   0.07369745  1.00750429],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
32,"[ 0.2875      0.30714286  0.01061873  0.          0.          0.
 -1.        ]",[-0.08655252  0.07786449  1.00743955],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
33,"[ 0.3125      0.2875      0.01081298  0.          0.          0.
 -1.        ]",[-0.08297236  0.08185177  1.00734431],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
34,"[ 0.31071429  0.28571429  0.0110987   0.          0.          0.
 -1.        ]",[-0.07927421  0.08571984  1.00722374],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
35,"[ 0.30178571  0.27857143  0.01146039  0.          0.          0.
 -1.        ]",[-0.07558465  0.08950087  1.00712171],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
36,"[ 0.3         0.28392857  0.01176647  0.          0.          0.
 -1.        ]",[-0.07190986  0.09323333  1.00705804],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
37,"[ 0.29642857  0.27857143  0.01195749  0.          0.          0.
 -1.        ]",[-0.06823233  0.09692469  1.00703161],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
38,"[ 0.30714286  0.28214286  0.01203678  0.          0.          0.
 -1.        ]",[-0.06448693  0.10057985  1.00702324],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
39,"[ 0.31071429  0.27857143  0.01206189  0.          0.          0.
 -1.        ]",[-0.06065388  0.10421602  1.00701554],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
40,"[ 0.31607143  0.28035714  0.01208498  0.          0.          0.
 -1.        ]",[-0.05675509  0.10782249  1.00700621],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
41,"[ 0.3375      0.26428571  0.01211298  0.          0.          0.
 -1.        ]",[-0.05269883  0.11134079  1.00698341],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
42,"[ 0.37321429  0.2375      0.0121814   0.          0.          0.
 -1.        ]",[-0.0483551   0.11463876  1.00691164],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
43,"[ 0.36071429  0.25357143  0.01239669  0.          0.          0.
 -1.        ]",[-0.04391509  0.11788889  1.00679823],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
44,"[ 0.35357143  0.26964286  0.01273691  0.          0.          0.
 -1.        ]",[-0.03951064  0.12124562  1.00670993],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
45,"[ 0.325       0.29821429  0.01300182  0.          0.          0.
 -1.        ]",[-0.03525533  0.12480472  1.00667739],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
46,"[ 0.31428571  0.37142857  0.01309945  0.          0.          0.
 -1.        ]",[-0.03114113  0.12886854  1.00671369],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
47,"[ 0.325       0.39285714  0.01299053  0.          0.          0.
 -1.        ]",[-0.02701678  0.13335351  1.00676824],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
48,"[ 0.33571429  0.39285714  0.01282691  0.          0.          0.
 -1.        ]",[-0.02281361  0.13801024  1.00679435],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
49,"[ 0.34107143  0.39107143  0.01274856  0.          0.          0.
 -1.        ]",[-0.01855578  0.14275126  1.00678494],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
50,"[ 0.34285714  0.38928571  0.01277681  0.          0.          0.
 -1.        ]",[-0.0142797   0.14755902  1.00675229],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
51,"[ 0.34821429  0.39464286  0.01287474  0.          0.          0.
 -1.        ]",[-0.00997977  0.15245775  1.00670406],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
52,"[ 0.35357143  0.39821429  0.01301942  0.          0.          0.
 -1.        ]",[-0.00564369  0.15744777  1.00663633],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
53,"[ 0.35178571  0.39821429  0.01322262  0.          0.          0.
 -1.        ]",[-0.00130457  0.16249493  1.00655542],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
54,"[ 0.35178571  0.39464286  0.01346535  0.          0.          0.
 -1.        ]",[0.00302585 0.16755811 1.00647627],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
55,"[ 0.35178571  0.39285714  0.0137028   0.          0.          0.
 -1.        ]",[0.00735332 0.17262054 1.00640197],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
56,"[ 0.34642857  0.4         0.0139257   0.          0.          0.
 -1.        ]",[0.0116512  0.17772299 1.00633493],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
57,"[ 0.3375      0.41428571  0.01412684  0.          0.          0.
 -1.        ]",[0.01588142 0.18293056 1.00628239],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
