step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.00000000e+00  0.00000000e+00  3.88288328e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04209745  0.28102389  1.01091573],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.00000000e+00  0.00000000e+00  3.84424712e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04209949  0.28103113  1.01091701],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.00000000e+00  0.00000000e+00  3.80571228e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.0421014  0.2810381  1.0109183],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 1.33928571e-01  0.00000000e+00  3.76729066e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.04141285  0.28101249  1.0108234 ],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 1.98214286e-01 -5.35714286e-02  6.61406363e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.03990302  0.28061311  1.01047379],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.24821429 -0.075       0.00171023  0.          0.          0.
 -1.        ]",[-0.03779993  0.27983895  1.00996192],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.25535714 -0.08571429  0.00324586  0.          0.          0.
 -1.        ]",[-0.03536615  0.27886333  1.00938962],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.22142857 -0.12857143  0.00496275  0.          0.          0.
 -1.        ]",[-0.03295971  0.2775896   1.00889138],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.21964286 -0.15714286  0.00645747  0.          0.          0.
 -1.        ]",[-0.03057744  0.27598931  1.00856407],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.21428571 -0.16428571  0.00743939  0.          0.          0.
 -1.        ]",[-0.02814704  0.27418436  1.00836866],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
