step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.          0.00347474  0.          0.          0.
 -1.        ]",[-0.16844174 -0.25111442  1.0098862 ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
1,"[ 0.          0.28571429  0.00347302  0.          0.          0.
 -1.        ]",[-0.16850712 -0.24965034  1.00991179],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
2,"[ 0.          0.39464286  0.00339625  0.          0.          0.
 -1.        ]",[-0.16867143 -0.24654912  1.00998347],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
3,"[ 0.00178571  0.41071429  0.00318122  0.          0.          0.
 -1.        ]",[-0.16888444 -0.24266833  1.0100621 ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
4,"[ 0.02142857  0.38571429  0.00294531  0.          0.          0.
 -1.        ]",[-0.16897823 -0.2385372   1.01010984],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
5,"[ 0.03214286  0.37321429  0.00280211  0.          0.          0.
 -1.        ]",[-0.16890372 -0.23427295  1.01009784],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
6,"[ 0.05        0.36607143  0.00283808  0.          0.          0.
 -1.        ]",[-0.16864861 -0.22987139  1.01003124],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
7,"[ 0.0625      0.36607143  0.00303789  0.          0.          0.
 -1.        ]",[-0.16822009 -0.22532795  1.00991781],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
8,"[ 0.075       0.34821429  0.00337817  0.          0.          0.
 -1.        ]",[-0.16763602 -0.22076033  1.00977253],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
9,"[ 0.08214286  0.34821429  0.00381403  0.          0.          0.
 -1.        ]",[-0.16692395 -0.21618084  1.00960955],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
10,"[ 0.06785714  0.34285714  0.00430296  0.          0.          0.
 -1.        ]",[-0.16622528 -0.21160617  1.0094568 ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
11,"[ 0.          0.40357143  0.00476122  0.          0.          0.
 -1.        ]",[-0.165938   -0.20675188  1.0093765 ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
12,"[-0.00714286  0.39464286  0.00500213  0.          0.          0.
 -1.        ]",[-0.16597976 -0.20176338  1.00940714],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
13,"[ 0.          0.38571429  0.0049102   0.          0.          0.
 -1.        ]",[-0.16604693 -0.19681576  1.00948014],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
14,"[ 0.          0.38035714  0.00469119  0.          0.          0.
 -1.        ]",[-0.16608965 -0.19189874  1.00955305],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
15,"[ 0.          0.38928571  0.00447246  0.          0.          0.
 -1.        ]",[-0.16613002 -0.18693744  1.00961939],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
16,"[ 0.          0.38214286  0.00427345  0.          0.          0.
 -1.        ]",[-0.16617558 -0.18197249  1.00967762],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
17,"[ 0.          0.3875      0.00409877  0.          0.          0.
 -1.        ]",[-0.16622731 -0.1769944   1.00972653],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
18,"[ 0.          0.38214286  0.00395203  0.          0.          0.
 -1.        ]",[-0.16628765 -0.17202477  1.00976575],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
19,"[ 0.          0.37142857  0.00383435  0.          0.          0.
 -1.        ]",[-0.16635393 -0.16712889  1.00979585],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
