step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
10,"[ 0.3625     -0.00357143  0.01446258  0.          0.          0.
 -1.        ]",[-0.0468655   0.16353145  1.0060793 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
11,"[ 0.37857143 -0.02321429  0.01489373  0.          0.          0.
 -1.        ]",[-0.042307    0.16342579  1.0060135 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
12,"[ 0.38928571 -0.0125      0.01509113  0.          0.          0.
 -1.        ]",[-0.03757778  0.16328862  1.00597566],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
13,"[ 0.39285714 -0.00357143  0.01520462  0.          0.          0.
 -1.        ]",[-0.0327362   0.16320623  1.00594688],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
14,"[ 0.40535714 -0.00892857  0.01529097  0.          0.          0.
 -1.        ]",[-0.02777216  0.163114    1.00592298],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
15,"[ 0.425       0.          0.01536269  0.          0.          0.
 -1.        ]",[-0.02262894  0.16303869  1.00588165],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
16,"[ 0.42857143  0.          0.01548667  0.          0.          0.
 -1.        ]",[-0.01736801  0.16298252  1.00581296],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
17,"[ 0.42857143  0.          0.01569272  0.          0.          0.
 -1.        ]",[-0.01206339  0.16293045  1.00574404],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
18,"[ 0.42321429 -0.02857143  0.01589949  0.          0.          0.
 -1.        ]",[-0.00676277  0.16273566  1.0056986 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
19,"[ 0.4125     -0.09285714  0.01603583  0.          0.          0.
 -1.        ]",[-0.0015149   0.16210638  1.00570748],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
20,"[ 0.3875     -0.11964286  0.01600916  0.          0.          0.
 -1.        ]",[0.00358613 0.16107971 1.00580148],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
21,"[ 0.31607143 -0.1625      0.01572716  0.          0.          0.
 -1.        ]",[0.00824718 0.15966894 1.00603764],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
22,"[ 0.18214286 -0.18392857  0.0150187   0.          0.          0.
 -1.        ]",[0.01197799 0.15794694 1.0065547 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
23,"[ 0.14107143 -0.20535714  0.01346752  0.          0.          0.
 -1.        ]",[0.01500229 0.15597739 1.00738512],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
24,"[ 0.12678571 -0.21428571  0.01097626  0.          0.          0.
 -1.        ]",[0.01769431 0.15378661 1.0083148 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
25,"[ 0.13928571 -0.21607143  0.00818721  0.          0.          0.
 -1.        ]",[0.02026803 0.15143141 1.00916923],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
26,"[ 0.16071429 -0.2375      0.00562392  0.          0.          0.
 -1.        ]",[0.02284907 0.14883217 1.00984062],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
27,"[ 0.16785714 -0.2375      0.00360974  0.          0.          0.
 -1.        ]",[0.02540146 0.14604265 1.01030612],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
28,"[ 0.17321429 -0.24107143  0.00221324  0.          0.          0.
 -1.        ]",[0.0278816  0.14313068 1.01059632],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
29,"[ 0.17321429 -0.24464286  0.00134266  0.          0.          0.
 -1.        ]",[0.03026766 0.14011    1.01074853],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
30,"[ 1.71428571e-01 -2.41071429e-01  8.86030504e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[0.03254968 0.13703593 1.01080008],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
31,"[ 1.78571429e-01 -2.55357143e-01  7.31370246e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[0.03478303 0.13385389 1.01077212],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
32,"[ 1.82142857e-01 -2.55357143e-01  8.15244751e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[0.03699508 0.13058529 1.01067377],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
33,"[ 0.18214286 -0.26428571  0.00111032  0.          0.          0.
 -1.        ]",[0.03917653 0.12724987 1.01053412],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
34,"[ 0.17678571 -0.2625      0.00152925  0.          0.          0.
 -1.        ]",[0.04130382 0.12391495 1.01039721],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
35,"[ 0.15535714 -0.26964286  0.00193998  0.          0.          0.
 -1.        ]",[0.04328457 0.12053024 1.01027256],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
36,"[ 0.1125     -0.27678571  0.00231395  0.          0.          0.
 -1.        ]",[0.04496762 0.11708435 1.01023173],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
37,"[ 0.12142857 -0.28571429  0.00243643  0.          0.          0.
 -1.        ]",[0.04654246 0.11355913 1.0102817 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
38,"[ 0.16607143 -0.23392857  0.00228651  0.          0.          0.
 -1.        ]",[0.04833854 0.11024216 1.01027919],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
39,"[ 0.59285714 -0.23392857  0.00229404  0.          0.          0.
 -1.        ]",[0.05237901 0.10700104 1.00972227],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
40,"[ 0.48571429 -0.19464286  0.00396481  0.          0.          0.
 -1.        ]",[0.0572361  0.10388527 1.00832866],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
41,"[ 0.45       -0.20714286  0.00814563  0.          0.          0.
 -1.        ]",[0.061829   0.10088868 1.00699447],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
42,"[ 0.37678571 -0.21428571  0.0121482   0.          0.          0.
 -1.        ]",[0.06607673 0.09789593 1.00599083],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
43,"[ 0.31428571 -0.24464286  0.01515911  0.          0.          0.
 -1.        ]",[0.06992371 0.09478761 1.0054287 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
44,"[ 0.26607143 -0.26428571  0.01684553  0.          0.          0.
 -1.        ]",[0.07345221 0.09151613 1.00528468],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
45,"[ 0.23392857 -0.27321429  0.01727757  0.          0.          0.
 -1.        ]",[0.07675563 0.08813702 1.00545988],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
46,"[ 0.125      -0.30178571  0.01675197  0.          0.          0.
 -1.        ]",[0.07946988 0.08457289 1.00593677],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
47,"[ 0.00535714 -0.28571429  0.0153213   0.          0.          0.
 -1.        ]",[0.08128703 0.0809966  1.00684543],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
48,"[ 0.         -0.26785714  0.01259532  0.          0.          0.
 -1.        ]",[0.08266983 0.07756219 1.00807191],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
49,"[ 0.         -0.275       0.00891587  0.          0.          0.
 -1.        ]",[0.0839126  0.07414613 1.0092909 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
50,"[ 0.         -0.275       0.00525891  0.          0.          0.
 -1.        ]",[0.08501697 0.07069906 1.01036865],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
51,"[ 0.         -0.28035714  0.00202568  0.          0.          0.
 -1.        ]",[0.08596642 0.06720955 1.01126924],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
52,"[ 0.00000000e+00 -2.87500000e-01 -6.76110446e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[0.08675658 0.06364897 1.01197513],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
53,"[ 0.         -0.29285714 -0.00279378  0.          0.          0.
 -1.        ]",[0.08738349 0.06001366 1.01250187],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
54,"[ 0.         -0.29107143 -0.00437401  0.          0.          0.
 -1.        ]",[0.08788424 0.05634625 1.01290499],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
55,"[ 0.         -0.27857143 -0.00558336  0.          0.          0.
 -1.        ]",[0.08828442 0.05273259 1.01320181],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
56,"[ 0.         -0.28035714 -0.0064738   0.          0.          0.
 -1.        ]",[0.08859124 0.04914426 1.01340173],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
57,"[-0.0125     -0.27857143 -0.00707357  0.          0.          0.
 -1.        ]",[0.08875683 0.04555921 1.01353535],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
58,"[-0.04285714 -0.26607143 -0.00747445  0.          0.          0.
 -1.        ]",[0.0886703  0.04204861 1.01366638],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
59,"[-0.08928571 -0.24642857 -0.00786753  0.          0.          0.
 -1.        ]",[0.08820736 0.03870032 1.01387364],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
60,"[-0.12142857 -0.24642857 -0.0084893   0.          0.          0.
 -1.        ]",[0.08739054 0.0354524  1.01419854],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
61,"[-0.14107143 -0.25       -0.00946401  0.          0.          0.
 -1.        ]",[0.08631357 0.03222166 1.01460395],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
62,"[-0.14821429 -0.24107143 -0.01068024  0.          0.          0.
 -1.        ]",[0.08506632 0.02905013 1.01502588],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
63,"[-0.15892857 -0.2375     -0.01194601  0.          0.          0.
 -1.        ]",[0.08366035 0.02594946 1.01541503],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
64,"[-0.15       -0.25       -0.01311347  0.          0.          0.
 -1.        ]",[0.08217958 0.02281733 1.01574193],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
65,"[-0.13928571 -0.25892857 -0.01409416  0.          0.          0.
 -1.        ]",[0.08068816 0.01960433 1.01595972],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
66,"[-0.12857143 -0.26071429 -0.01474754  0.          0.          0.
 -1.        ]",[0.07919955 0.0163444  1.01605481],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
67,"[-0.12857143 -0.26071429 -0.01503282  0.          0.          0.
 -1.        ]",[0.07767153 0.01306699 1.01604564],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
68,"[-0.13392857 -0.25714286 -0.01500529  0.          0.          0.
 -1.        ]",[0.07605931 0.00979871 1.01597689],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
69,"[-0.14285714 -0.24285714 -0.01479906  0.          0.          0.
 -1.        ]",[0.07433964 0.0066124  1.01588674],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
70,"[-0.16071429 -0.23571429 -0.01452861  0.          0.          0.
 -1.        ]",[0.07246589 0.00351751 1.01580887],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
71,"[-0.15178571 -0.24821429 -0.014295    0.          0.          0.
 -1.        ]",[7.05499289e-02 3.95298682e-04 1.01574651e+00],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
72,"[-0.14642857 -0.25       -0.01410791  0.          0.          0.
 -1.        ]",[ 0.06865555 -0.00277148  1.0156532 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
73,"[-0.15535714 -0.25714286 -0.01382798  0.          0.          0.
 -1.        ]",[ 0.06671184 -0.00598451  1.01553687],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
74,"[-0.15357143 -0.25892857 -0.013479    0.          0.          0.
 -1.        ]",[ 0.06473464 -0.00923641  1.01542292],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
75,"[-0.16785714 -0.25535714 -0.01313713  0.          0.          0.
 -1.        ]",[ 0.06267639 -0.01248475  1.01531785],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
76,"[-0.1875     -0.23571429 -0.01282193  0.          0.          0.
 -1.        ]",[ 0.06046573 -0.01562296  1.01525877],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
77,"[-0.21428571 -0.21964286 -0.01264468  0.          0.          0.
 -1.        ]",[ 0.05804527 -0.01860227  1.01527347],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
78,"[-0.2375     -0.20357143 -0.01268881  0.          0.          0.
 -1.        ]",[ 0.05540244 -0.02141713  1.01537286],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
79,"[-0.25357143 -0.1875     -0.01298697  0.          0.          0.
 -1.        ]",[ 0.05257108 -0.02405581  1.01553652],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
80,"[-0.28214286 -0.18035714 -0.01347794  0.          0.          0.
 -1.        ]",[ 0.04954758 -0.02652966  1.01581493],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
81,"[-0.28928571 -0.18214286 -0.01431316  0.          0.          0.
 -1.        ]",[ 0.04638847 -0.02891098  1.01620795],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
82,"[-0.2875     -0.21428571 -0.01549225  0.          0.          0.
 -1.        ]",[ 0.04312262 -0.0314268   1.01653659],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",False
