step,action,eef_pos,drawer_pos 
103,[0 0 0 0 0 0 1],[-0.13867327 -0.12672501  1.02393208  1.        ],-0.14372500652563852
104,[0 0 0 0 0 0 1],[-0.13868039 -0.12644444  1.02392794  1.        ],-0.14344443846052335
105,[0 0 0 0 0 0 1],[-0.13868591 -0.12619249  1.02392434  1.        ],-0.14319249416017427
106,[0 0 0 0 0 0 1],[-0.13868949 -0.12596255  1.02392168  1.        ],-0.14296254530804425
107,[0 0 0 0 0 0 1],[-0.13869148 -0.12575421  1.02391989  1.        ],-0.14275421170606928
108,[0 0 0 0 0 0 1],[-0.13869241 -0.12556992  1.02391874  1.        ],-0.14256991923595935
109,[0 0 0 0 0 0 1],[-0.13869308 -0.12540842  1.02391774  1.        ],-0.14240841553433148
110,[0 0 0 0 0 0 1],[-0.13869375 -0.12527341  1.02391677  1.        ],-0.14227340792626259
111,[0 0 0 0 0 0 1],[-0.13869446 -0.12517397  1.02391589  1.        ],-0.14217396831680335
112,[0 0 0 0 0 0 1],[-0.13869514 -0.12509898  1.02391504  1.        ],-0.14209898250286684
113,[0 0 0 0 0 0 1],[-0.13869579 -0.12503896  1.02391423  1.        ],-0.14203896498788454
114,[0 0 0 0 0 0 1],[-0.13869639 -0.12499088  1.02391347  1.        ],-0.1419908827310291
115,[0 0 0 0 0 0 1],[-0.13869694 -0.12495031  1.02391274  1.        ],-0.14195030900410036
116,[0 0 0 0 0 0 1],[-0.13869744 -0.12491495  1.02391206  1.        ],-0.14191494558838302
117,[0 0 0 0 0 0 1],[-0.1386979  -0.12488407  1.02391141  1.        ],-0.14188407113841955
118,[0 0 0 0 0 0 1],[-0.13869832 -0.12485705  1.02391079  1.        ],-0.14185705410409993
119,[0 0 0 0 0 0 1],[-0.13869871 -0.12483336  1.0239102   1.        ],-0.14183335974180122
120,[0 0 0 0 0 0 1],[-0.13869907 -0.12481254  1.02390963  1.        ],-0.14181253898968832
121,[0 0 0 0 0 0 1],[-0.13869941 -0.12479421  1.02390908  1.        ],-0.14179421334149622
122,[0 0 0 0 0 0 1],[-0.13869973 -0.12477806  1.02390856  1.        ],-0.14177806197245701
123,[0 0 0 0 0 0 1],[-0.13870002 -0.12476381  1.02390806  1.        ],-0.14176381144205302
124,[0 0 0 0 0 0 1],[-0.13870029 -0.12475123  1.02390757  1.        ],-0.1417512275072666
125,[0 0 0 0 0 0 1],[-0.13870054 -0.12474011  1.0239071   1.        ],-0.14174010782164093
126,[0 0 0 0 0 0 1],[-0.13870078 -0.12473027  1.02390665  1.        ],-0.14173027026925655
127,[0 0 0 0 0 0 1],[-0.138701   -0.12472157  1.02390621  1.        ],-0.14172156616777126
128,[0 0 0 0 0 0 1],[-0.1387012  -0.12471387  1.02390578  1.        ],-0.1417138720869725
129,[0 0 0 0 0 0 1],[-0.13870139 -0.12470708  1.02390537  1.        ],-0.14170707936029436
130,[0 0 0 0 0 0 1],[-0.13870156 -0.12470106  1.02390498  1.        ],-0.14170106275884764
131,[0 0 0 0 0 0 1],[-0.13870172 -0.12469558  1.0239046   1.        ],-0.1416955812625869
132,[0 0 0 0 0 0 1],[-0.13870188 -0.12469053  1.02390424  1.        ],-0.14169053250973457
133,[0 0 0 0 0 0 1],[-0.13870202 -0.12468585  1.02390391  1.        ],-0.14168584982719137
134,[0 0 0 0 0 0 1],[-0.13870216 -0.12468141  1.02390359  1.        ],-0.14168141255112127
135,[0 0 0 0 0 0 1],[-0.13870229 -0.12467719  1.02390328  1.        ],-0.14167718924625639
136,[0 0 0 0 0 0 1],[-0.13870242 -0.12467317  1.02390299  1.        ],-0.1416731684202221
137,[0 0 0 0 0 0 1],[-0.13870254 -0.12466934  1.02390272  1.        ],-0.1416693402013813
138,[0 0 0 0 0 0 1],[-0.13870265 -0.1246657   1.02390246  1.        ],-0.1416656952515368
139,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13873438 -0.12307749  1.0239001   1.        ],-0.14007748775826265
140,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13876916 -0.12055376  1.02390346  1.        ],-0.13755376047822884
141,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13878965 -0.11789883  1.0239058   1.        ],-0.13489883274148184
142,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13880193 -0.11515601  1.02390683  1.        ],-0.13215601051630885
143,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13881251 -0.11231469  1.02390763  1.        ],-0.12931469494724068
144,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13882228 -0.1093629   1.02390805  1.        ],-0.12636290060133976
145,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13883102 -0.10631573  1.02390819  1.        ],-0.12331572885017604
146,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13883881 -0.10317489  1.0239081   1.        ],-0.1201748928124416
147,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13884575 -0.09994057  1.02390784  1.        ],-0.11694057357666732
148,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13885196 -0.09661456  1.02390746  1.        ],-0.11361456014676469
149,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13885755 -0.09320076  1.023907    1.        ],-0.11020075957542039
150,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13886265 -0.08970505  1.02390649  1.        ],-0.10670504643294029
151,[0.  0.4 0.  0.  0.  0.  1. ],[-0.1388674  -0.08613496  1.02390596  1.        ],-0.10313496302438045
152,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13887189 -0.08249921  1.02390544  1.        ],-0.09949921430199926
153,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13887623 -0.07880715  1.02390494  1.        ],-0.0958071472018153
154,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13888049 -0.07506827  1.02390449  1.        ],-0.09206826578547911
155,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13888473 -0.0712918   1.0239041   1.        ],-0.08829180372536202
156,[0.  0.4 0.  0.  0.  0.  1. ],[-0.138889   -0.06748638  1.02390377  1.        ],-0.08448637912158476
157,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13889331 -0.06365974  1.0239035   1.        ],-0.08065974244953093
158,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13889769 -0.05981862  1.02390331  1.        ],-0.07681861708881932
159,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13890214 -0.05596862  1.02390318  1.        ],-0.07296862403203082
160,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13890665 -0.05211428  1.0239031   1.        ],-0.06911427758590655
161,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13891122 -0.04825904  1.02390307  1.        ],-0.06525903665378542
162,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13891582 -0.04440539  1.02390307  1.        ],-0.061405394159071584
163,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13892044 -0.040555    1.02390309  1.        ],-0.057554995373089564
164,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13892507 -0.03670877  1.02390312  1.        ],-0.05370876570000927
165,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13892969 -0.03286705  1.02390315  1.        ],-0.049867048306185456
166,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13893429 -0.02902975  1.02390317  1.        ],-0.046029754176611426
167,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13893886 -0.02519647  1.02390317  1.        ],-0.04219646670800789
168,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13894339 -0.02136651  1.02390315  1.        ],-0.038366514708268
169,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13894786 -0.01753907  1.02390309  1.        ],-0.03453907090246405
170,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13895228 -0.01371323  1.023903    1.        ],-0.030713228172508832
171,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13895665 -0.00988803  1.02390288  1.        ],-0.02688803284578635
172,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13896108 -0.00606237  1.02390268  1.        ],-0.02306237398377686
173,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13896564 -0.00223564  1.02390242  1.        ],-0.019235643806399062
174,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13897056  0.00159284  1.02390238  1.        ],-0.015407157467558939
175,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13897565  0.00542261  1.0239023   1.        ],-0.01157738792741769
176,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13898087  0.00925341  1.02390213  1.        ],-0.007746585228577678
177,[0.  0.4 0.  0.  0.  0.  1. ],[-0.13898621  0.0130853   1.02390189  1.        ],-0.003914700368459907
178,[0 0 0 0 0 0 1],[-0.13896493  0.01543095  1.02390704  1.        ],-0.0015690538019963833
179,[0 0 0 0 0 0 1],[-0.13895165  0.01645027  1.02388606  1.        ],-0.0005497260505260837
180,[0 0 0 0 0 0 1],[-0.13894153  0.01694531  1.02385776  1.        ],-5.469269686009248e-05
181,[0 0 0 0 0 0 1],[-0.13893412  0.0173203   1.02383645  1.        ],0.00032030430672135707
182,[0 0 0 0 0 0 1],[-0.13893063  0.0175613   1.02382325  1.        ],0.000561298208903889
183,[0 0 0 0 0 0 1],[-0.13893048  0.01765329  1.02381871  1.        ],0.0006532909209421289
184,[0 0 0 0 0 0 1],[-0.13893108  0.01765793  1.02381853  1.        ],0.0006579277931168248
185,[0 0 0 0 0 0 1],[-0.13893199  0.01762635  1.02382049  1.        ],0.0006263495297401007
186,[0 0 0 0 0 0 1],[-0.1389327   0.01754106  1.02382454  1.        ],0.0005410594776368849
187,[0 0 0 0 0 0 1],[-0.1389319   0.01735214  1.02383109  1.        ],0.0003521350797649654
188,[0 0 0 0 0 0 1],[-0.13892963  0.01707309  1.02383942  1.        ],7.309002422654226e-05
189,[0 0 0 0 0 0 1],[-0.13892602  0.01672928  1.0238487   1.        ],-0.0002707174550215276
190,[0 0 0 0 0 0 1],[-0.13892125  0.01634456  1.02385825  1.        ],-0.0006554381588316435
191,[0 0 0 0 0 0 1],[-0.1389155   0.0159402   1.02386755  1.        ],-0.00105980033250622
192,[0 0 0 0 0 0 1],[-0.13890905  0.01553463  1.02387623  1.        ],-0.001465374168622826
193,[0 0 0 0 0 0 1],[-0.1389022   0.01514331  1.02388404  1.        ],-0.0018566909947799002
194,[0 0 0 0 0 0 1],[-0.13889527  0.01477873  1.02389085  1.        ],-0.0022212651174433086
195,[0 0 0 0 0 0 1],[-0.13888867  0.01444924  1.02389655  1.        ],-0.002550761128188991
196,[0 0 0 0 0 0 1],[-0.13888333  0.01414976  1.02390069  1.        ],-0.002850240424418088
197,[0 0 0 0 0 0 1],[-0.13887961  0.01387497  1.0239033   1.        ],-0.0031250285825640527
198,[0 0 0 0 0 0 1],[-0.13887729  0.01362609  1.02390476  1.        ],-0.0033739060955376207
199,[0 0 0 0 0 0 1],[-0.13887592  0.01340387  1.02390547  1.        ],-0.0035961279517600798
200,[0 0 0 0 0 0 1],[-0.13887476  0.01320659  1.02390595  1.        ],-0.0037934088547581634
201,[0 0 0 0 0 0 1],[-0.13887366  0.01303943  1.02390633  1.        ],-0.003960566119201873
202,[0 0 0 0 0 0 1],[-0.13887269  0.01291724  1.02390663  1.        ],-0.00408275639335557
203,[0 0 0 0 0 0 1],[-0.13887176  0.01282997  1.0239069   1.        ],-0.0041700330481049055
204,[0 0 0 0 0 0 1],[-0.13887088  0.01276531  1.02390716  1.        ],-0.0042346918324969
205,[0 0 0 0 0 0 1],[-0.13887007  0.01271385  1.02390744  1.        ],-0.004286149942661837
206,[0 0 0 0 0 0 1],[-0.13886934  0.01267204  1.02390773  1.        ],-0.004327956126079422
207,[0 0 0 0 0 0 1],[-0.13886867  0.01263792  1.02390803  1.        ],-0.0043620818594090685
208,[0 0 0 0 0 0 1],[-0.13886805  0.01260995  1.02390832  1.        ],-0.004390054284080458
209,[0 0 0 0 0 0 1],[-0.13886748  0.0125868   1.02390861  1.        ],-0.004413203293551535
210,[0 0 0 0 0 0 1],[-0.13886693  0.01256732  1.02390889  1.        ],-0.004432684069477534
211,[0 0 0 0 0 0 1],[-0.13886642  0.01255053  1.02390915  1.        ],-0.004449474034544265
212,[0 0 0 0 0 0 1],[-0.13886593  0.01253563  1.0239094   1.        ],-0.004464374663445667
213,[0 0 0 0 0 0 1],[-0.13886546  0.01252198  1.02390963  1.        ],-0.004478020802757341
214,[0 0 0 0 0 0 1],[-0.13886501  0.01250944  1.02390985  1.        ],-0.004490555066085535
215,[0 0 0 0 0 0 1],[-0.13886458  0.01249847  1.02391005  1.        ],-0.004501525054120464
216,[0 0 0 0 0 0 1],[-0.13886418  0.0124889   1.02391025  1.        ],-0.004511100724417589
217,[0 0 0 0 0 0 1],[-0.1388638   0.01248054  1.02391044  1.        ],-0.0045194557492128
218,[0 0 0 0 0 0 1],[-0.13886344  0.01247326  1.02391061  1.        ],-0.004526737533806887
219,[0 0 0 0 0 0 1],[-0.13886311  0.01246692  1.02391078  1.        ],-0.004533075114620028
220,[0 0 0 0 0 0 1],[-0.13886279  0.01246142  1.02391095  1.        ],-0.00453858218795398
221,[0 0 0 0 0 0 1],[-0.13886248  0.01245664  1.0239111   1.        ],-0.004543359048180729
222,[0 0 0 0 0 0 1],[-0.1388622   0.01245251  1.02391125  1.        ],-0.004547494177241179
223,[0 0 0 0 0 0 1],[-0.13886193  0.01244893  1.02391138  1.        ],-0.004551065627727436
224,[0 0 0 0 0 0 1],[-0.13886167  0.01244586  1.02391152  1.        ],-0.004554142241355431
225,[0 0 0 0 0 0 1],[-0.13886143  0.01244322  1.02391164  1.        ],-0.004556784725041476
226,[0 0 0 0 0 0 1],[-0.1388612   0.01244095  1.02391176  1.        ],-0.004559046601696239
227,[0 0 0 0 0 0 1],[-0.13886098  0.01243902  1.02391187  1.        ],-0.00456097505036542
