step,action,eef_pos,drawer_pos 
242,[0 0 0 0 0 0 1],[-0.13938653  0.01317655  1.02362402  1.        ],-0.00382344982199208
243,[0 0 0 0 0 0 1],[-0.13938611  0.01317189  1.02362426  1.        ],-0.0038281147460098724
244,[0 0 0 0 0 0 1],[-0.1393857   0.01316787  1.02362449  1.        ],-0.0038321296123212476
245,[0 0 0 0 0 0 1],[-0.13938532  0.01316443  1.02362471  1.        ],-0.0038355743757983955
246,[0 0 0 0 0 0 1],[-0.13938495  0.01316148  1.02362492  1.        ],-0.0038385195240400443
247,[0 0 0 0 0 0 1],[-0.1393846   0.01315897  1.02362512  1.        ],-0.003841027184101233
248,[0 0 0 0 0 0 1],[-0.13938426  0.01315685  1.02362532  1.        ],-0.003843152100620908
249,[0 0 0 0 0 0 1],[-0.13938394  0.01315506  1.0236255   1.        ],-0.0038449425001624155
250,[0 0 0 0 0 0 1],[-0.13938364  0.01315356  1.02362568  1.        ],-0.003846440854892932
251,[0 0 0 0 0 0 1],[-0.13938335  0.01315232  1.02362585  1.        ],-0.0038476845572821897
252,[0 0 0 0 0 0 1],[-0.13938307  0.01315126  1.02362601  1.        ],-0.003848736602521276
253,[0 0 0 0 0 0 1],[-0.13938281  0.01315025  1.02362616  1.        ],-0.003849747246235699
