step,action,eef_pos,good,drop_pos
0,[ 0.17616272  0.17125134 -0.17216177  1.        ],[-0.08156203 -0.08529435  1.23132747],True,[0.14712186 0.13695812 1.00104258]
1,[ 0.17441286  0.16950775 -0.17563392  1.        ],[-0.07932965 -0.08339623  1.23079098],True,[0.14712186 0.13695812 1.00104258]
2,[ 0.17389609  0.16921398 -0.17642783  1.        ],[-0.07681973 -0.08133689  1.22899022],True,[0.14712186 0.13695812 1.00104258]
3,[ 0.17360179  0.16922452 -0.17670733  1.        ],[-0.07427304 -0.07922206  1.22691011],True,[0.14712186 0.13695812 1.00104258]
4,[ 0.17337104  0.16928748 -0.17687349  1.        ],[-0.0717557  -0.07707682  1.22473994],True,[0.14712186 0.13695812 1.00104258]
5,[ 0.17318297  0.16935134 -0.17699656  1.        ],[-0.06928853 -0.0749109   1.2225133 ],True,[0.14712186 0.13695812 1.00104258]
6,[ 0.17303837  0.16940716 -0.17708454  1.        ],[-0.06687815 -0.0727296   1.22023557],True,[0.14712186 0.13695812 1.00104258]
7,[ 0.17293937  0.16945449 -0.17713596  1.        ],[-0.06452487 -0.07053634  1.21790899],True,[0.14712186 0.13695812 1.00104258]
8,[ 0.17288611  0.16949429 -0.17714987  1.        ],[-0.06222536 -0.0683336   1.21553708],True,[0.14712186 0.13695812 1.00104258]
9,[ 0.17287664  0.16952765 -0.1771272   1.        ],[-0.05997403 -0.0661233   1.21312484],True,[0.14712186 0.13695812 1.00104258]
10,[ 0.17290731  0.16955558 -0.17707051  1.        ],[-0.05776398 -0.0639071   1.21067825],True,[0.14712186 0.13695812 1.00104258]
11,[ 0.17297343  0.16957905 -0.17698344  1.        ],[-0.05558787 -0.06168641  1.2082036 ],True,[0.14712186 0.13695812 1.00104258]
12,[ 0.17306974  0.16959896 -0.17687017  1.        ],[-0.05343845 -0.05946247  1.20570711],True,[0.14712186 0.13695812 1.00104258]
13,[ 0.17319091  0.16961612 -0.17673505  1.        ],[-0.05130893 -0.05723634  1.20319454],True,[0.14712186 0.13695812 1.00104258]
14,[ 0.1733318   0.16963131 -0.17658229  1.        ],[-0.04919328 -0.0550089   1.20067104],True,[0.14712186 0.13695812 1.00104258]
15,[ 0.17348771  0.1696452  -0.17641576  1.        ],[-0.04708629 -0.0527809   1.19814101],True,[0.14712186 0.13695812 1.00104258]
16,[ 0.17365451  0.16965836 -0.17623891  1.        ],[-0.04498366 -0.05055288  1.19560809],True,[0.14712186 0.13695812 1.00104258]
17,[ 0.17382869  0.1696713  -0.17605464  1.        ],[-0.04288197 -0.04832528  1.19307516],True,[0.14712186 0.13695812 1.00104258]
18,[ 0.17400741  0.1696844  -0.17586536  1.        ],[-0.04077858 -0.0460984   1.19054444],True,[0.14712186 0.13695812 1.00104258]
