step,action,eef_pos,good,drop_pos
0,[ 0.12142927  0.12121907 -0.24609118  1.        ],[-0.01119488  0.09919566  1.18712422],True,[0.11871873 0.22492319 0.91791748]
1,[ 0.12018668  0.11631403 -0.24905061  1.        ],[-0.00958596  0.10095507  1.18607471],True,[0.11871873 0.22492319 0.91791748]
2,[ 0.11950714  0.11546792 -0.2497703   1.        ],[-0.00779085  0.10245503  1.18336445],True,[0.11871873 0.22492319 0.91791748]
3,[ 0.11914781  0.11534157 -0.25000024  1.        ],[-0.00610293  0.1039285   1.18020158],True,[0.11871873 0.22492319 0.91791748]
4,[ 0.1190049   0.11535627 -0.25006152  1.        ],[-0.00454434  0.10539922  1.17686185],True,[0.11871873 0.22492319 0.91791748]
5,[ 0.11901966  0.11540928 -0.25003004  1.        ],[-0.00308997  0.10686115  1.17342349],True,[0.11871873 0.22492319 0.91791748]
6,[ 0.11915126  0.11548634 -0.24993175  1.        ],[-0.00170983  0.10830764  1.16992117],True,[0.11871873 0.22492319 0.91791748]
7,[ 0.11936688  0.11558749 -0.24978207  1.        ],[-3.78592251e-04  1.09740654e-01  1.16637762e+00],True,[0.11871873 0.22492319 0.91791748]
8,[ 0.11964118  0.11570852 -0.24959473  1.        ],[9.24300931e-04 1.11164079e-01 1.16281015e+00],True,[0.11871873 0.22492319 0.91791748]
9,[ 0.11995365  0.11584436 -0.24938165  1.        ],[0.00221528 0.11258096 1.15923215],True,[0.11871873 0.22492319 0.91791748]
10,[ 0.12028747  0.1159911  -0.24915254  1.        ],[0.00350673 0.11399423 1.1556537 ],True,[0.11871873 0.22492319 0.91791748]
11,[ 0.12062959  0.11614516 -0.24891525  1.        ],[0.00480755 0.1154065  1.15208207],True,[0.11871873 0.22492319 0.91791748]
12,[ 0.12097031  0.11630349 -0.24867586  1.        ],[0.00612365 0.11681985 1.1485221 ],True,[0.11871873 0.22492319 0.91791748]
13,[ 0.12130281  0.11646369 -0.2484388   1.        ],[0.00745854 0.11823582 1.14497672],True,[0.11871873 0.22492319 0.91791748]
14,[ 0.12162273  0.11662401 -0.24820707  1.        ],[0.00881386 0.1196554  1.14144732],True,[0.11871873 0.22492319 0.91791748]
