step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[0.16363093 0.15260124 1.14050045],True,[0.13534069 0.15625365 1.05482519]
1,[ 0  0  0 -1],[0.16798587 0.1533414  1.14314619],True,[0.13534069 0.15625365 1.05482519]
2,[-0.10395883  0.00927408 -0.28125887  1.        ],[0.17130712 0.15420334 1.14453006],True,[0.13534069 0.15625365 1.05482519]
3,[-0.11161812  0.00636293 -0.27838985  1.        ],[0.17399706 0.15515703 1.14443409],True,[0.13534069 0.15625365 1.05482519]
4,[-0.11882385  0.00337085 -0.27544424  1.        ],[0.17624351 0.15609712 1.14383567],True,[0.13534069 0.15625365 1.05482519]
5,[-1.25265367e-01  4.79395123e-04 -2.72595594e-01  1.00000000e+00],[0.17802689 0.15697913 1.14290606],True,[0.13534069 0.15625365 1.05482519]
6,[-0.13082963 -0.00222353 -0.26996048  1.        ],[0.17932654 0.15776779 1.14168579],True,[0.13534069 0.15625365 1.05482519]
7,[-0.13551538 -0.0046649  -0.26760759  1.        ],[0.18015981 0.15844443 1.14019677],True,[0.13534069 0.15625365 1.05482519]
8,[-0.13941185 -0.00681452 -0.26555206  1.        ],[0.18057267 0.1589969  1.13845407],True,[0.13534069 0.15625365 1.05482519]
9,[-0.14266212 -0.00865223 -0.26376629  1.        ],[0.18057743 0.15942681 1.13644565],True,[0.13534069 0.15625365 1.05482519]
10,[-0.1453436  -0.01019521 -0.26224282  1.        ],[0.18020287 0.15974905 1.1341691 ],True,[0.13534069 0.15625365 1.05482519]
11,[-0.14754769 -0.01149604 -0.26095501  1.        ],[0.1794802  0.15996558 1.13165443],True,[0.13534069 0.15625365 1.05482519]
12,[-0.14931546 -0.01255675 -0.25989848  1.        ],[0.1784447  0.16008166 1.12892544],True,[0.13534069 0.15625365 1.05482519]
13,[-0.15069473 -0.01338299 -0.25905983  1.        ],[0.17713365 0.16010597 1.12600432],True,[0.13534069 0.15625365 1.05482519]
14,[-0.15173262 -0.01398613 -0.25842136  1.        ],[0.17558491 0.16004949 1.12291399],True,[0.13534069 0.15625365 1.05482519]
15,[-0.15247122 -0.01438111 -0.25796455  1.        ],[0.17383585 0.15992448 1.11967801],True,[0.13534069 0.15625365 1.05482519]
16,[-0.15294761 -0.01458481 -0.25767093  1.        ],[0.17192259 0.15974357 1.11631993],True,[0.13534069 0.15625365 1.05482519]
17,[-0.15319459 -0.0146148  -0.25752248  1.        ],[0.16987926 0.15951914 1.11286263],True,[0.13534069 0.15625365 1.05482519]
18,[-0.15324146 -0.0144884  -0.25750173  1.        ],[0.16773727 0.15926323 1.10932767],True,[0.13534069 0.15625365 1.05482519]
19,[-0.15311421 -0.01422399 -0.25759215  1.        ],[0.16552418 0.15898874 1.10573566],True,[0.13534069 0.15625365 1.05482519]
20,[-0.15283135 -0.01384888 -0.2577805   1.        ],[0.16326677 0.15869765 1.10210495],True,[0.13534069 0.15625365 1.05482519]
21,[ 0  0  0 -1],[0.16172294 0.15845011 1.0998694 ],True,[0.13534069 0.15625365 1.05482519]
22,[ 0  0  0 -1],[0.16060042 0.15821087 1.09871735],True,[0.13534069 0.15625365 1.05482519]
23,[ 0  0  0 -1],[0.15955591 0.15797012 1.09777319],True,[0.13534069 0.15625365 1.05482519]
24,[ 0  0  0 -1],[0.15860706 0.15773935 1.09693192],True,[0.13534069 0.15625365 1.05482519]
25,[ 0  0  0 -1],[0.1577733  0.15753175 1.0961879 ],True,[0.13534069 0.15625365 1.05482519]
26,[ 0  0  0 -1],[0.15706527 0.15735232 1.09554703],True,[0.13534069 0.15625365 1.05482519]
27,[ 0  0  0 -1],[0.15650559 0.15720991 1.09505869],True,[0.13534069 0.15625365 1.05482519]
28,[ 0  0  0 -1],[0.15608403 0.15710418 1.09470138],True,[0.13534069 0.15625365 1.05482519]
29,[ 0  0  0 -1],[0.15578053 0.15702995 1.09442919],True,[0.13534069 0.15625365 1.05482519]
30,[ 0  0  0 -1],[0.15555615 0.15697112 1.09423782],True,[0.13534069 0.15625365 1.05482519]
31,[ 0  0  0 -1],[0.15537531 0.15691636 1.09408655],True,[0.13534069 0.15625365 1.05482519]
32,[ 0  0  0 -1],[0.15523379 0.1568688  1.09396788],True,[0.13534069 0.15625365 1.05482519]
33,[ 0  0  0 -1],[0.15512458 0.15682889 1.09387557],True,[0.13534069 0.15625365 1.05482519]
34,[ 0  0  0 -1],[0.15503839 0.15679599 1.09380222],True,[0.13534069 0.15625365 1.05482519]
