step,action,eef_pos,good,drop_pos
0,[-0.07935989 -0.00871615 -0.28918167  1.        ],[ 0.15440677 -0.03172907  1.14397542],True,[ 0.09844061 -0.03682592  0.96882342]
1,[-0.09127559 -0.00831248 -0.28565656  1.        ],[ 0.158382   -0.03194965  1.14342479],True,[ 0.09844061 -0.03682592  0.96882342]
2,[-0.09737684 -0.00792168 -0.2836459   1.        ],[ 0.16167219 -0.03219582  1.14306843],True,[ 0.09844061 -0.03682592  0.96882342]
3,[-0.10230482 -0.00749122 -0.28191773  1.        ],[ 0.16445538 -0.03243958  1.14247095],True,[ 0.09844061 -0.03682592  0.96882342]
4,[-0.10657613 -0.00708144 -0.28034154  1.        ],[ 0.16673204 -0.0326663   1.14153209],True,[ 0.09844061 -0.03682592  0.96882342]
5,[-0.11028574 -0.00671749 -0.27891205  1.        ],[ 0.1684848  -0.03287178  1.14023981],True,[ 0.09844061 -0.03682592  0.96882342]
6,[-0.11345199 -0.00640461 -0.27764659  1.        ],[ 0.16971239 -0.03306624  1.13861279],True,[ 0.09844061 -0.03682592  0.96882342]
7,[-0.1160905  -0.00612392 -0.27656011  1.        ],[ 0.17046513 -0.03324303  1.13667505],True,[ 0.09844061 -0.03682592  0.96882342]
8,[-0.11827529 -0.00588366 -0.27563806  1.        ],[ 0.17076462 -0.03339674  1.13443363],True,[ 0.09844061 -0.03682592  0.96882342]
9,[-0.12004224 -0.00569171 -0.27487718  1.        ],[ 0.17064129 -0.03352549  1.13190255],True,[ 0.09844061 -0.03682592  0.96882342]
10,[-0.12142882 -0.00555074 -0.27427036  1.        ],[ 0.17014467 -0.03363018  1.12909249],True,[ 0.09844061 -0.03682592  0.96882342]
11,[-0.12249627 -0.00545948 -0.27379711  1.        ],[ 0.16932143 -0.0337129   1.12604336],True,[ 0.09844061 -0.03682592  0.96882342]
12,[-0.12328003 -0.00541435 -0.27344601  1.        ],[ 0.16821825 -0.03377653  1.12279329],True,[ 0.09844061 -0.03682592  0.96882342]
13,[-0.12381376 -0.00541085 -0.27320482  1.        ],[ 0.16688227 -0.03382421  1.11937497],True,[ 0.09844061 -0.03682592  0.96882342]
14,[-0.12413418 -0.00544428 -0.27305872  1.        ],[ 0.1653588  -0.03385907  1.11581921],True,[ 0.09844061 -0.03682592  0.96882342]
15,[-0.1242768  -0.00550988 -0.27299252  1.        ],[ 0.16369002 -0.03388415  1.11215502],True,[ 0.09844061 -0.03682592  0.96882342]
16,[-0.12427498 -0.00560295 -0.27299146  1.        ],[ 0.16191405 -0.03390226  1.10840905],True,[ 0.09844061 -0.03682592  0.96882342]
17,[-0.12415955 -0.00571894 -0.27304157  1.        ],[ 0.16006445 -0.03391592  1.1046051 ],True,[ 0.09844061 -0.03682592  0.96882342]
18,[-0.12395868 -0.00585357 -0.27312997  1.        ],[ 0.15816985 -0.03392733  1.10076373],True,[ 0.09844061 -0.03682592  0.96882342]
19,[-0.12369774 -0.00600292 -0.27324501  1.        ],[ 0.15624914 -0.03393796  1.09691397],True,[ 0.09844061 -0.03682592  0.96882342]
20,[-0.12338114 -0.00616379 -0.27338453  1.        ],[ 0.15431809 -0.03394926  1.09306696],True,[ 0.09844061 -0.03682592  0.96882342]
21,[-0.12302316 -0.00633343 -0.27354193  1.        ],[ 0.1523931  -0.03396237  1.08922239],True,[ 0.09844061 -0.03682592  0.96882342]
22,[-0.12265103 -0.00650977 -0.27370486  1.        ],[ 0.15048542 -0.03397809  1.08538595],True,[ 0.09844061 -0.03682592  0.96882342]
23,[-0.12228043 -0.00669105 -0.27386626  1.        ],[ 0.14860264 -0.03399702  1.08156277],True,[ 0.09844061 -0.03682592  0.96882342]
24,[-0.12192248 -0.00687586 -0.27402123  1.        ],[ 0.14674936 -0.03401954  1.07775625],True,[ 0.09844061 -0.03682592  0.96882342]
25,[-0.12158528 -0.0070632  -0.27416625  1.        ],[ 0.14492776 -0.03404588  1.07396819],True,[ 0.09844061 -0.03682592  0.96882342]
26,[-0.12127447 -0.0072525  -0.27429893  1.        ],[ 0.14313808 -0.03407611  1.07019902],True,[ 0.09844061 -0.03682592  0.96882342]
27,[-0.12099348 -0.00744359 -0.27441788  1.        ],[ 0.14137909 -0.03411019  1.06644812],True,[ 0.09844061 -0.03682592  0.96882342]
28,[-0.12074382 -0.0076367  -0.27452251  1.        ],[ 0.13964849 -0.03414801  1.06271417],True,[ 0.09844061 -0.03682592  0.96882342]
29,[-0.12052538 -0.0078324  -0.27461298  1.        ],[ 0.13794332 -0.03418941  1.05899537],True,[ 0.09844061 -0.03682592  0.96882342]
30,[-0.12033674 -0.00803157 -0.27468994  1.        ],[ 0.13626029 -0.03423423  1.05528968],True,[ 0.09844061 -0.03682592  0.96882342]
