step,action,eef_pos,good,drop_pos
0,[0.  0.  0.3 1. ],[0.16371982 0.05252642 0.92847653],True,[-0.14331855  0.16056095  1.06216123]
1,[0.  0.  0.3 1. ],[0.1682019  0.05264866 0.93431178],True,[-0.14331855  0.16056095  1.06216123]
2,[0.  0.  0.3 1. ],[0.17212895 0.05280967 0.94071036],True,[-0.14331855  0.16056095  1.06216123]
3,[0.  0.  0.3 1. ],[0.17556586 0.05301619 0.94692801],True,[-0.14331855  0.16056095  1.06216123]
4,[0.  0.  0.3 1. ],[0.17850903 0.05322679 0.95282381],True,[-0.14331855  0.16056095  1.06216123]
5,[0.  0.  0.3 1. ],[0.18096616 0.05342129 0.95838883],True,[-0.14331855  0.16056095  1.06216123]
6,[0.  0.  0.3 1. ],[0.18295407 0.05358838 0.96363891],True,[-0.14331855  0.16056095  1.06216123]
7,[0.  0.  0.3 1. ],[0.18449986 0.05372747 0.96859571],True,[-0.14331855  0.16056095  1.06216123]
8,[0.  0.  0.3 1. ],[0.18566327 0.05383945 0.97329766],True,[-0.14331855  0.16056095  1.06216123]
9,[0.  0.  0.3 1. ],[0.1864969  0.05392554 0.97777865],True,[-0.14331855  0.16056095  1.06216123]
10,[0.  0.  0.3 1. ],[0.1870423  0.05398984 0.98206602],True,[-0.14331855  0.16056095  1.06216123]
11,[0.  0.  0.3 1. ],[0.18734876 0.0540367  0.9861911 ],True,[-0.14331855  0.16056095  1.06216123]
12,[0.  0.  0.3 1. ],[0.18746322 0.05407048 0.990184  ],True,[-0.14331855  0.16056095  1.06216123]
13,[0.  0.  0.3 1. ],[0.18742858 0.05409522 0.99407276],True,[-0.14331855  0.16056095  1.06216123]
14,[0.  0.  0.3 1. ],[0.18728283 0.0541145  0.99788276],True,[-0.14331855  0.16056095  1.06216123]
15,[0.  0.  0.3 1. ],[0.1870587  0.0541313  1.00163634],True,[-0.14331855  0.16056095  1.06216123]
16,[0.  0.  0.3 1. ],[0.18678361 0.05414806 1.00535256],True,[-0.14331855  0.16056095  1.06216123]
17,[0.  0.  0.3 1. ],[0.1864798  0.05416665 1.00904719],True,[-0.14331855  0.16056095  1.06216123]
18,[0.  0.  0.3 1. ],[0.18616476 0.05418847 1.01273282],True,[-0.14331855  0.16056095  1.06216123]
19,[0.  0.  0.3 1. ],[0.18585168 0.05421448 1.01641908],True,[-0.14331855  0.16056095  1.06216123]
20,[0.  0.  0.3 1. ],[0.18555001 0.05424529 1.02011299],True,[-0.14331855  0.16056095  1.06216123]
21,[0.  0.  0.3 1. ],[0.18526605 0.05428089 1.02381928],True,[-0.14331855  0.16056095  1.06216123]
22,[0.  0.  0.3 1. ],[0.18500363 0.05432027 1.02754083],True,[-0.14331855  0.16056095  1.06216123]
23,[0.  0.  0.3 1. ],[0.18476449 0.05436237 1.03127899],True,[-0.14331855  0.16056095  1.06216123]
24,[0.  0.  0.3 1. ],[0.18454879 0.05440635 1.03503394],True,[-0.14331855  0.16056095  1.06216123]
25,[0.  0.  0.3 1. ],[0.18435555 0.05445162 1.038805  ],True,[-0.14331855  0.16056095  1.06216123]
26,[0.  0.  0.3 1. ],[0.18418298 0.05449774 1.04259091],True,[-0.14331855  0.16056095  1.06216123]
27,[0.  0.  0.3 1. ],[0.18402883 0.05454441 1.04639002],True,[-0.14331855  0.16056095  1.06216123]
28,[0.  0.  0.3 1. ],[0.1838906  0.05459142 1.0502005 ],True,[-0.14331855  0.16056095  1.06216123]
29,[0.  0.  0.3 1. ],[0.18376447 0.05463852 1.05401955],True,[-0.14331855  0.16056095  1.06216123]
30,[0.  0.  0.3 1. ],[0.1836293  0.05468463 1.05783182],True,[-0.14331855  0.16056095  1.06216123]
31,[0.  0.  0.3 1. ],[0.18348237 0.05472945 1.06163472],True,[-0.14331855  0.16056095  1.06216123]
32,[0.  0.  0.3 1. ],[0.18332747 0.05477303 1.06543044],True,[-0.14331855  0.16056095  1.06216123]
33,[-0.28539269  0.09242757 -0.00285633  1.        ],[0.181792   0.05532592 1.06764352],True,[-0.14331855  0.16056095  1.06216123]
34,[-0.2853832   0.09237569 -0.00481238  1.        ],[0.17944838 0.05628171 1.06873301],True,[-0.14331855  0.16056095  1.06216123]
35,[-0.28541742  0.09221239 -0.00581132  1.        ],[0.17698814 0.05734324 1.06961003],True,[-0.14331855  0.16056095  1.06216123]
36,[-0.28547053  0.09199188 -0.00663868  1.        ],[0.17440225 0.05844986 1.07036676],True,[-0.14331855  0.16056095  1.06216123]
37,[-0.2855258   0.09176406 -0.00737405  1.        ],[0.17167899 0.05958547 1.07102127],True,[-0.14331855  0.16056095  1.06216123]
38,[-0.28557838  0.09154489 -0.00803256  1.        ],[0.16881805 0.06074005 1.0715666 ],True,[-0.14331855  0.16056095  1.06216123]
39,[-0.28562632  0.09134294 -0.00860656  1.        ],[0.16581324 0.06190355 1.0719979 ],True,[-0.14331855  0.16056095  1.06216123]
