step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.10164691 -0.2311853   0.85685634],False,[0.02953941 0.01363373 0.97735015]
1,[0.  0.  0.3 1. ],[-0.10265783 -0.23714057  0.85944637],False,[0.02953941 0.01363373 0.97735015]
2,[0.  0.  0.3 1. ],[-0.1038009  -0.24192454  0.86375317],False,[0.02953941 0.01363373 0.97735015]
3,[0.  0.  0.3 1. ],[-0.10472663 -0.245863    0.86833445],False,[0.02953941 0.01363373 0.97735015]
4,[0.  0.  0.3 1. ],[-0.10537934 -0.2490563   0.87289339],False,[0.02953941 0.01363373 0.97735015]
5,[0.  0.  0.3 1. ],[-0.10581222 -0.25156098  0.87735936],False,[0.02953941 0.01363373 0.97735015]
6,[0.  0.  0.3 1. ],[-0.10609423 -0.25343544  0.88171541],False,[0.02953941 0.01363373 0.97735015]
7,[0.  0.  0.3 1. ],[-0.10627662 -0.25476126  0.88596238],False,[0.02953941 0.01363373 0.97735015]
8,[0.  0.  0.3 1. ],[-0.10639944 -0.25563176  0.89010951],False,[0.02953941 0.01363373 0.97735015]
9,[0.  0.  0.3 1. ],[-0.10649361 -0.25614273  0.89417031],False,[0.02953941 0.01363373 0.97735015]
10,[0.  0.  0.3 1. ],[-0.10658298 -0.25638516  0.89815958],False,[0.02953941 0.01363373 0.97735015]
11,[0.  0.  0.3 1. ],[-0.10668589 -0.25644007  0.90209128],False,[0.02953941 0.01363373 0.97735015]
12,[0.  0.  0.3 1. ],[-0.10681606 -0.25637538  0.90597735],False,[0.02953941 0.01363373 0.97735015]
13,[0.  0.  0.3 1. ],[-0.10698331 -0.25624454  0.9098271 ],False,[0.02953941 0.01363373 0.97735015]
14,[0.  0.  0.3 1. ],[-0.10719386 -0.25608661  0.91364727],False,[0.02953941 0.01363373 0.97735015]
15,[0.  0.  0.3 1. ],[-0.10745051 -0.25592759  0.91744249],False,[0.02953941 0.01363373 0.97735015]
16,[0.  0.  0.3 1. ],[-0.10775284 -0.25578256  0.92121591],False,[0.02953941 0.01363373 0.97735015]
17,[0.  0.  0.3 1. ],[-0.10809762 -0.25565815  0.92496985],False,[0.02953941 0.01363373 0.97735015]
18,[0.  0.  0.3 1. ],[-0.10847928 -0.25555507  0.9287064 ],False,[0.02953941 0.01363373 0.97735015]
19,[0.  0.  0.3 1. ],[-0.1088906  -0.25547036  0.93242776],False,[0.02953941 0.01363373 0.97735015]
20,[0.  0.  0.3 1. ],[-0.10932336 -0.25539923  0.93613645],False,[0.02953941 0.01363373 0.97735015]
21,[0.  0.  0.3 1. ],[-0.10976896 -0.25533639  0.93983539],False,[0.02953941 0.01363373 0.97735015]
22,[0.  0.  0.3 1. ],[-0.11021897 -0.25527699  0.94352783],False,[0.02953941 0.01363373 0.97735015]
23,[0.  0.  0.3 1. ],[-0.11066557 -0.2552171   0.94721718],False,[0.02953941 0.01363373 0.97735015]
24,[0.  0.  0.3 1. ],[-0.11110181 -0.25515386  0.95090693],False,[0.02953941 0.01363373 0.97735015]
