step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.20021701 -0.00930459  1.19176819],False,[-0.11089927 -0.23854243  1.03402999]
1,[ 0  0  0 -1],[-0.2002759  -0.0093185   1.19471489],False,[-0.11089927 -0.23854243  1.03402999]
2,[ 0  0  0 -1],[-0.19941411 -0.00936351  1.19606026],False,[-0.11089927 -0.23854243  1.03402999]
3,[ 0  0  0 -1],[-0.19842616 -0.00941106  1.19698762],False,[-0.11089927 -0.23854243  1.03402999]
4,[ 0  0  0 -1],[-0.19742114 -0.0094569   1.19781508],False,[-0.11089927 -0.23854243  1.03402999]
5,[ 0  0  0 -1],[-0.19645675 -0.00949862  1.19858173],False,[-0.11089927 -0.23854243  1.03402999]
6,[ 0  0  0 -1],[-0.19555384 -0.00953585  1.19930721],False,[-0.11089927 -0.23854243  1.03402999]
7,[ 0  0  0 -1],[-0.19474705 -0.0095678   1.19996582],False,[-0.11089927 -0.23854243  1.03402999]
8,[0.0386145  0.3        0.20583428 1.        ],[-0.19386644 -0.00782232  1.20176653],False,[-0.11089927 -0.23854243  1.03402999]
9,[ 0  0  0 -1],[-0.19318609 -0.00629174  1.20331593],False,[-0.11089927 -0.23854243  1.03402999]
10,[-0.00300332  0.3         0.20612392  1.        ],[-0.19274324 -0.00417233  1.20516619],False,[-0.11089927 -0.23854243  1.03402999]
11,[ 0  0  0 -1],[-0.19241178 -0.00249912  1.20665312],False,[-0.11089927 -0.23854243  1.03402999]
12,[ 0  0  0 -1],[-0.19216554 -0.00207154  1.20709216],False,[-0.11089927 -0.23854243  1.03402999]
13,[ 0  0  0 -1],[-0.19200033 -0.00190967  1.20728296],False,[-0.11089927 -0.23854243  1.03402999]
14,[-0.03013566  0.3         0.20882887  1.        ],[-1.92032327e-01 -8.24162161e-05  1.20870989e+00],False,[-0.11089927 -0.23854243  1.03402999]
15,[0.03671512 0.3        0.20959995 1.        ],[-0.19190597  0.00325998  1.21123794],False,[-0.11089927 -0.23854243  1.03402999]
16,[ 0  0  0 -1],[-0.19182129  0.00518566  1.21256917],False,[-0.11089927 -0.23854243  1.03402999]
17,[-0.00599522  0.3         0.20860673  1.        ],[-0.19188303  0.00746221  1.21406868],False,[-0.11089927 -0.23854243  1.03402999]
18,[ 0  0  0 -1],[-0.19197702  0.00920591  1.21522278],False,[-0.11089927 -0.23854243  1.03402999]
19,[ 0  0  0 -1],[-0.19203302  0.00967197  1.21540991],False,[-0.11089927 -0.23854243  1.03402999]
20,[0.03669347 0.3        0.20992531 1.        ],[-0.19191698  0.0116102   1.2166463 ],False,[-0.11089927 -0.23854243  1.03402999]
21,[0.04101041 0.3        0.21028868 1.        ],[-0.19171673  0.01499371  1.21888749],False,[-0.11089927 -0.23854243  1.03402999]
22,[ 0  0  0 -1],[-0.1916907   0.01693479  1.22007419],False,[-0.11089927 -0.23854243  1.03402999]
23,[ 0  0  0 -1],[-0.19172684  0.01745829  1.22026417],False,[-0.11089927 -0.23854243  1.03402999]
24,[ 0  0  0 -1],[-0.19175032  0.01767124  1.22027422],False,[-0.11089927 -0.23854243  1.03402999]
25,[ 0  0  0 -1],[-0.19177042  0.01777906  1.22024485],False,[-0.11089927 -0.23854243  1.03402999]
26,[ 0  0  0 -1],[-0.19178721  0.01783362  1.22021237],False,[-0.11089927 -0.23854243  1.03402999]
27,[ 0  0  0 -1],[-0.19179668  0.01786121  1.22019309],False,[-0.11089927 -0.23854243  1.03402999]
28,[ 0  0  0 -1],[-0.19180269  0.01787571  1.22018111],False,[-0.11089927 -0.23854243  1.03402999]
29,[ 0  0  0 -1],[-0.19180696  0.01788486  1.22017297],False,[-0.11089927 -0.23854243  1.03402999]
30,[ 0  0  0 -1],[-0.19181077  0.01789266  1.22016693],False,[-0.11089927 -0.23854243  1.03402999]
31,[ 0  0  0 -1],[-0.19181439  0.01790098  1.22016224],False,[-0.11089927 -0.23854243  1.03402999]
32,[ 0  0  0 -1],[-0.19181787  0.01791047  1.22015855],False,[-0.11089927 -0.23854243  1.03402999]
33,[ 0  0  0 -1],[-0.19182121  0.01792123  1.22015564],False,[-0.11089927 -0.23854243  1.03402999]
34,[ 0  0  0 -1],[-0.19182442  0.01793307  1.22015337],False,[-0.11089927 -0.23854243  1.03402999]
35,[ 0  0  0 -1],[-0.19182749  0.01794575  1.22015162],False,[-0.11089927 -0.23854243  1.03402999]
