step,action,eef_pos,good,drop_pos
0,[ 0.13758865 -0.3         0.01221558  1.        ],[-0.07685641 -0.11737383  1.06227087],False,[-0.04069036  0.19613696  1.05123185]
1,[ 0.18674685 -0.3         0.01236074  1.        ],[-0.07473039 -0.12349792  1.06278422],False,[-0.04069036  0.19613696  1.05123185]
2,[ 0.04409847 -0.3         0.01089762  1.        ],[-0.07285523 -0.12858013  1.06321548],False,[-0.04069036  0.19613696  1.05123185]
3,[ 0.00722008 -0.3         0.01102072  1.        ],[-0.07170755 -0.1332614   1.06375679],False,[-0.04069036  0.19613696  1.05123185]
4,[-0.07755674 -0.3         0.01173024  1.        ],[-0.07132906 -0.13771781  1.06437984],False,[-0.04069036  0.19613696  1.05123185]
5,[ 0.22403394 -0.3         0.01468388  1.        ],[-0.0698671  -0.14193486  1.06488575],False,[-0.04069036  0.19613696  1.05123185]
6,[-0.21848696 -0.3         0.01493348  1.        ],[-0.06981625 -0.14596107  1.06523353],False,[-0.04069036  0.19613696  1.05123185]
7,[ 0.17806635 -0.3         0.01422722  1.        ],[-0.06931908 -0.15002334  1.06569352],False,[-0.04069036  0.19613696  1.05123185]
8,[-0.11960675 -0.3         0.01344668  1.        ],[-0.06923655 -0.15391946  1.06590186],False,[-0.04069036  0.19613696  1.05123185]
9,[-0.00156028 -0.3         0.01253084  1.        ],[-0.06959162 -0.15788035  1.06619467],False,[-0.04069036  0.19613696  1.05123185]
10,[ 0.06222968 -0.3         0.01290672  1.        ],[-0.06939141 -0.16174453  1.0663341 ],False,[-0.04069036  0.19613696  1.05123185]
11,[-0.16155276 -0.3         0.0143326   1.        ],[-0.07015687 -0.16560404  1.06645723],False,[-0.04069036  0.19613696  1.05123185]
12,[-0.20665171 -0.3         0.01528192  1.        ],[-0.07202348 -0.1696312   1.06680653],False,[-0.04069036  0.19613696  1.05123185]
13,[-0.02167714 -0.3         0.0127608   1.        ],[-0.07327321 -0.17365391  1.06712894],False,[-0.04069036  0.19613696  1.05123185]
14,[ 0.11655714 -0.3         0.01378262  1.        ],[-0.07321582 -0.17745143  1.06713805],False,[-0.04069036  0.19613696  1.05123185]
15,[ 0.06563849 -0.3         0.01302593  1.        ],[-0.07283079 -0.18108074  1.06691922],False,[-0.04069036  0.19613696  1.05123185]
16,[-0.24434693 -0.3         0.01603268  1.        ],[-0.0741743  -0.18484698  1.06688681],False,[-0.04069036  0.19613696  1.05123185]
17,[ 0.18057253 -0.3         0.01433281  1.        ],[-0.07444794 -0.18873123  1.06700454],False,[-0.04069036  0.19613696  1.05123185]
18,[-0.03596573 -0.3         0.01233529  1.        ],[-0.074398   -0.19240749  1.06684865],False,[-0.04069036  0.19613696  1.05123185]
19,[ 0.21196172 -0.3         0.01470868  1.        ],[-0.07362762 -0.19607718  1.06668839],False,[-0.04069036  0.19613696  1.05123185]
20,[ 4.56867692e-05 -3.00000000e-01  1.17810627e-02  1.00000000e+00],[-0.07305011 -0.19967167  1.06642637],False,[-0.04069036  0.19613696  1.05123185]
21,[-0.270517   -0.3         0.01545568  1.        ],[-0.07457626 -0.20355547  1.06652396],False,[-0.04069036  0.19613696  1.05123185]
22,[-0.18473647 -0.3         0.01343137  1.        ],[-0.0767961  -0.20773533  1.06697011],False,[-0.04069036  0.19613696  1.05123185]
23,[ 0.15136231 -0.3         0.01304221  1.        ],[-0.07709803 -0.21174613  1.06722062],False,[-0.04069036  0.19613696  1.05123185]
24,[ 0.07165135 -0.3         0.0120427   1.        ],[-0.07652117 -0.21541019  1.06708264],False,[-0.04069036  0.19613696  1.05123185]
25,[ 0.17719853 -0.3         0.01336902  1.        ],[-0.07546514 -0.21898938  1.06685489],False,[-0.04069036  0.19613696  1.05123185]
26,[-0.11017226 -0.3         0.01198562  1.        ],[-0.07548983 -0.22262652  1.06668566],False,[-0.04069036  0.19613696  1.05123185]
27,[-0.01168357 -0.3         0.01104137  1.        ],[-0.0760289  -0.22650907  1.06677478],False,[-0.04069036  0.19613696  1.05123185]
28,[ 0.04620818 -0.3         0.01112387  1.        ],[-0.07601561 -0.23036078  1.06681948],False,[-0.04069036  0.19613696  1.05123185]
29,[ 0.01967032 -0.3         0.01095044  1.        ],[-0.07588856 -0.23414512  1.06678749],False,[-0.04069036  0.19613696  1.05123185]
30,[-0.16523246 -0.3         0.01234067  1.        ],[-0.07683323 -0.23802071  1.06686751],False,[-0.04069036  0.19613696  1.05123185]
31,[-0.06019033 -0.3         0.01098146  1.        ],[-0.07797878 -0.24204092  1.06710658],False,[-0.04069036  0.19613696  1.05123185]
32,[-0.1563968  -0.3         0.01221282  1.        ],[-0.07937464 -0.24603815  1.06732588],False,[-0.04069036  0.19613696  1.05123185]
33,[ 0.14700405 -0.3         0.01211342  1.        ],[-0.07951914 -0.24992839  1.06744233],False,[-0.04069036  0.19613696  1.05123185]
34,[ 0.24143099 -0.3         0.0139416   1.        ],[-0.07798073 -0.25344163  1.06717801],False,[-0.04069036  0.19613696  1.05123185]
35,[-0.28718935 -0.3         0.01468008  1.        ],[-0.07871133 -0.25702625  1.06700602],False,[-0.04069036  0.19613696  1.05123185]
