step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.13343153 -0.06576034  0.92793273],False,[-0.01537882  0.1021567   1.01449453]
1,[0.  0.  0.3 1. ],[-0.13952073 -0.06560296  0.92869181],False,[-0.01537882  0.1021567   1.01449453]
2,[0.  0.  0.3 1. ],[-0.14505177 -0.06555599  0.93017928],False,[-0.01537882  0.1021567   1.01449453]
3,[0.  0.  0.3 1. ],[-0.150422   -0.06559693  0.93182561],False,[-0.01537882  0.1021567   1.01449453]
4,[0.  0.  0.3 1. ],[-0.15567982 -0.06576403  0.93356629],False,[-0.01537882  0.1021567   1.01449453]
5,[0.  0.  0.3 1. ],[-0.16085878 -0.06605989  0.93539437],False,[-0.01537882  0.1021567   1.01449453]
6,[0.  0.  0.3 1. ],[-0.16595979 -0.06646235  0.93731216],False,[-0.01537882  0.1021567   1.01449453]
7,[0.  0.  0.3 1. ],[-0.1709698  -0.06693621  0.93932128],False,[-0.01537882  0.1021567   1.01449453]
8,[0.  0.  0.3 1. ],[-0.17586528 -0.0674489   0.94142302],False,[-0.01537882  0.1021567   1.01449453]
9,[0.  0.  0.3 1. ],[-0.18061106 -0.06796224  0.94362086],False,[-0.01537882  0.1021567   1.01449453]
10,[0.  0.  0.3 1. ],[-0.18518264 -0.06845046  0.94591187],False,[-0.01537882  0.1021567   1.01449453]
11,[0.  0.  0.3 1. ],[-0.18955717 -0.06890029  0.94828952],False,[-0.01537882  0.1021567   1.01449453]
12,[0.  0.  0.3 1. ],[-0.1936946  -0.0693059   0.95075828],False,[-0.01537882  0.1021567   1.01449453]
13,[0.  0.  0.3 1. ],[-0.19755292 -0.06966347  0.95332474],False,[-0.01537882  0.1021567   1.01449453]
14,[0.  0.  0.3 1. ],[-0.20109119 -0.06996947  0.95599637],False,[-0.01537882  0.1021567   1.01449453]
15,[ 0  0  0 -1],[-0.2038722  -0.07042064  0.95715169],False,[-0.01537882  0.1021567   1.01449453]
16,[ 0  0  0 -1],[-0.20533234 -0.07119341  0.95721988],False,[-0.01537882  0.1021567   1.01449453]
17,[ 0  0  0 -1],[-0.20603627 -0.07189144  0.95720584],False,[-0.01537882  0.1021567   1.01449453]
18,[ 0  0  0 -1],[-0.20626246 -0.07235565  0.9572363 ],False,[-0.01537882  0.1021567   1.01449453]
19,[ 0  0  0 -1],[-0.20616619 -0.07256509  0.95731933],False,[-0.01537882  0.1021567   1.01449453]
20,[ 0  0  0 -1],[-0.20586807 -0.07255462  0.95744076],False,[-0.01537882  0.1021567   1.01449453]
21,[ 0  0  0 -1],[-0.20544817 -0.0723897   0.9575936 ],False,[-0.01537882  0.1021567   1.01449453]
22,[ 0  0  0 -1],[-0.20499054 -0.07213361  0.95775478],False,[-0.01537882  0.1021567   1.01449453]
23,[ 0  0  0 -1],[-0.20454596 -0.07184118  0.95790899],False,[-0.01537882  0.1021567   1.01449453]
24,[ 0  0  0 -1],[-0.20414104 -0.0715516   0.95804861],False,[-0.01537882  0.1021567   1.01449453]
25,[ 0  0  0 -1],[-0.20378883 -0.07128361  0.95816936],False,[-0.01537882  0.1021567   1.01449453]
26,[ 0  0  0 -1],[-0.20349581 -0.07104938  0.95826916],False,[-0.01537882  0.1021567   1.01449453]
27,[ 0  0  0 -1],[-0.20326144 -0.07085526  0.95834858],False,[-0.01537882  0.1021567   1.01449453]
28,[ 0  0  0 -1],[-0.20307921 -0.0706875   0.95840872],False,[-0.01537882  0.1021567   1.01449453]
29,[ 0  0  0 -1],[-0.20294394 -0.07054382  0.95845124],False,[-0.01537882  0.1021567   1.01449453]
30,[ 0  0  0 -1],[-0.2028344  -0.07042838  0.95848556],False,[-0.01537882  0.1021567   1.01449453]
31,[ 0  0  0 -1],[-0.20274336 -0.07033966  0.95851471],False,[-0.01537882  0.1021567   1.01449453]
32,[ 0  0  0 -1],[-0.20266882 -0.07027358  0.95853915],False,[-0.01537882  0.1021567   1.01449453]
33,[ 0  0  0 -1],[-0.20260907 -0.07022578  0.95855925],False,[-0.01537882  0.1021567   1.01449453]
34,[ 0  0  0 -1],[-0.20256212 -0.07019227  0.95857636],False,[-0.01537882  0.1021567   1.01449453]
35,[ 0  0  0 -1],[-0.20252614 -0.07016952  0.95859134],False,[-0.01537882  0.1021567   1.01449453]
36,[ 0  0  0 -1],[-0.20249922 -0.0701545   0.95860442],False,[-0.01537882  0.1021567   1.01449453]
37,[ 0  0  0 -1],[-0.20247944 -0.07014474  0.95861588],False,[-0.01537882  0.1021567   1.01449453]
38,[ 0  0  0 -1],[-0.20246505 -0.07013827  0.95862599],False,[-0.01537882  0.1021567   1.01449453]
39,[ 0  0  0 -1],[-0.20245451 -0.07013358  0.95863501],False,[-0.01537882  0.1021567   1.01449453]
40,[ 0  0  0 -1],[-0.20244653 -0.07012951  0.95864318],False,[-0.01537882  0.1021567   1.01449453]
41,[ 0  0  0 -1],[-0.20244007 -0.07012523  0.95865068],False,[-0.01537882  0.1021567   1.01449453]
42,[ 0  0  0 -1],[-0.2024343  -0.07012017  0.95865767],False,[-0.01537882  0.1021567   1.01449453]
43,[ 0  0  0 -1],[-0.20242861 -0.07011392  0.95866429],False,[-0.01537882  0.1021567   1.01449453]
44,[ 0  0  0 -1],[-0.20242258 -0.07010625  0.95867062],False,[-0.01537882  0.1021567   1.01449453]
45,[ 0  0  0 -1],[-0.20241594 -0.07009702  0.95867672],False,[-0.01537882  0.1021567   1.01449453]
46,[ 0  0  0 -1],[-0.20240852 -0.07008622  0.95868264],False,[-0.01537882  0.1021567   1.01449453]
47,[ 0  0  0 -1],[-0.20240029 -0.07007385  0.95868839],False,[-0.01537882  0.1021567   1.01449453]
48,[ 0  0  0 -1],[-0.20239126 -0.07005999  0.95869398],False,[-0.01537882  0.1021567   1.01449453]
49,[ 0  0  0 -1],[-0.2023815  -0.07004475  0.95869942],False,[-0.01537882  0.1021567   1.01449453]
