step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[ 0.15556439 -0.09366377  0.78827839],False,[-0.10626437 -0.12755968  1.03604047]
1,[0.  0.  0.3 1. ],[ 0.15965036 -0.09291007  0.7848162 ],False,[-0.10626437 -0.12755968  1.03604047]
2,[0.  0.  0.3 1. ],[ 0.16497731 -0.09238531  0.78857473],False,[-0.10626437 -0.12755968  1.03604047]
3,[0.  0.  0.3 1. ],[ 0.17034983 -0.09200015  0.79494848],False,[-0.10626437 -0.12755968  1.03604047]
4,[0.  0.  0.3 1. ],[ 0.17511039 -0.09172711  0.80147014],False,[-0.10626437 -0.12755968  1.03604047]
5,[0.  0.  0.3 1. ],[ 0.17914898 -0.09159614  0.80767228],False,[-0.10626437 -0.12755968  1.03604047]
6,[0.  0.  0.3 1. ],[ 0.18247671 -0.09159019  0.81349295],False,[-0.10626437 -0.12755968  1.03604047]
7,[0.  0.  0.3 1. ],[ 0.18514463 -0.09166479  0.81894978],False,[-0.10626437 -0.12755968  1.03604047]
8,[0.  0.  0.3 1. ],[ 0.18722019 -0.09178197  0.82407798],False,[-0.10626437 -0.12755968  1.03604047]
9,[0.  0.  0.3 1. ],[ 0.18875733 -0.09190054  0.82891857],False,[-0.10626437 -0.12755968  1.03604047]
10,[0.  0.  0.3 1. ],[ 0.18985136 -0.09200497  0.83351527],False,[-0.10626437 -0.12755968  1.03604047]
11,[0.  0.  0.3 1. ],[ 0.19057535 -0.09208384  0.83790035],False,[-0.10626437 -0.12755968  1.03604047]
12,[0.  0.  0.3 1. ],[ 0.19099359 -0.09214476  0.84210683],False,[-0.10626437 -0.12755968  1.03604047]
13,[0.  0.  0.3 1. ],[ 0.19116736 -0.09218974  0.84616759],False,[-0.10626437 -0.12755968  1.03604047]
14,[0.  0.  0.3 1. ],[ 0.19115302 -0.09222029  0.85011396],False,[-0.10626437 -0.12755968  1.03604047]
15,[0.  0.  0.3 1. ],[ 0.191002   -0.09222776  0.85397421],False,[-0.10626437 -0.12755968  1.03604047]
16,[0.  0.  0.3 1. ],[ 0.19075808 -0.09220893  0.85777336],False,[-0.10626437 -0.12755968  1.03604047]
17,[0.  0.  0.3 1. ],[ 0.19045617 -0.09217637  0.8615336 ],False,[-0.10626437 -0.12755968  1.03604047]
18,[0.  0.  0.3 1. ],[ 0.19012516 -0.09213683  0.86527345],False,[-0.10626437 -0.12755968  1.03604047]
19,[0.  0.  0.3 1. ],[ 0.1897946  -0.09209683  0.86900188],False,[-0.10626437 -0.12755968  1.03604047]
20,[0.  0.  0.3 1. ],[ 0.18945853 -0.09205758  0.87271632],False,[-0.10626437 -0.12755968  1.03604047]
21,[0.  0.  0.3 1. ],[ 0.18912069 -0.09202033  0.87642668],False,[-0.10626437 -0.12755968  1.03604047]
22,[0.  0.  0.3 1. ],[ 0.18879117 -0.09198699  0.88014106],False,[-0.10626437 -0.12755968  1.03604047]
23,[0.  0.  0.3 1. ],[ 0.18847727 -0.09195869  0.88386461],False,[-0.10626437 -0.12755968  1.03604047]
24,[0.  0.  0.3 1. ],[ 0.18818354 -0.09193595  0.88760045],False,[-0.10626437 -0.12755968  1.03604047]
25,[0.  0.  0.3 1. ],[ 0.18791234 -0.09191885  0.89135021],False,[-0.10626437 -0.12755968  1.03604047]
26,[0.  0.  0.3 1. ],[ 0.18766429 -0.09190716  0.89511439],False,[-0.10626437 -0.12755968  1.03604047]
27,[0.  0.  0.3 1. ],[ 0.18743874 -0.09190045  0.89889263],False,[-0.10626437 -0.12755968  1.03604047]
28,[0.  0.  0.3 1. ],[ 0.18723415 -0.09189822  0.90268398],False,[-0.10626437 -0.12755968  1.03604047]
29,[0.  0.  0.3 1. ],[ 0.18704839 -0.09189993  0.90648707],False,[-0.10626437 -0.12755968  1.03604047]
30,[0.  0.  0.3 1. ],[ 0.18687904 -0.09190503  0.91030037],False,[-0.10626437 -0.12755968  1.03604047]
31,[0.  0.  0.3 1. ],[ 0.18672356 -0.09191304  0.91412223],False,[-0.10626437 -0.12755968  1.03604047]
32,[0.  0.  0.3 1. ],[ 0.18657951 -0.09192353  0.91795106],False,[-0.10626437 -0.12755968  1.03604047]
33,[0.  0.  0.3 1. ],[ 0.18644458 -0.09193614  0.92178535],False,[-0.10626437 -0.12755968  1.03604047]
34,[0.  0.  0.3 1. ],[ 0.1863167  -0.09195056  0.92562376],False,[-0.10626437 -0.12755968  1.03604047]
35,[0.  0.  0.3 1. ],[ 0.18619408 -0.09196659  0.92946511],False,[-0.10626437 -0.12755968  1.03604047]
36,[0.  0.  0.3 1. ],[ 0.1860752  -0.09198407  0.9333084 ],False,[-0.10626437 -0.12755968  1.03604047]
37,[0.  0.  0.3 1. ],[ 0.18595883 -0.09200291  0.93715281],False,[-0.10626437 -0.12755968  1.03604047]
38,[0.  0.  0.3 1. ],[ 0.18584398 -0.09202305  0.94099771],False,[-0.10626437 -0.12755968  1.03604047]
39,[0.  0.  0.3 1. ],[ 0.18572991 -0.09204449  0.94484258],False,[-0.10626437 -0.12755968  1.03604047]
40,[0.  0.  0.3 1. ],[ 0.18561607 -0.09206726  0.94868708],False,[-0.10626437 -0.12755968  1.03604047]
41,[0.  0.  0.3 1. ],[ 0.18550208 -0.09209141  0.95253096],False,[-0.10626437 -0.12755968  1.03604047]
42,[0.  0.  0.3 1. ],[ 0.18538772 -0.09211702  0.95637407],False,[-0.10626437 -0.12755968  1.03604047]
43,[0.  0.  0.3 1. ],[ 0.18527287 -0.09214417  0.96021634],False,[-0.10626437 -0.12755968  1.03604047]
44,[0.  0.  0.3 1. ],[ 0.18515748 -0.09217295  0.96405775],False,[-0.10626437 -0.12755968  1.03604047]
45,[0.  0.  0.3 1. ],[ 0.18504158 -0.09220346  0.96789831],False,[-0.10626437 -0.12755968  1.03604047]
46,[0.  0.  0.3 1. ],[ 0.18492524 -0.09223579  0.97173809],False,[-0.10626437 -0.12755968  1.03604047]
47,[0.  0.  0.3 1. ],[ 0.18480854 -0.09227004  0.97557716],False,[-0.10626437 -0.12755968  1.03604047]
48,[0.  0.  0.3 1. ],[ 0.18469161 -0.09230628  0.9794156 ],False,[-0.10626437 -0.12755968  1.03604047]
49,[0.  0.  0.3 1. ],[ 0.18457453 -0.0923446   0.98325348],False,[-0.10626437 -0.12755968  1.03604047]
