step,action,eef_pos,good,drop_pos
0,[ 0.20164594  0.17666211 -0.13464551  1.        ],[-0.18038046 -0.14460751  1.16038113],True,[0.07360033 0.08461645 0.99018964]
1,[ 0.19939919  0.1799627  -0.13361658  1.        ],[-0.17878073 -0.14381423  1.15799276],True,[0.07360033 0.08461645 0.99018964]
2,[ 0.19950074  0.18056857 -0.13264405  1.        ],[-0.17663522 -0.14195334  1.15589492],True,[0.07360033 0.08461645 0.99018964]
3,[ 0.19963206  0.18075207 -0.13219579  1.        ],[-0.17410032 -0.13977913  1.15404134],True,[0.07360033 0.08461645 0.99018964]
4,[ 0.1996343   0.18085158 -0.13205625  1.        ],[-0.17131985 -0.13749776  1.15235403],True,[0.07360033 0.08461645 0.99018964]
5,[ 0.1995204   0.18094187 -0.13210468  1.        ],[-0.16839043 -0.13518576  1.15077049],True,[0.07360033 0.08461645 0.99018964]
6,[ 0.19932055  0.18104451 -0.13226565  1.        ],[-0.16538664 -0.13287116  1.1492415 ],True,[0.07360033 0.08461645 0.99018964]
7,[ 0.19906895  0.18116063 -0.1324854   1.        ],[-0.16236299 -0.13056012  1.14772923],True,[0.07360033 0.08461645 0.99018964]
8,[ 0.19879659  0.18128397 -0.13272542  1.        ],[-0.15935837 -0.12824929  1.14620548],True,[0.07360033 0.08461645 0.99018964]
9,[ 0.19852951  0.18140611 -0.1329581   1.        ],[-0.15639917 -0.12593241  1.14465044],True,[0.07360033 0.08461645 0.99018964]
10,[ 0.19828794  0.18151908 -0.13316425  1.        ],[-0.15350178 -0.12360361  1.14305154],True,[0.07360033 0.08461645 0.99018964]
11,[ 0.19808621  0.18161664 -0.13333136  1.        ],[-0.15067452 -0.1212588   1.1414022 ],True,[0.07360033 0.08461645 0.99018964]
12,[ 0.19793318  0.18169466 -0.13345225  1.        ],[-0.14791949 -0.11889597  1.13970062],True,[0.07360033 0.08461645 0.99018964]
13,[ 0.19783299  0.18175109 -0.13352396  1.        ],[-0.14523415 -0.11651494  1.13794854],True,[0.07360033 0.08461645 0.99018964]
14,[ 0.19778592  0.18178559 -0.13354673  1.        ],[-0.14261263 -0.11411696  1.13615026],True,[0.07360033 0.08461645 0.99018964]
15,[ 0.1977893   0.1817992  -0.13352321  1.        ],[-0.14004689 -0.11170424  1.13431175],True,[0.07360033 0.08461645 0.99018964]
16,[ 0.19783834  0.18179389 -0.13345776  1.        ],[-0.13752783 -0.10927947  1.13243984],True,[0.07360033 0.08461645 0.99018964]
17,[ 0.197927    0.18177224 -0.13335575  1.        ],[-0.13504607 -0.1068455   1.13054151],True,[0.07360033 0.08461645 0.99018964]
18,[ 0.19804866  0.18173706 -0.13322301  1.        ],[-0.13259261 -0.10440504  1.12862349],True,[0.07360033 0.08461645 0.99018964]
19,[ 0.19819671  0.18169117 -0.13306534  1.        ],[-0.13015925 -0.10196056  1.1266919 ],True,[0.07360033 0.08461645 0.99018964]
20,[ 0.19836489  0.18163724 -0.13288825  1.        ],[-0.1277388  -0.09951415  1.12475205],True,[0.07360033 0.08461645 0.99018964]
21,[ 0.19854758  0.18157765 -0.13269671  1.        ],[-0.12532521 -0.09706751  1.12280841],True,[0.07360033 0.08461645 0.99018964]
22,[ 0.19873995  0.18151445 -0.13249504  1.        ],[-0.12291363 -0.09462196  1.12086455],True,[0.07360033 0.08461645 0.99018964]
23,[ 0.19893801  0.18144936 -0.13228681  1.        ],[-0.1205003  -0.09217847  1.11892321],True,[0.07360033 0.08461645 0.99018964]
24,[ 0.19913858  0.1813837  -0.1320749   1.        ],[-0.11808246 -0.08973772  1.11698638],True,[0.07360033 0.08461645 0.99018964]
25,[ 0.1993393   0.1813185  -0.13186146  1.        ],[-0.11565824 -0.08730011  1.1150554 ],True,[0.07360033 0.08461645 0.99018964]
26,[ 0.19953847  0.18125449 -0.13164805  1.        ],[-0.1132265  -0.08486589  1.11313108],True,[0.07360033 0.08461645 0.99018964]
27,[ 0.19973501  0.18119215 -0.13143566  1.        ],[-0.11078667 -0.08243512  1.1112138 ],True,[0.07360033 0.08461645 0.99018964]
28,[ 0.19992832  0.18113174 -0.13122485  1.        ],[-0.10833864 -0.0800078   1.10930364],True,[0.07360033 0.08461645 0.99018964]
