step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.02891609  0.2787754   1.09171893],False,[0.07524363 0.11299899 0.94955317]
1,[-0.3         0.0940386   0.22829326  1.        ],[-0.03040061  0.28283983  1.09368597],False,[0.07524363 0.11299899 0.94955317]
2,[ 0  0  0 -1],[-0.03130543  0.28606627  1.09590598],False,[0.07524363 0.11299899 0.94955317]
3,[ 0  0  0 -1],[-0.03093098  0.28803026  1.09695571],False,[0.07524363 0.11299899 0.94955317]
4,[ 0  0  0 -1],[-0.03031682  0.2893094   1.09767087],False,[0.07524363 0.11299899 0.94955317]
5,[ 0  0  0 -1],[-0.02971521  0.29018188  1.09823073],False,[0.07524363 0.11299899 0.94955317]
6,[ 0  0  0 -1],[-0.02921989  0.29077845  1.09866593],False,[0.07524363 0.11299899 0.94955317]
7,[ 0  0  0 -1],[-0.02884357  0.29116229  1.09899354],False,[0.07524363 0.11299899 0.94955317]
8,[ 0  0  0 -1],[-0.02854484  0.2914192   1.09925219],False,[0.07524363 0.11299899 0.94955317]
9,[ 0  0  0 -1],[-0.02830766  0.29159269  1.09945739],False,[0.07524363 0.11299899 0.94955317]
10,[ 0  0  0 -1],[-0.02813919  0.29170441  1.09960276],False,[0.07524363 0.11299899 0.94955317]
11,[ 0  0  0 -1],[-0.02802953  0.29177665  1.09969816],False,[0.07524363 0.11299899 0.94955317]
12,[ 0  0  0 -1],[-0.02796515  0.29182648  1.09975611],False,[0.07524363 0.11299899 0.94955317]
13,[ 0  0  0 -1],[-0.02793302  0.29186602  1.09978817],False,[0.07524363 0.11299899 0.94955317]
14,[ 0  0  0 -1],[-0.0279216   0.29190359  1.09980431],False,[0.07524363 0.11299899 0.94955317]
15,[ 0  0  0 -1],[-0.02792132  0.29194471  1.0998126 ],False,[0.07524363 0.11299899 0.94955317]
16,[ 0  0  0 -1],[-0.02792433  0.29199231  1.09981936],False,[0.07524363 0.11299899 0.94955317]
17,[ 0  0  0 -1],[-0.02792292  0.29204497  1.09982967],False,[0.07524363 0.11299899 0.94955317]
18,[ 0  0  0 -1],[-0.0279229   0.29209604  1.09983896],False,[0.07524363 0.11299899 0.94955317]
19,[ 0  0  0 -1],[-0.02793221  0.29214033  1.09984319],False,[0.07524363 0.11299899 0.94955317]
20,[ 0  0  0 -1],[-0.02794459  0.29218101  1.09984595],False,[0.07524363 0.11299899 0.94955317]
21,[ 0  0  0 -1],[-0.02795795  0.2922188   1.09984804],False,[0.07524363 0.11299899 0.94955317]
22,[ 0  0  0 -1],[-0.02797159  0.29225394  1.09984971],False,[0.07524363 0.11299899 0.94955317]
23,[ 0  0  0 -1],[-0.02798523  0.29228665  1.0998511 ],False,[0.07524363 0.11299899 0.94955317]
24,[ 0  0  0 -1],[-0.02799868  0.29231714  1.09985229],False,[0.07524363 0.11299899 0.94955317]
25,[ 0  0  0 -1],[-0.02801184  0.2923456   1.09985333],False,[0.07524363 0.11299899 0.94955317]
26,[ 0  0  0 -1],[-0.02802464  0.29237223  1.09985427],False,[0.07524363 0.11299899 0.94955317]
27,[ 0  0  0 -1],[-0.02803703  0.29239719  1.09985515],False,[0.07524363 0.11299899 0.94955317]
28,[ 0  0  0 -1],[-0.02804898  0.2924206   1.09985599],False,[0.07524363 0.11299899 0.94955317]
29,[ 0  0  0 -1],[-0.02806046  0.29244261  1.09985682],False,[0.07524363 0.11299899 0.94955317]
30,[ 0  0  0 -1],[-0.02807147  0.29246331  1.09985764],False,[0.07524363 0.11299899 0.94955317]
31,[ 0  0  0 -1],[-0.0280819   0.29248288  1.09985851],False,[0.07524363 0.11299899 0.94955317]
32,[ 0  0  0 -1],[-0.02809167  0.29250143  1.09985949],False,[0.07524363 0.11299899 0.94955317]
33,[ 0  0  0 -1],[-0.02810082  0.29251902  1.09986054],False,[0.07524363 0.11299899 0.94955317]
34,[ 0  0  0 -1],[-0.02810937  0.29253571  1.09986167],False,[0.07524363 0.11299899 0.94955317]
35,[ 0  0  0 -1],[-0.02811737  0.29255155  1.09986285],False,[0.07524363 0.11299899 0.94955317]
36,[ 0  0  0 -1],[-0.02812484  0.29256657  1.09986409],False,[0.07524363 0.11299899 0.94955317]
