step,action,eef_pos,good,drop_pos
0,[ 0.17181791  0.19867647 -0.14493539  1.        ],[-0.12686638  0.09255605  1.14378045],True,[-0.01940821  0.21172811  1.04697081]
1,[ 0.17201849  0.19077002 -0.15497238  1.        ],[-0.12461508  0.09546059  1.14515574],True,[-0.01940821  0.21172811  1.04697081]
2,[ 0.170601    0.18853668 -0.15921439  1.        ],[-0.1211991   0.09826401  1.14461074],True,[-0.01940821  0.21172811  1.04697081]
3,[ 0.16869348  0.18803896 -0.16181428  1.        ],[-0.1178677   0.10101512  1.14338823],True,[-0.01940821  0.21172811  1.04697081]
4,[ 0.16709676  0.18789232 -0.16363114  1.        ],[-0.11472952  0.10373536  1.14189168],True,[-0.01940821  0.21172811  1.04697081]
5,[ 0.16576976  0.1878062  -0.16507338  1.        ],[-0.11179636  0.10641813  1.14021369],True,[-0.01940821  0.21172811  1.04697081]
6,[ 0.16469898  0.18773454 -0.1662227   1.        ],[-0.10906203  0.1090567   1.13838093],True,[-0.01940821  0.21172811  1.04697081]
7,[ 0.163882    0.18767741 -0.16709243  1.        ],[-0.10651065  0.11164909  1.13641018],True,[-0.01940821  0.21172811  1.04697081]
8,[ 0.16331054  0.18764066 -0.16769213  1.        ],[-0.10412     0.11419732  1.13431929],True,[-0.01940821  0.21172811  1.04697081]
9,[ 0.16296724  0.18762823 -0.16803966  1.        ],[-0.10186476  0.11670586  1.13212767],True,[-0.01940821  0.21172811  1.04697081]
10,[ 0.16282777  0.18764139 -0.16816012  1.        ],[-0.09971899  0.11918043  1.1298551 ],True,[-0.01940821  0.21172811  1.04697081]
11,[ 0.16286388  0.18767935 -0.16808277  1.        ],[-0.0976579   0.12162709  1.12752051],True,[-0.01940821  0.21172811  1.04697081]
12,[ 0.16304589  0.18774006 -0.16783833  1.        ],[-0.09565895  0.12405173  1.12514121],True,[-0.01940821  0.21172811  1.04697081]
13,[ 0.16334471  0.18782079 -0.16745703  1.        ],[-0.09370245  0.12645974  1.12273239],True,[-0.01940821  0.21172811  1.04697081]
14,[ 0.16373328  0.18791861 -0.16696709  1.        ],[-0.09177185  0.12885583  1.12030689],True,[-0.01940821  0.21172811  1.04697081]
