step,action,eef_pos,good,drop_pos
0,[ 0.00376093 -0.10046355 -0.28265338  1.        ],[-0.11515033 -0.14956487  1.12905652],True,[-0.11359696 -0.22772406  0.89198354]
1,[ 0.00186681 -0.09393024 -0.28490985  1.        ],[-0.11371097 -0.15291374  1.12615759],True,[-0.11359696 -0.22772406  0.89198354]
2,[ 1.39123887e-04 -9.12939054e-02 -2.85771593e-01  1.00000000e+00],[-0.11207786 -0.15540618  1.12355326],True,[-0.11359696 -0.22772406  0.89198354]
3,[-0.0018785  -0.08942705 -0.28635515  1.        ],[-0.11043742 -0.15754131  1.12096017],True,[-0.11359696 -0.22772406  0.89198354]
4,[-0.00395748 -0.08790725 -0.28680421  1.        ],[-0.10892739 -0.15944844  1.11827649],True,[-0.11359696 -0.22772406  0.89198354]
5,[-0.00592549 -0.08663884 -0.28715606  1.        ],[-0.10760846 -0.16118721  1.1154684 ],True,[-0.11359696 -0.22772406  0.89198354]
6,[-0.00770205 -0.08557564 -0.28743258  1.        ],[-0.10651156 -0.16278974  1.11251056],True,[-0.11359696 -0.22772406  0.89198354]
7,[-0.00924193 -0.08469787 -0.28764711  1.        ],[-0.10565497 -0.16427347  1.10939191],True,[-0.11359696 -0.22772406  0.89198354]
8,[-0.01051374 -0.08399697 -0.28780891  1.        ],[-0.10503889 -0.16565064  1.10611361],True,[-0.11359696 -0.22772406  0.89198354]
9,[-0.01150743 -0.08346569 -0.28792544  1.        ],[-0.10463096 -0.16694206  1.10270057],True,[-0.11359696 -0.22772406  0.89198354]
10,[-0.0122547  -0.08307658 -0.28800713  1.        ],[-0.10440448 -0.16815905  1.0991702 ],True,[-0.11359696 -0.22772406  0.89198354]
11,[-0.01278066 -0.08281548 -0.28805946  1.        ],[-0.10434003 -0.1693077   1.09553299],True,[-0.11359696 -0.22772406  0.89198354]
12,[-0.0131014  -0.08267705 -0.28808481  1.        ],[-0.10440874 -0.17039925  1.09180753],True,[-0.11359696 -0.22772406  0.89198354]
13,[-0.01324671 -0.08264546 -0.28808723  1.        ],[-0.10458195 -0.17144504  1.0880126 ],True,[-0.11359696 -0.22772406  0.89198354]
14,[-0.01324783 -0.08270367 -0.28807047  1.        ],[-0.10483348 -0.17245612  1.08416562],True,[-0.11359696 -0.22772406  0.89198354]
15,[-0.0131345  -0.08283433 -0.28803812  1.        ],[-0.1051427  -0.17344698  1.08028198],True,[-0.11359696 -0.22772406  0.89198354]
