step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.1935312   0.14778463  1.25597855],False,[-0.09905087  0.18907125  0.88781096]
1,[ 0  0  0 -1],[-0.19258797  0.14786834  1.25911294],False,[-0.09905087  0.18907125  0.88781096]
2,[ 0  0  0 -1],[-0.19126193  0.148293    1.26083317],False,[-0.09905087  0.18907125  0.88781096]
3,[ 0  0  0 -1],[-0.18998806  0.14877154  1.26212903],False,[-0.09905087  0.18907125  0.88781096]
4,[ 0  0  0 -1],[-0.18885422  0.14923201  1.26321267],False,[-0.09905087  0.18907125  0.88781096]
5,[ 0  0  0 -1],[-0.18788777  0.14964478  1.26411872],False,[-0.09905087  0.18907125  0.88781096]
6,[ 0  0  0 -1],[-0.1870751   0.14998786  1.2648953 ],False,[-0.09905087  0.18907125  0.88781096]
7,[ 0  0  0 -1],[-0.18644098  0.15024815  1.26552932],False,[-0.09905087  0.18907125  0.88781096]
8,[ 0  0  0 -1],[-0.18596716  0.15042925  1.26602564],False,[-0.09905087  0.18907125  0.88781096]
9,[ 0  0  0 -1],[-0.18561692  0.15054846  1.2663913 ],False,[-0.09905087  0.18907125  0.88781096]
10,[ 0  0  0 -1],[-0.18536543  0.15063534  1.26665645],False,[-0.09905087  0.18907125  0.88781096]
11,[ 0  0  0 -1],[-0.18518704  0.15070369  1.26686457],False,[-0.09905087  0.18907125  0.88781096]
12,[ 0  0  0 -1],[-0.18506911  0.15075154  1.26701612],False,[-0.09905087  0.18907125  0.88781096]
13,[ 0  0  0 -1],[-0.18499569  0.15078186  1.26712306],False,[-0.09905087  0.18907125  0.88781096]
14,[ 0  0  0 -1],[-0.18495311  0.15079875  1.26719814],False,[-0.09905087  0.18907125  0.88781096]
15,[ 0  0  0 -1],[-0.18493029  0.15080631  1.26725241],False,[-0.09905087  0.18907125  0.88781096]
16,[ 0  0  0 -1],[-0.18491845  0.1508082   1.2672949 ],False,[-0.09905087  0.18907125  0.88781096]
17,[ 0  0  0 -1],[-0.18491083  0.15080746  1.26733268],False,[-0.09905087  0.18907125  0.88781096]
18,[ 0  0  0 -1],[-0.18490245  0.15080645  1.26737102],False,[-0.09905087  0.18907125  0.88781096]
19,[ 0  0  0 -1],[-0.18489027  0.15080648  1.26741267],False,[-0.09905087  0.18907125  0.88781096]
20,[ 0  0  0 -1],[-0.18487996  0.15080201  1.26744185],False,[-0.09905087  0.18907125  0.88781096]
21,[ 0  0  0 -1],[-0.18487239  0.15079489  1.26745847],False,[-0.09905087  0.18907125  0.88781096]
22,[ 0  0  0 -1],[-0.1848664   0.1507877   1.26746899],False,[-0.09905087  0.18907125  0.88781096]
23,[ 0  0  0 -1],[-0.18486092  0.15078119  1.26747713],False,[-0.09905087  0.18907125  0.88781096]
24,[ 0  0  0 -1],[-0.18485502  0.15077551  1.26748444],False,[-0.09905087  0.18907125  0.88781096]
25,[ 0  0  0 -1],[-0.18484884  0.15077042  1.2674911 ],False,[-0.09905087  0.18907125  0.88781096]
26,[ 0  0  0 -1],[-0.18484252  0.15076575  1.26749716],False,[-0.09905087  0.18907125  0.88781096]
27,[ 0  0  0 -1],[-0.18483622  0.15076139  1.2675027 ],False,[-0.09905087  0.18907125  0.88781096]
28,[ 0  0  0 -1],[-0.1848302   0.15075713  1.26750782],False,[-0.09905087  0.18907125  0.88781096]
29,[ 0  0  0 -1],[-0.18482452  0.15075293  1.26751245],False,[-0.09905087  0.18907125  0.88781096]
30,[ 0  0  0 -1],[-0.18481919  0.15074878  1.26751661],False,[-0.09905087  0.18907125  0.88781096]
31,[ 0  0  0 -1],[-0.18481419  0.15074471  1.26752034],False,[-0.09905087  0.18907125  0.88781096]
32,[ 0  0  0 -1],[-0.18480949  0.1507407   1.26752365],False,[-0.09905087  0.18907125  0.88781096]
33,[ 0  0  0 -1],[-0.18480508  0.15073676  1.26752659],False,[-0.09905087  0.18907125  0.88781096]
34,[ 0  0  0 -1],[-0.18480094  0.1507329   1.26752919],False,[-0.09905087  0.18907125  0.88781096]
