step,action,eef_pos,good,drop_pos
0,[-0.3         0.06853163  0.12805263  1.        ],[-0.04984348  0.15740237  1.0207474 ],False,[ 0.07505172 -0.02151234  0.93243462]
1,[-0.3         0.15767545  0.13717188  1.        ],[-0.05267244  0.16228113  1.02267044],False,[ 0.07505172 -0.02151234  0.93243462]
2,[0.03840007 0.3        0.12193783 1.        ],[-0.05394105  0.16713603  1.02458736],False,[ 0.07505172 -0.02151234  0.93243462]
3,[-0.3         0.22436218  0.15105933  1.        ],[-0.05584448  0.17140911  1.0264234 ],False,[ 0.07505172 -0.02151234  0.93243462]
4,[-0.1803068   0.3         0.14110845  1.        ],[-0.05832583  0.17559332  1.028495  ],False,[ 0.07505172 -0.02151234  0.93243462]
5,[-0.3         0.08395993  0.12574132  1.        ],[-0.06120372  0.17857827  1.03043983],False,[ 0.07505172 -0.02151234  0.93243462]
6,[-0.04849582  0.3         0.12303155  1.        ],[-0.06321028  0.18162659  1.03222875],False,[ 0.07505172 -0.02151234  0.93243462]
7,[-0.0707886   0.3         0.12518116  1.        ],[-0.06452149  0.18507802  1.03372836],False,[ 0.07505172 -0.02151234  0.93243462]
8,[0.01900181 0.3        0.12212847 1.        ],[-0.06535414  0.1885075   1.03508136],False,[ 0.07505172 -0.02151234  0.93243462]
9,[-0.15510593  0.3         0.13722147  1.        ],[-0.06675167  0.19198149  1.03648165],False,[ 0.07505172 -0.02151234  0.93243462]
10,[0.00835906 0.3        0.1218364  1.        ],[-0.06790489  0.19558008  1.03792735],False,[ 0.07505172 -0.02151234  0.93243462]
11,[-0.3         0.29577879  0.17097804  1.        ],[-0.0701647   0.19924457  1.0396344 ],False,[ 0.07505172 -0.02151234  0.93243462]
12,[-0.3         0.16901325  0.1396943   1.        ],[-0.07357277  0.20251244  1.04168946],False,[ 0.07505172 -0.02151234  0.93243462]
13,[-0.3         0.24057333  0.15627546  1.        ],[-0.07712876  0.20571407  1.04383614],False,[ 0.07505172 -0.02151234  0.93243462]
14,[-0.3         0.18913619  0.14446414  1.        ],[-0.08077157  0.2087951   1.04596776],False,[ 0.07505172 -0.02151234  0.93243462]
15,[-0.10861441  0.3         0.13026797  1.        ],[-0.08343558  0.21212555  1.0478403 ],False,[ 0.07505172 -0.02151234  0.93243462]
16,[-0.3         0.13812747  0.13500682  1.        ],[-0.08641463  0.21483085  1.04951681],False,[ 0.07505172 -0.02151234  0.93243462]
17,[-0.15903986  0.3         0.13889081  1.        ],[-0.08929278  0.21786331  1.05127408],False,[ 0.07505172 -0.02151234  0.93243462]
18,[-0.3         0.14870845  0.13704145  1.        ],[-0.09251114  0.22059139  1.05298374],False,[ 0.07505172 -0.02151234  0.93243462]
19,[-0.3         0.28897671  0.1705434   1.        ],[-0.09624769  0.22365751  1.05498415],False,[ 0.07505172 -0.02151234  0.93243462]
20,[-0.01493465  0.3         0.12307674  1.        ],[-0.09860063  0.22715539  1.05672994],False,[ 0.07505172 -0.02151234  0.93243462]
21,[0.01581365 0.3        0.12311371 1.        ],[-0.09965706  0.23042757  1.05794745],False,[ 0.07505172 -0.02151234  0.93243462]
22,[0.04542711 0.3        0.12421541 1.        ],[-0.10020046  0.23363235  1.05899975],False,[ 0.07505172 -0.02151234  0.93243462]
23,[0.02366635 0.3        0.12304735 1.        ],[-0.10061595  0.23688705  1.06003864],False,[ 0.07505172 -0.02151234  0.93243462]
24,[-0.17658367  0.3         0.14216504  1.        ],[-0.10210268  0.24035568  1.0613392 ],False,[ 0.07505172 -0.02151234  0.93243462]
25,[0.00377415 0.3        0.12232466 1.        ],[-0.10336248  0.24405901  1.06279492],False,[ 0.07505172 -0.02151234  0.93243462]
26,[0.04540175 0.3        0.1236287  1.        ],[-0.10371343  0.24766572  1.06409497],False,[ 0.07505172 -0.02151234  0.93243462]
27,[-0.3         0.19836797  0.14654096  1.        ],[-0.10561017  0.25085699  1.06566015],False,[ 0.07505172 -0.02151234  0.93243462]
28,[-0.134151    0.3         0.13395482  1.        ],[-0.10792054  0.25451781  1.06757753],False,[ 0.07505172 -0.02151234  0.93243462]
29,[-0.3         0.20415782  0.14808361  1.        ],[-0.11067795  0.25799874  1.06955808],False,[ 0.07505172 -0.02151234  0.93243462]
30,[ 0  0  0 -1],[-0.11230192  0.25996299  1.0707792 ],False,[ 0.07505172 -0.02151234  0.93243462]
31,[ 0  0  0 -1],[-0.11257634  0.26057318  1.07105354],False,[ 0.07505172 -0.02151234  0.93243462]
32,[ 0  0  0 -1],[-0.11262504  0.26080052  1.07110315],False,[ 0.07505172 -0.02151234  0.93243462]
33,[ 0  0  0 -1],[-0.11263924  0.26089638  1.07110202],False,[ 0.07505172 -0.02151234  0.93243462]
34,[-0.3         0.16702578  0.14041414  1.        ],[-0.11434482  0.26207265  1.07203992],False,[ 0.07505172 -0.02151234  0.93243462]
35,[ 0  0  0 -1],[-0.11575847  0.26321792  1.07297806],False,[ 0.07505172 -0.02151234  0.93243462]
36,[-0.3         0.10771382  0.13070151  1.        ],[-0.11774705  0.26422791  1.07404627],False,[ 0.07505172 -0.02151234  0.93243462]
37,[ 0  0  0 -1],[-0.1192504   0.26508349  1.07495439],False,[ 0.07505172 -0.02151234  0.93243462]
38,[-0.3         0.18179659  0.1443855   1.        ],[-0.12134403  0.26636912  1.07603906],False,[ 0.07505172 -0.02151234  0.93243462]
39,[ 0  0  0 -1],[-0.12298321  0.2674306   1.07692264],False,[ 0.07505172 -0.02151234  0.93243462]
40,[ 0  0  0 -1],[-0.12344756  0.26750339  1.07698315],False,[ 0.07505172 -0.02151234  0.93243462]
41,[ 0  0  0 -1],[-0.1237061   0.26737565  1.07685179],False,[ 0.07505172 -0.02151234  0.93243462]
42,[ 0  0  0 -1],[-0.12388159  0.26724804  1.07671939],False,[ 0.07505172 -0.02151234  0.93243462]
43,[ 0  0  0 -1],[-0.12400921  0.26715384  1.07661324],False,[ 0.07505172 -0.02151234  0.93243462]
44,[-0.3         0.07927939  0.12758817  1.        ],[-0.12578879  0.26773679  1.07742746],False,[ 0.07505172 -0.02151234  0.93243462]
45,[-0.3         0.10177546  0.1304394   1.        ],[-0.12891611  0.26922373  1.07921959],False,[ 0.07505172 -0.02151234  0.93243462]
46,[-0.3         0.1616086   0.14083817  1.        ],[-0.13234158  0.27127631  1.08127681],False,[ 0.07505172 -0.02151234  0.93243462]
47,[-0.3         0.09351957  0.13035678  1.        ],[-0.1358999   0.27318591  1.08331993],False,[ 0.07505172 -0.02151234  0.93243462]
48,[ 0  0  0 -1],[-0.13780211  0.27407979  1.08439601],False,[ 0.07505172 -0.02151234  0.93243462]
49,[ 0  0  0 -1],[-0.13838463  0.2740468   1.0844694 ],False,[ 0.07505172 -0.02151234  0.93243462]
50,[ 0  0  0 -1],[-0.13873936  0.27380305  1.08430243],False,[ 0.07505172 -0.02151234  0.93243462]
51,[ 0  0  0 -1],[-0.13901926  0.27355026  1.08409973],False,[ 0.07505172 -0.02151234  0.93243462]
52,[-0.3         0.094681    0.13088262  1.        ],[-0.14093382  0.27407504  1.08483372],False,[ 0.07505172 -0.02151234  0.93243462]
53,[-0.3         0.05154109  0.12671641  1.        ],[-0.14415492  0.27525248  1.08655748],False,[ 0.07505172 -0.02151234  0.93243462]
54,[ 0  0  0 -1],[-0.14590313  0.27595015  1.08761362],False,[ 0.07505172 -0.02151234  0.93243462]
55,[ 0  0  0 -1],[-0.14639363  0.27592865  1.08772344],False,[ 0.07505172 -0.02151234  0.93243462]
56,[-0.3         0.08884048  0.13102354  1.        ],[-0.14835318  0.27643768  1.08853271],False,[ 0.07505172 -0.02151234  0.93243462]
57,[ 0  0  0 -1],[-0.14991634  0.27706146  1.08936407],False,[ 0.07505172 -0.02151234  0.93243462]
58,[ 0  0  0 -1],[-0.15036709  0.27703849  1.0894233 ],False,[ 0.07505172 -0.02151234  0.93243462]
59,[ 0  0  0 -1],[-0.15061607  0.27686178  1.08930476],False,[ 0.07505172 -0.02151234  0.93243462]
60,[ 0  0  0 -1],[-0.1507973   0.27669355  1.08917036],False,[ 0.07505172 -0.02151234  0.93243462]
61,[-0.3         0.13815106  0.13838516  1.        ],[-0.15262633  0.27754195  1.09002055],False,[ 0.07505172 -0.02151234  0.93243462]
62,[ 0  0  0 -1],[-0.15409363  0.27847638  1.0909405 ],False,[ 0.07505172 -0.02151234  0.93243462]
63,[ 0  0  0 -1],[-0.15443245  0.27859417  1.09108453],False,[ 0.07505172 -0.02151234  0.93243462]
64,[-0.3         0.13280207  0.13777375  1.        ],[-0.15626778  0.27948194  1.09201416],False,[ 0.07505172 -0.02151234  0.93243462]
65,[ 0  0  0 -1],[-0.15772386  0.28041288  1.09296496],False,[ 0.07505172 -0.02151234  0.93243462]
66,[ 0  0  0 -1],[-0.1580616   0.28052881  1.09311716],False,[ 0.07505172 -0.02151234  0.93243462]
67,[ 0  0  0 -1],[-0.15821498  0.28046903  1.09308154],False,[ 0.07505172 -0.02151234  0.93243462]
68,[ 0  0  0 -1],[-0.15832238  0.28040982  1.09301911],False,[ 0.07505172 -0.02151234  0.93243462]
69,[ 0  0  0 -1],[-0.15839435  0.28037425  1.09296923],False,[ 0.07505172 -0.02151234  0.93243462]
70,[ 0  0  0 -1],[-0.15843407  0.28036791  1.09294427],False,[ 0.07505172 -0.02151234  0.93243462]
