step,action,eef_pos,good,drop_pos
0,[ 0.25560382 -0.14197744 -0.06714977  1.        ],[-0.07150043  0.29891053  1.05212585],True,[0.141006   0.1734144  0.99627179]
1,[ 0.25194664 -0.14878763 -0.06622033  1.        ],[-0.06865141  0.30101271  1.05150702],True,[0.141006   0.1734144  0.99627179]
2,[ 0.25001675 -0.15216116 -0.06586809  1.        ],[-0.06534888  0.30199947  1.05098045],True,[0.141006   0.1734144  0.99627179]
3,[ 0.24840309 -0.1547864  -0.06585646  1.        ],[-0.06180751  0.30223838  1.05053779],True,[0.141006   0.1734144  0.99627179]
4,[ 0.24701184 -0.15689807 -0.06609197  1.        ],[-0.05814576  0.3018593   1.05012194],True,[0.141006   0.1734144  0.99627179]
5,[ 0.24584481 -0.15856005 -0.06647585  1.        ],[-0.05444756  0.30095902  1.04967073],True,[0.141006   0.1734144  0.99627179]
6,[ 0.24491045 -0.15981807 -0.06691082  1.        ],[-0.05079464  0.29964699  1.04914287],True,[0.141006   0.1734144  0.99627179]
7,[ 0.244206   -0.16072291 -0.06731697  1.        ],[-0.04722526  0.29802047  1.04853093],True,[0.141006   0.1734144  0.99627179]
8,[ 0.243709   -0.16133145 -0.06766158  1.        ],[-0.04374397  0.2961699   1.04783282],True,[0.141006   0.1734144  0.99627179]
9,[ 0.2433825  -0.16171338 -0.06792452  1.        ],[-0.04035702  0.29415879  1.04704855],True,[0.141006   0.1734144  0.99627179]
10,[ 0.24320237 -0.16191461 -0.06809012  1.        ],[-0.037062    0.29203726  1.04618516],True,[0.141006   0.1734144  0.99627179]
11,[ 0.24314439 -0.16197455 -0.06815462  1.        ],[-0.03384967  0.28984433  1.04525389],True,[0.141006   0.1734144  0.99627179]
12,[ 0.24318453 -0.16192759 -0.06812298  1.        ],[-0.03070694  0.28760939  1.04426782],True,[0.141006   0.1734144  0.99627179]
13,[ 0.24330026 -0.16180302 -0.06800564  1.        ],[-0.02761928  0.28535389  1.04324024],True,[0.141006   0.1734144  0.99627179]
14,[ 0.24347144 -0.16162505 -0.06781592  1.        ],[-0.02457234  0.28309286  1.04218358],True,[0.141006   0.1734144  0.99627179]
15,[ 0.24368077 -0.16141322 -0.06756815  1.        ],[-0.02155307  0.28083636  1.04110875],True,[0.141006   0.1734144  0.99627179]
16,[ 0.24391398 -0.16118274 -0.06727624  1.        ],[-0.01855028  0.27859064  1.04002487],True,[0.141006   0.1734144  0.99627179]
17,[ 0.24415975 -0.16094513 -0.06695283  1.        ],[-0.01555486  0.2763592   1.03893917],True,[0.141006   0.1734144  0.99627179]
18,[ 0.24440951 -0.16070867 -0.06660869  1.        ],[-0.01255985  0.27414352  1.03785706],True,[0.141006   0.1734144  0.99627179]
19,[ 0.24465708 -0.160479   -0.06625257  1.        ],[-0.00956019  0.27194375  1.03678237],True,[0.141006   0.1734144  0.99627179]
20,[ 0.24489838 -0.16025961 -0.06589114  1.        ],[-0.00655241  0.26975927  1.03571757],True,[0.141006   0.1734144  0.99627179]
21,[ 0.24513081 -0.16005254 -0.06552916  1.        ],[-0.00353347  0.26759     1.03466268],True,[0.141006   0.1734144  0.99627179]
22,[ 0.24535222 -0.15986079 -0.06516762  1.        ],[-5.05408825e-04  2.65432473e-01  1.03361393e+00],True,[0.141006   0.1734144  0.99627179]
23,[ 0.24556688 -0.15968035 -0.0648004   1.        ],[0.00252669 0.26328165 1.03256788],True,[0.141006   0.1734144  0.99627179]
24,[ 0.24578232 -0.15950241 -0.06442073  1.        ],[0.00555927 0.2611344  1.03152215],True,[0.141006   0.1734144  0.99627179]
25,[ 0.24600396 -0.1593207  -0.06402317  1.        ],[0.00858951 0.25898848 1.03047523],True,[0.141006   0.1734144  0.99627179]
26,[ 0.2462362  -0.15912999 -0.06360331  1.        ],[0.01161569 0.25684266 1.02942648],True,[0.141006   0.1734144  0.99627179]
27,[ 0.24648202 -0.15892664 -0.06315803  1.        ],[0.01463698 0.25469646 1.02837593],True,[0.141006   0.1734144  0.99627179]
28,[ 0.24674329 -0.15870822 -0.06268533  1.        ],[0.01765296 0.25254966 1.02732463],True,[0.141006   0.1734144  0.99627179]
29,[ 0.24702114 -0.15847265 -0.06218501  1.        ],[0.02066523 0.25040348 1.02627441],True,[0.141006   0.1734144  0.99627179]
30,[ 0.24731398 -0.15822132 -0.06165882  1.        ],[0.02367551 0.24825913 1.0252269 ],True,[0.141006   0.1734144  0.99627179]
31,[ 0.24762003 -0.157956   -0.0611083   1.        ],[0.02668535 0.24611766 1.0241835 ],True,[0.141006   0.1734144  0.99627179]
32,[ 0.24793773 -0.15767826 -0.06053471  1.        ],[0.0296961  0.24397992 1.02314542],True,[0.141006   0.1734144  0.99627179]
33,[ 0.24826575 -0.15738944 -0.05993899  1.        ],[0.03270886 0.24184662 1.02211369],True,[0.141006   0.1734144  0.99627179]
