step,action,eef_pos,good,drop_pos
0,[0.  0.  0.3 1. ],[-0.02043188  0.08159346  0.91029495],True,[-0.0199223   0.00614635  0.95331133]
1,[0.  0.  0.3 1. ],[-0.02176953  0.08576509  0.91080566],True,[-0.0199223   0.00614635  0.95331133]
2,[0.  0.  0.3 1. ],[-0.02367984  0.08937885  0.91334762],True,[-0.0199223   0.00614635  0.95331133]
3,[0.  0.  0.3 1. ],[-0.02575209  0.09242504  0.91625138],True,[-0.0199223   0.00614635  0.95331133]
4,[0.  0.  0.3 1. ],[-0.02775694  0.09488353  0.91924693],True,[-0.0199223   0.00614635  0.95331133]
5,[0.  0.  0.3 1. ],[-0.02961576  0.09678435  0.92230025],True,[-0.0199223   0.00614635  0.95331133]
6,[0.  0.  0.3 1. ],[-0.0312868   0.09819209  0.92542401],True,[-0.0199223   0.00614635  0.95331133]
7,[0.  0.  0.3 1. ],[-0.03274705  0.09920151  0.9286358 ],True,[-0.0199223   0.00614635  0.95331133]
8,[0.  0.  0.3 1. ],[-0.03398731  0.09989152  0.93194629],True,[-0.0199223   0.00614635  0.95331133]
9,[0.  0.  0.3 1. ],[-0.03500937  0.10032444  0.9353596 ],True,[-0.0199223   0.00614635  0.95331133]
10,[0.  0.  0.3 1. ],[-0.03582616  0.10055822  0.93887371],True,[-0.0199223   0.00614635  0.95331133]
11,[0.  0.  0.3 1. ],[-0.03645894  0.10064484  0.94248139],True,[-0.0199223   0.00614635  0.95331133]
12,[0.  0.  0.3 1. ],[-0.03693419  0.10062971  0.94617166],True,[-0.0199223   0.00614635  0.95331133]
13,[0.  0.  0.3 1. ],[-0.03728073  0.10055119  0.94993127],True,[-0.0199223   0.00614635  0.95331133]
14,[0.  0.  0.3 1. ],[-0.03752728  0.10044041  0.95374605],True,[-0.0199223   0.00614635  0.95331133]
15,[ 0.05505889 -0.29490112 -0.00135956  1.        ],[-0.03727588  0.09870744  0.95580013],True,[-0.0199223   0.00614635  0.95331133]
16,[ 0.05526226 -0.29475968 -0.00792556  1.        ],[-0.0364992   0.09569302  0.95625194],True,[-0.0199223   0.00614635  0.95331133]
17,[ 0.05457979 -0.29483437 -0.00968204  1.        ],[-0.03560286  0.09235985  0.95634641],True,[-0.0199223   0.00614635  0.95331133]
18,[ 0.05365129 -0.29498085 -0.01038458  1.        ],[-0.03472845  0.08885255  0.95634159],True,[-0.0199223   0.00614635  0.95331133]
19,[ 0.0528315  -0.2951134  -0.01081262  1.        ],[-0.03391791  0.08521945  0.95627998],True,[-0.0199223   0.00614635  0.95331133]
20,[ 0.05225039 -0.29520682 -0.01108298  1.        ],[-0.03317919  0.08149374  0.95617884],True,[-0.0199223   0.00614635  0.95331133]
21,[ 0.05194811 -0.29525436 -0.01123654  1.        ],[-0.03248304  0.07770984  0.95605441],True,[-0.0199223   0.00614635  0.95331133]
