step,action,eef_pos,good,drop_pos
0,[0.  0.  0.3 1. ],[-0.02274302 -0.24072638  0.88785593],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
1,[0.  0.  0.3 1. ],[-0.02421412 -0.24540735  0.89132144],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
2,[0.  0.  0.3 1. ],[-0.02564064 -0.24898898  0.8951576 ],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
3,[0.  0.  0.3 1. ],[-0.02677347 -0.25167473  0.89905133],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
4,[0.  0.  0.3 1. ],[-0.02762137 -0.25358841  0.90294462],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
5,[0.  0.  0.3 1. ],[-0.02822764 -0.25486265  0.90683091],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
6,[0.  0.  0.3 1. ],[-0.02864218 -0.25563149  0.91071142],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
7,[0.  0.  0.3 1. ],[-0.02891377 -0.25602262  0.91458818],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
8,[0.  0.  0.3 1. ],[-0.02908559 -0.25614785  0.91846263],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
9,[0.  0.  0.3 1. ],[-0.02919368 -0.25609916  0.9223354 ],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
10,[0.  0.  0.3 1. ],[-0.02926684 -0.25594844  0.92620629],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
11,[0.  0.  0.3 1. ],[-0.02932706 -0.25574905  0.93007447],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
12,[0.  0.  0.3 1. ],[-0.02939024 -0.25553822  0.93393871],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
13,[0.  0.  0.3 1. ],[-0.029467   -0.25534001  0.93779771],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
14,[ 0  0  0 -1],[-0.02941077 -0.25510035  0.93987291],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
15,[ 0  0  0 -1],[-0.02908077 -0.25473583  0.94039256],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
16,[ 0.17251892 -0.3         0.00500946  1.        ],[-0.02778666 -0.25591583  0.9405052 ],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
17,[ 0  0  0 -1],[-0.02676093 -0.25668563  0.94040434],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
18,[ 0  0  0 -1],[-0.02634138 -0.2567226   0.9404684 ],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
19,[ 0  0  0 -1],[-0.02604592 -0.25675322  0.94059116],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
20,[ 0  0  0 -1],[-0.02581902 -0.25678961  0.94070269],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
21,[ 0  0  0 -1],[-0.0256502  -0.25681378  0.94078479],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
22,[ 0  0  0 -1],[-0.02551307 -0.25682943  0.94086319],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
23,[ 0  0  0 -1],[-0.02541639 -0.25682538  0.94092583],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
24,[ 0  0  0 -1],[-0.02536168 -0.25679329  0.94096746],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
25,[ 0  0  0 -1],[-0.02531804 -0.25675505  0.94100339],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
26,[ 0  0  0 -1],[-0.02527587 -0.25671637  0.94103673],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
27,[ 0  0  0 -1],[-0.02523383 -0.25667569  0.94106799],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
28,[ 0  0  0 -1],[-0.02519089 -0.2566318   0.94109771],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
29,[ 0  0  0 -1],[-0.02514651 -0.25658414  0.94112627],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
30,[ 0  0  0 -1],[-0.02510098 -0.2565324   0.94115294],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
31,[ 0  0  0 -1],[-0.02505501 -0.25647646  0.94117646],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
32,[ 0  0  0 -1],[-0.02500884 -0.2564166   0.94119675],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
33,[-0.3        -0.28552061  0.00698279  1.        ],[-0.02653033 -0.2579196   0.94137109],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
34,[ 0  0  0 -1],[-0.0275845  -0.25906842  0.94167091],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
35,[ 0  0  0 -1],[-0.02774494 -0.25930608  0.94174586],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
36,[ 0  0  0 -1],[-0.02782153 -0.2594365   0.94174995],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
37,[-0.3        -0.26015032  0.0072907   1.        ],[-0.02945832 -0.26097454  0.94190253],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
38,[ 0  0  0 -1],[-0.03062466 -0.26216191  0.94217649],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
39,[ 0  0  0 -1],[-0.0308753  -0.26248449  0.94222501],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
40,[ 0  0  0 -1],[-0.03101906 -0.26268368  0.94220531],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
41,[ 0  0  0 -1],[-0.03112622 -0.26283249  0.94218131],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
42,[ 0  0  0 -1],[-0.03119941 -0.26294219  0.94216594],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
43,[ 0  0  0 -1],[-0.03124301 -0.26302137  0.94216227],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
44,[ 0  0  0 -1],[-0.03126574 -0.26306802  0.94216812],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
45,[ 0  0  0 -1],[-0.03127235 -0.26309106  0.94217726],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
46,[ 0  0  0 -1],[-0.03127307 -0.26310337  0.94218586],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
47,[ 0  0  0 -1],[-0.03127133 -0.26311092  0.94219405],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
48,[ 0  0  0 -1],[-0.03126813 -0.26311528  0.94220164],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
49,[ 0  0  0 -1],[-0.03126403 -0.26311725  0.94220849],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
50,[ 0  0  0 -1],[-0.03125943 -0.26311746  0.94221455],False,[9.01558515e-04 7.16789623e-02 9.35647688e-01]
