step,action,eef_pos,good,drop_pos
0,[-0.2261316   0.1968657  -0.01041141  1.        ],[ 0.09738103 -0.25242393  1.00504154],True,[-0.07075871 -0.09735585  0.9975743 ]
1,[-0.22041369  0.2032781  -0.00978877  1.        ],[ 0.09543288 -0.25463995  1.00587475],True,[-0.07075871 -0.09735585  0.9975743 ]
2,[-0.21774766  0.20607689 -0.01087542  1.        ],[ 0.09351439 -0.25548657  1.00689035],True,[-0.07075871 -0.09735585  0.9975743 ]
3,[-0.21595414  0.20787934 -0.01224692  1.        ],[ 0.09158628 -0.25534387  1.00778023],True,[-0.07075871 -0.09735585  0.9975743 ]
4,[-0.21477956  0.20901538 -0.01350227  1.        ],[ 0.08958178 -0.25442584  1.00846938],True,[-0.07075871 -0.09735585  0.9975743 ]
5,[-0.21405438  0.20968826 -0.01454492  1.        ],[ 0.08744637 -0.25291333  1.00894917],True,[-0.07075871 -0.09735585  0.9975743 ]
6,[-0.21363386  0.21005865 -0.01536017  1.        ],[ 0.08515688 -0.25094502  1.00923278],True,[-0.07075871 -0.09735585  0.9975743 ]
7,[-0.21341792  0.21023351 -0.01595817  1.        ],[ 0.08270731 -0.24864079  1.00934193],True,[-0.07075871 -0.09735585  0.9975743 ]
8,[-0.21332695  0.21029512 -0.0163577   1.        ],[ 0.0801054  -0.2460993   1.00930277],True,[-0.07075871 -0.09735585  0.9975743 ]
9,[-0.21330158  0.21030325 -0.01658247  1.        ],[ 0.07736858 -0.24339855  1.00914327],True,[-0.07075871 -0.09735585  0.9975743 ]
10,[-0.21330028  0.21029851 -0.01665908  1.        ],[ 0.07451994 -0.24059813  1.00889116],True,[-0.07075871 -0.09735585  0.9975743 ]
11,[-0.21329604  0.21030628 -0.01661525  1.        ],[ 0.07158477 -0.23774216  1.00857231],True,[-0.07075871 -0.09735585  0.9975743 ]
12,[-0.21327292  0.2103405  -0.01647829  1.        ],[ 0.06858801 -0.23486212  1.00820969],True,[-0.07075871 -0.09735585  0.9975743 ]
13,[-0.21322309  0.21040692 -0.01627387  1.        ],[ 0.06555239 -0.23197947  1.0078227 ],True,[-0.07075871 -0.09735585  0.9975743 ]
14,[-0.21314439  0.21050574 -0.01602503  1.        ],[ 0.06249747 -0.22910789  1.00742698],True,[-0.07075871 -0.09735585  0.9975743 ]
15,[-0.21303836  0.21063368 -0.01575161  1.        ],[ 0.05943904 -0.22625526  1.00703445],True,[-0.07075871 -0.09735585  0.9975743 ]
16,[-0.21290871  0.21078559 -0.01546991  1.        ],[ 0.05638913 -0.22342523  1.0066536 ],True,[-0.07075871 -0.09735585  0.9975743 ]
17,[-0.21276023  0.21095561 -0.01519265  1.        ],[ 0.05335622 -0.22061848  1.00628992],True,[-0.07075871 -0.09735585  0.9975743 ]
18,[-0.2125979   0.211138   -0.01492909  1.        ],[ 0.05034561 -0.21783378  1.00594645],True,[-0.07075871 -0.09735585  0.9975743 ]
19,[-0.21242638  0.21132764 -0.01468539  1.        ],[ 0.04736003 -0.21506872  1.00562421],True,[-0.07075871 -0.09735585  0.9975743 ]
20,[-0.21224964  0.21152033 -0.01446502  1.        ],[ 0.04440008 -0.21232031  1.00532277],True,[-0.07075871 -0.09735585  0.9975743 ]
21,[-0.2120708   0.21171294 -0.0142692   1.        ],[ 0.04146486 -0.20958541  1.00504067],True,[-0.07075871 -0.09735585  0.9975743 ]
22,[-0.21189203  0.21190335 -0.01409744  1.        ],[ 0.03855237 -0.20686094  1.00477581],True,[-0.07075871 -0.09735585  0.9975743 ]
23,[-0.21171467  0.21209044 -0.01394794  1.        ],[ 0.03566    -0.20414411  1.00452575],True,[-0.07075871 -0.09735585  0.9975743 ]
24,[-0.21153927  0.21227387 -0.01381809  1.        ],[ 0.03278486 -0.20143247  1.00428798],True,[-0.07075871 -0.09735585  0.9975743 ]
25,[-0.2113658   0.21245394 -0.01370478  1.        ],[ 0.02992403 -0.19872398  1.0040601 ],True,[-0.07075871 -0.09735585  0.9975743 ]
26,[-0.21119373  0.21263142 -0.01360472  1.        ],[ 0.02707476 -0.19601696  1.00383992],True,[-0.07075871 -0.09735585  0.9975743 ]
27,[-0.21102221  0.21280738 -0.01351465  1.        ],[ 0.0242346  -0.19331009  1.00362554],True,[-0.07075871 -0.09735585  0.9975743 ]
28,[-0.21085018  0.21298309 -0.01343153  1.        ],[ 0.02140146 -0.19060237  1.00341538],True,[-0.07075871 -0.09735585  0.9975743 ]
29,[-0.21067649  0.21315986 -0.01335261  1.        ],[ 0.01857364 -0.18789304  1.00320818],True,[-0.07075871 -0.09735585  0.9975743 ]
30,[-0.21049995  0.21333901 -0.01327549  1.        ],[ 0.01574982 -0.18518157  1.00300297],True,[-0.07075871 -0.09735585  0.9975743 ]
31,[-0.21031942  0.21352178 -0.01319817  1.        ],[ 0.01292904 -0.18246758  1.00279907],True,[-0.07075871 -0.09735585  0.9975743 ]
32,[-0.21013381  0.21370932 -0.01311902  1.        ],[ 0.01011066 -0.17975083  1.00259603],True,[-0.07075871 -0.09735585  0.9975743 ]
33,[-0.2099421   0.21390269 -0.01303673  1.        ],[ 0.00729429 -0.17703114  1.00239358],True,[-0.07075871 -0.09735585  0.9975743 ]
34,[-0.20974337  0.21410279 -0.01295033  1.        ],[ 0.00447976 -0.17430842  1.00219161],True,[-0.07075871 -0.09735585  0.9975743 ]
35,[-0.20953678  0.21431048 -0.01285906  1.        ],[ 0.00166709 -0.17158258  1.00199012],True,[-0.07075871 -0.09735585  0.9975743 ]
36,[-0.20932152  0.21452651 -0.01276239  1.        ],[-0.00114362 -0.16885359  1.0017892 ],True,[-0.07075871 -0.09735585  0.9975743 ]
37,[-0.20909682  0.21475159 -0.01265994  1.        ],[-0.00395214 -0.16612139  1.00158899],True,[-0.07075871 -0.09735585  0.9975743 ]
38,[-0.20886192  0.21498642 -0.01255141  1.        ],[-0.00675822 -0.16338593  1.00138967],True,[-0.07075871 -0.09735585  0.9975743 ]
39,[-0.20861604  0.21523169 -0.01243657  1.        ],[-0.00956154 -0.16064712  1.00119141],True,[-0.07075871 -0.09735585  0.9975743 ]
40,[-0.20835833  0.21548815 -0.01231519  1.        ],[-0.01236181 -0.15790489  1.00099442],True,[-0.07075871 -0.09735585  0.9975743 ]
41,[-0.20808783  0.21575665 -0.01218704  1.        ],[-0.0151587  -0.15515913  1.00079888],True,[-0.07075871 -0.09735585  0.9975743 ]
42,[-0.20780347  0.21603812 -0.01205179  1.        ],[-0.0179519  -0.15240969  1.00060498],True,[-0.07075871 -0.09735585  0.9975743 ]
43,[-0.207504    0.21633369 -0.01190904  1.        ],[-0.02074111 -0.14965642  1.00041289],True,[-0.07075871 -0.09735585  0.9975743 ]
44,[-0.20718791  0.21664467 -0.01175828  1.        ],[-0.02352603 -0.14689914  1.00022276],True,[-0.07075871 -0.09735585  0.9975743 ]
45,[-0.20685342  0.21697265 -0.0115988   1.        ],[-0.02630637 -0.14413763  1.00003475],True,[-0.07075871 -0.09735585  0.9975743 ]
46,[-0.20649837  0.21731954 -0.01142972  1.        ],[-0.02908184 -0.14137165  0.999849  ],True,[-0.07075871 -0.09735585  0.9975743 ]
47,[-0.20612012  0.21768771 -0.01124991  1.        ],[-0.03185213 -0.13860093  0.99966566],True,[-0.07075871 -0.09735585  0.9975743 ]
