step,action,eef_pos,good,drop_pos
0,[0.  0.  0.3 1. ],[0.15635885 0.13977672 1.04328204],True,[-0.11274801 -0.11040816  1.04840618]
1,[0.  0.  0.3 1. ],[0.16135888 0.13927019 1.04926231],True,[-0.11274801 -0.11040816  1.04840618]
2,[-2.21783880e-01 -2.02018392e-01 -6.92711125e-04  1.00000000e+00],[0.16453009 0.1380551  1.05442374],True,[-0.11274801 -0.11040816  1.04840618]
3,[-0.22339407 -0.20017888 -0.00484815  1.        ],[0.16655224 0.13616261 1.05817036],True,[-0.11274801 -0.11040816  1.04840618]
4,[-0.22482247 -0.19847691 -0.00785967  1.        ],[0.16794682 0.1342017  1.06126243],True,[-0.11274801 -0.11040816  1.04840618]
5,[-0.22603639 -0.19697809 -0.01035282  1.        ],[0.168732   0.13222793 1.06382841],True,[-0.11274801 -0.11040816  1.04840618]
6,[-0.22703519 -0.1957046  -0.01243921  1.        ],[0.1689254  0.13023277 1.06594511],True,[-0.11274801 -0.11040816  1.04840618]
7,[-0.22783896 -0.19464876 -0.01418683  1.        ],[0.16854061 0.12819886 1.06765049],True,[-0.11274801 -0.11040816  1.04840618]
8,[-0.22846693 -0.19380028 -0.01563053  1.        ],[0.16762282 0.1261138  1.06896841],True,[-0.11274801 -0.11040816  1.04840618]
9,[-0.22894451 -0.19313851 -0.01679065  1.        ],[0.16621742 0.1239671  1.06992903],True,[-0.11274801 -0.11040816  1.04840618]
10,[-0.22929379 -0.1926432  -0.01769057  1.        ],[0.16437702 0.12175442 1.07056882],True,[-0.11274801 -0.11040816  1.04840618]
11,[-0.22953474 -0.19229362 -0.01835668  1.        ],[0.16215859 0.11947691 1.07092763],True,[-0.11274801 -0.11040816  1.04840618]
12,[-0.22968509 -0.1920695  -0.01881673  1.        ],[0.1596206  0.11713982 1.07104699],True,[-0.11274801 -0.11040816  1.04840618]
13,[-0.2297605  -0.1919514  -0.01909898  1.        ],[0.15682068 0.11475099 1.07096852],True,[-0.11274801 -0.11040816  1.04840618]
14,[-0.2297748  -0.19192103 -0.01923168  1.        ],[0.1538137  0.11231965 1.07073264],True,[-0.11274801 -0.11040816  1.04840618]
15,[-0.22974024 -0.19196133 -0.0192424   1.        ],[0.15065025 0.10985526 1.07037722],True,[-0.11274801 -0.11040816  1.04840618]
16,[-0.22966766 -0.19205665 -0.01915744  1.        ],[0.14737559 0.10736685 1.0699366 ],True,[-0.11274801 -0.11040816  1.04840618]
17,[-0.2295667  -0.19219283 -0.01900123  1.        ],[0.14402891 0.10486243 1.06944086],True,[-0.11274801 -0.11040816  1.04840618]
18,[-0.22944578 -0.19235735 -0.01879577  1.        ],[0.14064304 0.10234876 1.06891538],True,[-0.11274801 -0.11040816  1.04840618]
19,[-0.22931222 -0.19253941 -0.01856029  1.        ],[0.13724447 0.09983125 1.06838071],True,[-0.11274801 -0.11040816  1.04840618]
20,[-0.22917219 -0.19272991 -0.01831098  1.        ],[0.13385362 0.09731395 1.06785271],True,[-0.11274801 -0.11040816  1.04840618]
21,[-0.22903078 -0.1929215  -0.01806093  1.        ],[0.1304854  0.09479968 1.06734287],True,[-0.11274801 -0.11040816  1.04840618]
22,[-0.22889201 -0.19310849 -0.01782016  1.        ],[0.12714978 0.09229023 1.06685883],True,[-0.11274801 -0.11040816  1.04840618]
23,[-0.22875888 -0.19328673 -0.01759586  1.        ],[0.12385259 0.0897865  1.06640492],True,[-0.11274801 -0.11040816  1.04840618]
24,[-0.22863346 -0.19345344 -0.01739266  1.        ],[0.12059628 0.08728875 1.06598281],True,[-0.11274801 -0.11040816  1.04840618]
25,[-0.22851699 -0.19360707 -0.01721302  1.        ],[0.11738063 0.08479671 1.06559214],True,[-0.11274801 -0.11040816  1.04840618]
26,[-0.22840999 -0.19374704 -0.01705761  1.        ],[0.11420347 0.08230983 1.06523099],True,[-0.11274801 -0.11040816  1.04840618]
27,[-0.22831238 -0.19387361 -0.0169257   1.        ],[0.11106128 0.07982731 1.06489649],True,[-0.11274801 -0.11040816  1.04840618]
28,[-0.22822365 -0.19398764 -0.01681556  1.        ],[0.10794973 0.07734831 1.06458516],True,[-0.11274801 -0.11040816  1.04840618]
29,[-0.22814293 -0.1940904  -0.01672478  1.        ],[0.10486418 0.07487196 1.06429335],True,[-0.11274801 -0.11040816  1.04840618]
30,[-0.22806917 -0.19418344 -0.0166506   1.        ],[0.10179998 0.07239742 1.06401743],True,[-0.11274801 -0.11040816  1.04840618]
31,[-0.22800122 -0.1942684  -0.01659015  1.        ],[0.09875274 0.06992397 1.06375401],True,[-0.11274801 -0.11040816  1.04840618]
32,[-0.22793788 -0.19434694 -0.01654062  1.        ],[0.09571849 0.06745096 1.06350008],True,[-0.11274801 -0.11040816  1.04840618]
33,[-0.22787803 -0.19442062 -0.01649938  1.        ],[0.09269378 0.06497787 1.06325302],True,[-0.11274801 -0.11040816  1.04840618]
34,[-0.22782061 -0.19449088 -0.01646411  1.        ],[0.08967571 0.06250426 1.06301068],True,[-0.11274801 -0.11040816  1.04840618]
35,[-0.22776472 -0.19455897 -0.0164328   1.        ],[0.08666196 0.06002982 1.06277133],True,[-0.11274801 -0.11040816  1.04840618]
36,[-0.22770956 -0.19462597 -0.0164038   1.        ],[0.08365074 0.0575543  1.06253366],True,[-0.11274801 -0.11040816  1.04840618]
37,[-0.2276545  -0.19469274 -0.01637579  1.        ],[0.08064072 0.05507752 1.06229672],True,[-0.11274801 -0.11040816  1.04840618]
38,[-0.22759902 -0.19475995 -0.01634776  1.        ],[0.07763101 0.05259937 1.06205986],True,[-0.11274801 -0.11040816  1.04840618]
