step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[-0.19597591 -0.12674807  1.0159621 ],False,[-0.10733362  0.11344688  0.95387999]
1,[-0.02457245 -0.3         0.07298773  1.        ],[-0.19990756 -0.12785395  1.01520628],False,[-0.10733362  0.11344688  0.95387999]
2,[ 0  0  0 -1],[-0.20320695 -0.12822779  1.01418628],False,[-0.10733362  0.11344688  0.95387999]
3,[ 0  0  0 -1],[-0.20591677 -0.12743287  1.01295262],False,[-0.10733362  0.11344688  0.95387999]
4,[ 0  0  0 -1],[-0.20820472 -0.12653976  1.01181339],False,[-0.10733362  0.11344688  0.95387999]
5,[ 0  0  0 -1],[-0.21012353 -0.1257291   1.0108393 ],False,[-0.10733362  0.11344688  0.95387999]
6,[ 0  0  0 -1],[-0.21169916 -0.12504122  1.01003731],False,[-0.10733362  0.11344688  0.95387999]
7,[ 0  0  0 -1],[-0.212953   -0.12448445  1.00940134],False,[-0.10733362  0.11344688  0.95387999]
8,[ 0  0  0 -1],[-0.21388626 -0.12407373  1.00893309],False,[-0.10733362  0.11344688  0.95387999]
9,[ 0  0  0 -1],[-0.21457794 -0.12378435  1.0085914 ],False,[-0.10733362  0.11344688  0.95387999]
10,[ 0  0  0 -1],[-0.21508065 -0.12357293  1.00834493],False,[-0.10733362  0.11344688  0.95387999]
11,[ 0  0  0 -1],[-0.21544895 -0.12341779  1.00816516],False,[-0.10733362  0.11344688  0.95387999]
12,[ 0  0  0 -1],[-0.21571856 -0.12330065  1.00803383],False,[-0.10733362  0.11344688  0.95387999]
13,[ 0  0  0 -1],[-0.21590308 -0.12321902  1.0079446 ],False,[-0.10733362  0.11344688  0.95387999]
14,[ 0  0  0 -1],[-0.21602435 -0.12316226  1.00788624],False,[-0.10733362  0.11344688  0.95387999]
15,[ 0  0  0 -1],[-0.21610208 -0.12312229  1.00784892],False,[-0.10733362  0.11344688  0.95387999]
16,[ 0  0  0 -1],[-0.21615281 -0.12309246  1.00782444],False,[-0.10733362  0.11344688  0.95387999]
17,[ 0  0  0 -1],[-0.21618978 -0.12306736  1.00780623],False,[-0.10733362  0.11344688  0.95387999]
18,[ 0  0  0 -1],[-0.21622345 -0.12304325  1.00778926],False,[-0.10733362  0.11344688  0.95387999]
19,[ 0  0  0 -1],[-0.21626133 -0.12301761  1.00776997],False,[-0.10733362  0.11344688  0.95387999]
20,[ 0  0  0 -1],[-0.21629053 -0.12299923  1.00775525],False,[-0.10733362  0.11344688  0.95387999]
21,[ 0  0  0 -1],[-0.21631192 -0.12298852  1.00774496],False,[-0.10733362  0.11344688  0.95387999]
22,[ 0  0  0 -1],[-0.21633438 -0.12297876  1.00773421],False,[-0.10733362  0.11344688  0.95387999]
23,[ 0  0  0 -1],[-0.21635865 -0.12296899  1.00772266],False,[-0.10733362  0.11344688  0.95387999]
24,[ 0  0  0 -1],[-0.21638188 -0.12296006  1.00771166],False,[-0.10733362  0.11344688  0.95387999]
25,[ 0  0  0 -1],[-0.21640318 -0.12295209  1.00770163],False,[-0.10733362  0.11344688  0.95387999]
26,[ 0  0  0 -1],[-0.21642261 -0.12294498  1.00769252],False,[-0.10733362  0.11344688  0.95387999]
27,[ 0  0  0 -1],[-0.21644031 -0.12293866  1.00768424],False,[-0.10733362  0.11344688  0.95387999]
28,[ 0  0  0 -1],[-0.21645644 -0.12293305  1.00767674],False,[-0.10733362  0.11344688  0.95387999]
29,[ 0  0  0 -1],[-0.21647117 -0.12292808  1.00766992],False,[-0.10733362  0.11344688  0.95387999]
30,[ 0  0  0 -1],[-0.21648461 -0.12292369  1.00766373],False,[-0.10733362  0.11344688  0.95387999]
31,[ 0  0  0 -1],[-0.21649688 -0.12291983  1.0076581 ],False,[-0.10733362  0.11344688  0.95387999]
32,[ 0  0  0 -1],[-0.21650809 -0.12291644  1.00765299],False,[-0.10733362  0.11344688  0.95387999]
33,[ 0  0  0 -1],[-0.21651834 -0.12291349  1.00764835],False,[-0.10733362  0.11344688  0.95387999]
34,[ 0  0  0 -1],[-0.21652771 -0.12291094  1.00764414],False,[-0.10733362  0.11344688  0.95387999]
35,[ 0  0  0 -1],[-0.21653627 -0.12290875  1.00764031],False,[-0.10733362  0.11344688  0.95387999]
36,[ 0  0  0 -1],[-0.2165441  -0.12290688  1.00763684],False,[-0.10733362  0.11344688  0.95387999]
