step,action,eef_pos,good,drop_pos
0,[ 0.16137374 -0.02721948  0.3         1.        ],[ 0.00260763 -0.12079131  1.19488617],False,[-0.10154677 -0.07877968  0.97945784]
1,[ 0.08804489 -0.12926041  0.3         1.        ],[ 0.00376906 -0.12133875  1.19997793],False,[-0.10154677 -0.07877968  0.97945784]
2,[ 0.14044693 -0.0644534   0.3         1.        ],[ 0.00503558 -0.12198622  1.20392873],False,[-0.10154677 -0.07877968  0.97945784]
3,[0.14278683 0.05689342 0.3        1.        ],[ 0.00639781 -0.12185872  1.2075112 ],False,[-0.10154677 -0.07877968  0.97945784]
4,[ 0  0  0 -1],[ 0.00707751 -0.12157229  1.20931863],False,[-0.10154677 -0.07877968  0.97945784]
5,[ 0  0  0 -1],[ 0.00735956 -0.12151152  1.20976646],False,[-0.10154677 -0.07877968  0.97945784]
6,[ 0  0  0 -1],[ 0.00757015 -0.1214989   1.20994584],False,[-0.10154677 -0.07877968  0.97945784]
7,[ 0  0  0 -1],[ 0.00770145 -0.12148893  1.21003028],False,[-0.10154677 -0.07877968  0.97945784]
8,[ 0  0  0 -1],[ 0.00778164 -0.12147732  1.21007023],False,[-0.10154677 -0.07877968  0.97945784]
9,[ 0  0  0 -1],[ 0.00785491 -0.12146907  1.21009459],False,[-0.10154677 -0.07877968  0.97945784]
10,[ 0  0  0 -1],[ 0.00793101 -0.12146603  1.21014562],False,[-0.10154677 -0.07877968  0.97945784]
11,[ 0  0  0 -1],[ 0.0079964  -0.12146705  1.2102066 ],False,[-0.10154677 -0.07877968  0.97945784]
12,[ 0  0  0 -1],[ 0.00804876 -0.12146823  1.21025978],False,[-0.10154677 -0.07877968  0.97945784]
13,[ 0  0  0 -1],[ 0.00809056 -0.12146849  1.21030383],False,[-0.10154677 -0.07877968  0.97945784]
14,[ 0  0  0 -1],[ 0.00812391 -0.12146763  1.2103399 ],False,[-0.10154677 -0.07877968  0.97945784]
15,[ 0  0  0 -1],[ 0.00815054 -0.12146579  1.21036943],False,[-0.10154677 -0.07877968  0.97945784]
16,[ 0  0  0 -1],[ 0.00817181 -0.12146313  1.21039371],False,[-0.10154677 -0.07877968  0.97945784]
17,[ 0  0  0 -1],[ 0.00818884 -0.12145979  1.21041376],False,[-0.10154677 -0.07877968  0.97945784]
18,[ 0  0  0 -1],[ 0.00820247 -0.12145603  1.21043044],False,[-0.10154677 -0.07877968  0.97945784]
19,[ 0  0  0 -1],[ 0.00821338 -0.12145202  1.21044441],False,[-0.10154677 -0.07877968  0.97945784]
20,[ 0  0  0 -1],[ 0.00822212 -0.12144791  1.21045624],False,[-0.10154677 -0.07877968  0.97945784]
21,[ 0  0  0 -1],[ 0.00822911 -0.12144379  1.21046634],False,[-0.10154677 -0.07877968  0.97945784]
22,[ 0  0  0 -1],[ 0.00823472 -0.12143971  1.21047508],False,[-0.10154677 -0.07877968  0.97945784]
23,[ 0  0  0 -1],[ 0.0082392  -0.12143573  1.21048271],False,[-0.10154677 -0.07877968  0.97945784]
24,[ 0  0  0 -1],[ 0.00824279 -0.12143187  1.21048946],False,[-0.10154677 -0.07877968  0.97945784]
25,[ 0  0  0 -1],[ 0.0082458  -0.1214282   1.21049554],False,[-0.10154677 -0.07877968  0.97945784]
26,[ 0  0  0 -1],[ 0.00824865 -0.12142479  1.21050109],False,[-0.10154677 -0.07877968  0.97945784]
27,[ 0  0  0 -1],[ 0.00825139 -0.12142163  1.21050618],False,[-0.10154677 -0.07877968  0.97945784]
28,[ 0  0  0 -1],[ 0.00825402 -0.12141872  1.21051084],False,[-0.10154677 -0.07877968  0.97945784]
29,[ 0  0  0 -1],[ 0.00825654 -0.12141602  1.2105151 ],False,[-0.10154677 -0.07877968  0.97945784]
30,[ 0  0  0 -1],[ 0.00825897 -0.12141353  1.21051898],False,[-0.10154677 -0.07877968  0.97945784]
31,[ 0  0  0 -1],[ 0.00826131 -0.12141122  1.21052251],False,[-0.10154677 -0.07877968  0.97945784]
32,[ 0  0  0 -1],[ 0.00826357 -0.12140909  1.21052572],False,[-0.10154677 -0.07877968  0.97945784]
33,[ 0  0  0 -1],[ 0.00826575 -0.12140711  1.21052861],False,[-0.10154677 -0.07877968  0.97945784]
34,[ 0  0  0 -1],[ 0.00826787 -0.12140528  1.21053121],False,[-0.10154677 -0.07877968  0.97945784]
35,[ 0  0  0 -1],[ 0.00826991 -0.12140359  1.21053355],False,[-0.10154677 -0.07877968  0.97945784]
36,[ 0  0  0 -1],[ 0.0082719  -0.12140202  1.21053563],False,[-0.10154677 -0.07877968  0.97945784]
37,[ 0  0  0 -1],[ 0.00827383 -0.12140057  1.21053749],False,[-0.10154677 -0.07877968  0.97945784]
38,[ 0  0  0 -1],[ 0.00827572 -0.12139922  1.21053926],False,[-0.10154677 -0.07877968  0.97945784]
