step,action,eef_pos,good,drop_pos
0,[0.  0.  0.3 1. ],[ 0.11759946 -0.00307667  1.03171758],True,[-0.13249121  0.00835318  1.07901046]
1,[0.  0.  0.3 1. ],[ 0.12249026 -0.00309952  1.0379345 ],True,[-0.13249121  0.00835318  1.07901046]
2,[0.  0.  0.3 1. ],[ 0.12657701 -0.00312086  1.04463227],True,[-0.13249121  0.00835318  1.07901046]
3,[0.  0.  0.3 1. ],[ 0.13005237 -0.00313961  1.05105087],True,[-0.13249121  0.00835318  1.07901046]
4,[0.  0.  0.3 1. ],[ 0.13295093 -0.00315557  1.05706842],True,[-0.13249121  0.00835318  1.07901046]
5,[0.  0.  0.3 1. ],[ 0.13529917 -0.0031688   1.0626882 ],True,[-0.13249121  0.00835318  1.07901046]
6,[0.  0.  0.3 1. ],[ 0.13712904 -0.00317947  1.06793566],True,[-0.13249121  0.00835318  1.07901046]
7,[0.  0.  0.3 1. ],[ 0.13848708 -0.00318785  1.07284537],True,[-0.13249121  0.00835318  1.07901046]
8,[0.  0.  0.3 1. ],[ 0.13943141 -0.00319424  1.07745757],True,[-0.13249121  0.00835318  1.07901046]
9,[0.  0.  0.3 1. ],[ 0.14003831 -0.00319904  1.0818243 ],True,[-0.13249121  0.00835318  1.07901046]
10,[-0.29971489  0.01270457 -0.00309452  1.        ],[ 0.1389163  -0.00316233  1.08440791],True,[-0.13249121  0.00835318  1.07901046]
11,[-0.29967119  0.0127147  -0.00595952  1.        ],[ 0.13668938 -0.00309338  1.08569214],True,[-0.13249121  0.00835318  1.07901046]
12,[-0.299637    0.01274168 -0.00743767  1.        ],[ 0.13414668 -0.00301736  1.08663958],True,[-0.13249121  0.00835318  1.07901046]
13,[-0.2996052   0.0127764  -0.00857239  1.        ],[ 0.13135298 -0.00293769  1.08736912],True,[-0.13249121  0.00835318  1.07901046]
14,[-0.29957566  0.01281995 -0.00949064  1.        ],[ 0.12832024 -0.00285509  1.08790604],True,[-0.13249121  0.00835318  1.07901046]
15,[-0.2995495   0.01287302 -0.01021683  1.        ],[ 0.12506583 -0.00276992  1.08826896],True,[-0.13249121  0.00835318  1.07901046]
16,[-0.29952752  0.01293568 -0.01076722  1.        ],[ 0.12161382 -0.00268252  1.08847857],True,[-0.13249121  0.00835318  1.07901046]
17,[-0.29951003  0.01300763 -0.01115993  1.        ],[ 0.11799202 -0.00259317  1.0885574 ],True,[-0.13249121  0.00835318  1.07901046]
18,[-0.2994969   0.01308829 -0.01141504  1.        ],[ 0.11422952 -0.00250209  1.08852847],True,[-0.13249121  0.00835318  1.07901046]
19,[-0.2994877   0.01317693 -0.01155366  1.        ],[ 0.11035483 -0.00240948  1.08841421],True,[-0.13249121  0.00835318  1.07901046]
20,[-0.2994818   0.01327269 -0.01159685  1.        ],[ 0.10639458 -0.00231544  1.08823544],True,[-0.13249121  0.00835318  1.07901046]
21,[-0.2994785   0.01337468 -0.01156486  1.        ],[ 0.10237263 -0.00222007  1.08801081],True,[-0.13249121  0.00835318  1.07901046]
22,[-0.29947709  0.01348205 -0.01147642  1.        ],[ 0.09830954 -0.0021234   1.08775638],True,[-0.13249121  0.00835318  1.07901046]
23,[-0.29947691  0.01359395 -0.01134831  1.        ],[ 0.09422246 -0.00202547  1.08748546],True,[-0.13249121  0.00835318  1.07901046]
24,[-0.2994774   0.01370967 -0.01119505  1.        ],[ 0.09012506 -0.00192624  1.08720865],True,[-0.13249121  0.00835318  1.07901046]
25,[-0.29947811  0.01382856 -0.01102874  1.        ],[ 0.08602781 -0.0018257   1.08693398],True,[-0.13249121  0.00835318  1.07901046]
26,[-0.29947867  0.01395008 -0.01085911  1.        ],[ 0.08193823 -0.0017238   1.08666716],True,[-0.13249121  0.00835318  1.07901046]
27,[-0.29947884  0.01407382 -0.01069357  1.        ],[ 0.07786137 -0.00162048  1.08641192],True,[-0.13249121  0.00835318  1.07901046]
28,[-0.29947844  0.01419947 -0.01053743  1.        ],[ 0.07380015 -0.00151567  1.08617033],True,[-0.13249121  0.00835318  1.07901046]
29,[-0.29947739  0.01432681 -0.01039413  1.        ],[ 0.06975584 -0.0014093   1.08594318],True,[-0.13249121  0.00835318  1.07901046]
30,[-0.29947563  0.01445571 -0.01026557  1.        ],[ 0.06572841 -0.00130129  1.08573026],True,[-0.13249121  0.00835318  1.07901046]
31,[-0.29947316  0.01458612 -0.01015236  1.        ],[ 0.06171693 -0.00119157  1.08553065],True,[-0.13249121  0.00835318  1.07901046]
32,[-0.29947002  0.01471805 -0.01005416  1.        ],[ 5.77198691e-02 -1.08003298e-03  1.08534301e+00],True,[-0.13249121  0.00835318  1.07901046]
33,[-0.29946625  0.01485155 -0.00996989  1.        ],[ 5.37353598e-02 -9.66606575e-04  1.08516578e+00],True,[-0.13249121  0.00835318  1.07901046]
34,[-0.2994619   0.0149867  -0.00989806  1.        ],[ 4.97613978e-02 -8.51197749e-04  1.08499729e+00],True,[-0.13249121  0.00835318  1.07901046]
35,[-0.29945703  0.0151236  -0.00983687  1.        ],[ 4.57960058e-02 -7.33715187e-04  1.08483594e+00],True,[-0.13249121  0.00835318  1.07901046]
36,[-0.29945171  0.01526237 -0.00978448  1.        ],[ 4.18373391e-02 -6.14065729e-04  1.08468026e+00],True,[-0.13249121  0.00835318  1.07901046]
37,[-0.29944598  0.01540313 -0.00973906  1.        ],[ 3.78837549e-02 -4.92154434e-04  1.08452894e+00],True,[-0.13249121  0.00835318  1.07901046]
38,[-0.2994399   0.01554598 -0.00969891  1.        ],[ 3.39338488e-02 -3.67894072e-04  1.08438088e+00],True,[-0.13249121  0.00835318  1.07901046]
39,[-0.29943351  0.01569104 -0.00966251  1.        ],[ 2.99864666e-02 -2.41201813e-04  1.08423519e+00],True,[-0.13249121  0.00835318  1.07901046]
40,[-0.29942685  0.01583841 -0.00962855  1.        ],[ 2.60406979e-02 -1.11960410e-04  1.08409117e+00],True,[-0.13249121  0.00835318  1.07901046]
41,[-0.29941993  0.01598815 -0.00959595  1.        ],[2.20958567e-02 1.99605209e-05 1.08394829e+00],True,[-0.13249121  0.00835318  1.07901046]
42,[-0.2994128   0.01614024 -0.00956386  1.        ],[1.81514542e-02 1.54675675e-04 1.08380620e+00],True,[-0.13249121  0.00835318  1.07901046]
43,[-0.29940546  0.0162947  -0.00953162  1.        ],[1.42071682e-02 2.92327100e-04 1.08366464e+00],True,[-0.13249121  0.00835318  1.07901046]
44,[-0.29939793  0.01645146 -0.00949875  1.        ],[1.02628111e-02 4.33041716e-04 1.08352350e+00],True,[-0.13249121  0.00835318  1.07901046]
45,[-0.29939023  0.01661047 -0.00946495  1.        ],[6.31829950e-03 5.76883070e-04 1.08338272e+00],True,[-0.13249121  0.00835318  1.07901046]
46,[-0.29938233  0.0167718  -0.00943002  1.        ],[2.37362698e-03 7.23840256e-04 1.08324230e+00],True,[-0.13249121  0.00835318  1.07901046]
47,[-0.29937424  0.01693568 -0.00939388  1.        ],[-1.57115963e-03  8.73962911e-04  1.08310229e+00],True,[-0.13249121  0.00835318  1.07901046]
48,[-0.29936595  0.01710222 -0.0093565   1.        ],[-5.51598015e-03  1.02730379e-03  1.08296275e+00],True,[-0.13249121  0.00835318  1.07901046]
49,[-0.29935743  0.01727152 -0.00931792  1.        ],[-0.00946074  0.00118394  1.08282375],True,[-0.13249121  0.00835318  1.07901046]
50,[-0.29934868  0.01744367 -0.00927821  1.        ],[-0.01340533  0.00134393  1.08268538],True,[-0.13249121  0.00835318  1.07901046]
51,[-0.29933969  0.01761877 -0.00923743  1.        ],[-0.01734965  0.00150733  1.08254771],True,[-0.13249121  0.00835318  1.07901046]
52,[-0.29933043  0.01779697 -0.00919568  1.        ],[-0.0212936   0.00167416  1.0824108 ],True,[-0.13249121  0.00835318  1.07901046]
53,[-0.29932089  0.01797854 -0.009153    1.        ],[-0.02523712  0.00184442  1.08227471],True,[-0.13249121  0.00835318  1.07901046]
54,[-0.29931103  0.01816382 -0.00910945  1.        ],[-0.02918012  0.00201809  1.08213949],True,[-0.13249121  0.00835318  1.07901046]
55,[-0.29930082  0.0183533  -0.00906505  1.        ],[-0.03312255  0.00219511  1.08200517],True,[-0.13249121  0.00835318  1.07901046]
56,[-0.29929021  0.01854759 -0.0090198   1.        ],[-0.03706437  0.00237543  1.08187176],True,[-0.13249121  0.00835318  1.07901046]
57,[-0.29927914  0.01874753 -0.00897365  1.        ],[-0.04100553  0.00255892  1.0817393 ],True,[-0.13249121  0.00835318  1.07901046]
58,[-0.29926753  0.01895414 -0.00892654  1.        ],[-0.044946    0.00274548  1.08160777],True,[-0.13249121  0.00835318  1.07901046]
59,[-0.2992553   0.01916878 -0.00887836  1.        ],[-0.04888578  0.002936    1.0814772 ],True,[-0.13249121  0.00835318  1.07901046]
60,[-0.29924255  0.01938928 -0.00882899  1.        ],[-0.05282485  0.00313078  1.08134759],True,[-0.13249121  0.00835318  1.07901046]
61,[-0.2992293   0.01961549 -0.00877831  1.        ],[-0.05676321  0.00332935  1.08121895],True,[-0.13249121  0.00835318  1.07901046]
62,[-0.29921536  0.01985006 -0.00872613  1.        ],[-0.06070087  0.00353126  1.08109129],True,[-0.13249121  0.00835318  1.07901046]
63,[-0.29920049  0.0200963  -0.00867224  1.        ],[-0.06463781  0.00373638  1.0809646 ],True,[-0.13249121  0.00835318  1.07901046]
64,[-0.29918449  0.02035676 -0.00861633  1.        ],[-0.06857405  0.0039448   1.0808389 ],True,[-0.13249121  0.00835318  1.07901046]
65,[-0.2991672   0.02063363 -0.00855806  1.        ],[-0.07250957  0.00415675  1.08071417],True,[-0.13249121  0.00835318  1.07901046]
66,[-0.29914842  0.02092901 -0.00849697  1.        ],[-0.07644435  0.00437251  1.08059045],True,[-0.13249121  0.00835318  1.07901046]
67,[-0.29912795  0.02124525 -0.00843254  1.        ],[-0.08037839  0.00459241  1.08046774],True,[-0.13249121  0.00835318  1.07901046]
68,[-0.29910553  0.02158523 -0.00836412  1.        ],[-0.08431167  0.00481678  1.08034606],True,[-0.13249121  0.00835318  1.07901046]
69,[-0.29908083  0.02195264 -0.00829089  1.        ],[-0.08824414  0.00504601  1.08022546],True,[-0.13249121  0.00835318  1.07901046]
70,[-0.29905341  0.02235226 -0.00821183  1.        ],[-0.09217578  0.00528048  1.08010599],True,[-0.13249121  0.00835318  1.07901046]
71,[-0.29902269  0.02279043 -0.00812559  1.        ],[-0.09610654  0.00552069  1.07998771],True,[-0.13249121  0.00835318  1.07901046]
72,[-0.29898788  0.02327578 -0.0080304   1.        ],[-0.10003636  0.00576716  1.0798707 ],True,[-0.13249121  0.00835318  1.07901046]
73,[-0.29894783  0.02382029 -0.00792378  1.        ],[-0.10396517  0.00602059  1.07975508],True,[-0.13249121  0.00835318  1.07901046]
74,[ 0  0  0 -1],[-0.10633062  0.00613316  1.07950617],True,[-0.13249121  0.00835318  1.07901046]
75,[ 0  0  0 -1],[-0.10758831  0.00613066  1.07892787],True,[-0.13249121  0.00835318  1.07901046]
76,[0.  0.  0.3 1. ],[-0.10865969  0.00611212  1.08010179],True,[-0.13249121  0.00835318  1.07901046]
77,[ 0  0  0 -1],[-0.10962749  0.00609439  1.08112923],True,[-0.13249121  0.00835318  1.07901046]
78,[ 0  0  0 -1],[-0.11033094  0.00607939  1.08098072],True,[-0.13249121  0.00835318  1.07901046]
79,[ 0  0  0 -1],[-0.11081566  0.00606958  1.08069886],True,[-0.13249121  0.00835318  1.07901046]
80,[ 0  0  0 -1],[-0.11115519  0.00606343  1.08046132],True,[-0.13249121  0.00835318  1.07901046]
81,[ 0  0  0 -1],[-0.11139682  0.00605975  1.08028417],True,[-0.13249121  0.00835318  1.07901046]
82,[ 0  0  0 -1],[-0.11156464  0.00605757  1.08016652],True,[-0.13249121  0.00835318  1.07901046]
83,[ 0  0  0 -1],[-0.11168598  0.00605619  1.08008626],True,[-0.13249121  0.00835318  1.07901046]
84,[ 0  0  0 -1],[-0.11177777  0.00605521  1.08002692],True,[-0.13249121  0.00835318  1.07901046]
85,[ 0  0  0 -1],[-0.11185127  0.00605436  1.07997997],True,[-0.13249121  0.00835318  1.07901046]
86,[ 0  0  0 -1],[-0.11191521  0.00605345  1.07993939],True,[-0.13249121  0.00835318  1.07901046]
87,[ 0  0  0 -1],[-0.11197297  0.00605242  1.0799028 ],True,[-0.13249121  0.00835318  1.07901046]
88,[ 0  0  0 -1],[-0.11201565  0.00605154  1.07987563],True,[-0.13249121  0.00835318  1.07901046]
89,[ 0  0  0 -1],[-0.1120477   0.00605079  1.07985512],True,[-0.13249121  0.00835318  1.07901046]
90,[ 0  0  0 -1],[-0.11207259  0.00605014  1.07983913],True,[-0.13249121  0.00835318  1.07901046]
91,[ 0  0  0 -1],[-0.11209215  0.00604955  1.07982653],True,[-0.13249121  0.00835318  1.07901046]
92,[ 0  0  0 -1],[-0.11210761  0.00604902  1.07981655],True,[-0.13249121  0.00835318  1.07901046]
93,[ 0  0  0 -1],[-0.11211987  0.00604853  1.07980861],True,[-0.13249121  0.00835318  1.07901046]
94,[ 0  0  0 -1],[-0.11212963  0.00604808  1.07980227],True,[-0.13249121  0.00835318  1.07901046]
95,[ 0  0  0 -1],[-0.11213744  0.00604765  1.07979719],True,[-0.13249121  0.00835318  1.07901046]
96,[ 0  0  0 -1],[-0.11214372  0.00604724  1.07979307],True,[-0.13249121  0.00835318  1.07901046]
97,[ 0  0  0 -1],[-0.1121488   0.00604686  1.07978973],True,[-0.13249121  0.00835318  1.07901046]
98,[ 0  0  0 -1],[-0.11215294  0.00604649  1.07978698],True,[-0.13249121  0.00835318  1.07901046]
99,[ 0  0  0 -1],[-0.11215635  0.00604613  1.0797847 ],True,[-0.13249121  0.00835318  1.07901046]
100,[ 0  0  0 -1],[-0.11215919  0.00604578  1.07978277],True,[-0.13249121  0.00835318  1.07901046]
101,[ 0  0  0 -1],[-0.11216163  0.00604544  1.07978103],True,[-0.13249121  0.00835318  1.07901046]
102,[ 0  0  0 -1],[-0.11216395  0.00604511  1.07977934],True,[-0.13249121  0.00835318  1.07901046]
103,[ 0  0  0 -1],[-0.11216625  0.00604478  1.07977768],True,[-0.13249121  0.00835318  1.07901046]
104,[ 0  0  0 -1],[-0.11216851  0.00604446  1.07977603],True,[-0.13249121  0.00835318  1.07901046]
105,[ 0  0  0 -1],[-0.11217076  0.00604414  1.0797744 ],True,[-0.13249121  0.00835318  1.07901046]
106,[ 0  0  0 -1],[-0.11217297  0.00604382  1.07977279],True,[-0.13249121  0.00835318  1.07901046]
107,[ 0  0  0 -1],[-0.11217516  0.00604351  1.0797712 ],True,[-0.13249121  0.00835318  1.07901046]
108,[ 0  0  0 -1],[-0.11217733  0.00604321  1.07976963],True,[-0.13249121  0.00835318  1.07901046]
109,[ 0  0  0 -1],[-0.11217947  0.0060429   1.07976808],True,[-0.13249121  0.00835318  1.07901046]
