step,action,eef_pos,good,drop_pos
0,[ 0.3        -0.20801209  0.13046559  1.        ],[ 0.12363717 -0.19937666  1.02951676],False,[-0.00176512 -0.18391943  0.98613949]
1,[ 0.3        -0.01272612  0.10308467  1.        ],[ 0.13041287 -0.20433528  1.03284175],False,[-0.00176512 -0.18391943  0.98613949]
2,[ 0.3        -0.20452962  0.12678565  1.        ],[ 0.13694592 -0.20873282  1.0366044 ],False,[-0.00176512 -0.18391943  0.98613949]
3,[0.3        0.07028448 0.11034764 1.        ],[ 0.14325821 -0.21161019  1.04021459],False,[-0.00176512 -0.18391943  0.98613949]
4,[0.3        0.04887113 0.11132489 1.        ],[ 0.14939834 -0.21306437  1.04360486],False,[-0.00176512 -0.18391943  0.98613949]
5,[ 0.3        -0.25194001  0.14623481  1.        ],[ 0.15522863 -0.21556713  1.04685192],False,[-0.00176512 -0.18391943  0.98613949]
6,[ 0  0  0 -1],[ 0.15917442 -0.21759125  1.04925272],False,[-0.00176512 -0.18391943  0.98613949]
7,[ 0.20977191 -0.3         0.14051216  1.        ],[ 0.16292574 -0.22031171  1.05184633],False,[-0.00176512 -0.18391943  0.98613949]
8,[ 0  0  0 -1],[ 0.16577756 -0.22236673  1.05383581],False,[-0.00176512 -0.18391943  0.98613949]
9,[ 0  0  0 -1],[ 0.16778874 -0.22342394  1.05535256],False,[-0.00176512 -0.18391943  0.98613949]
10,[ 0  0  0 -1],[ 0.16948123 -0.22427235  1.05666225],False,[-0.00176512 -0.18391943  0.98613949]
11,[ 0  0  0 -1],[ 0.17088113 -0.22497666  1.05774616],False,[-0.00176512 -0.18391943  0.98613949]
12,[ 0  0  0 -1],[ 0.17199257 -0.22554596  1.05861104],False,[-0.00176512 -0.18391943  0.98613949]
13,[ 0  0  0 -1],[ 0.17284584 -0.22599662  1.05928706],False,[-0.00176512 -0.18391943  0.98613949]
14,[ 0  0  0 -1],[ 0.17350421 -0.22635895  1.05982475],False,[-0.00176512 -0.18391943  0.98613949]
15,[ 0  0  0 -1],[ 0.17400736 -0.22664589  1.06025094],False,[-0.00176512 -0.18391943  0.98613949]
16,[ 0  0  0 -1],[ 0.17436816 -0.22686703  1.06056418],False,[-0.00176512 -0.18391943  0.98613949]
17,[ 0  0  0 -1],[ 0.17460825 -0.2270349   1.0607793 ],False,[-0.00176512 -0.18391943  0.98613949]
18,[ 0  0  0 -1],[ 0.17475199 -0.22716127  1.06091531],False,[-0.00176512 -0.18391943  0.98613949]
19,[ 0  0  0 -1],[ 0.17482163 -0.22725637  1.06099013],False,[-0.00176512 -0.18391943  0.98613949]
20,[ 0  0  0 -1],[ 0.17483682 -0.22732903  1.06101979],False,[-0.00176512 -0.18391943  0.98613949]
21,[ 0  0  0 -1],[ 0.17481446 -0.22738667  1.0610182 ],False,[-0.00176512 -0.18391943  0.98613949]
22,[ 0  0  0 -1],[ 0.17476877 -0.22743538  1.06099714],False,[-0.00176512 -0.18391943  0.98613949]
23,[ 0  0  0 -1],[ 0.17471135 -0.22747999  1.06096627],False,[-0.00176512 -0.18391943  0.98613949]
24,[ 0  0  0 -1],[ 0.17465135 -0.22752425  1.06093324],False,[-0.00176512 -0.18391943  0.98613949]
25,[ 0  0  0 -1],[ 0.17459596 -0.22757048  1.06090394],False,[-0.00176512 -0.18391943  0.98613949]
26,[ 0  0  0 -1],[ 0.1745507  -0.22761943  1.06088265],False,[-0.00176512 -0.18391943  0.98613949]
27,[ 0  0  0 -1],[ 0.17451919 -0.22767186  1.06087228],False,[-0.00176512 -0.18391943  0.98613949]
28,[ 0  0  0 -1],[ 0.17449858 -0.22772751  1.06086937],False,[-0.00176512 -0.18391943  0.98613949]
29,[ 0  0  0 -1],[ 0.17447801 -0.22778338  1.06086497],False,[-0.00176512 -0.18391943  0.98613949]
30,[ 0  0  0 -1],[ 0.17445838 -0.2278376   1.06086149],False,[-0.00176512 -0.18391943  0.98613949]
31,[ 0  0  0 -1],[ 0.17443978 -0.22788961  1.06085877],False,[-0.00176512 -0.18391943  0.98613949]
32,[ 0  0  0 -1],[ 0.17442223 -0.22793924  1.06085668],False,[-0.00176512 -0.18391943  0.98613949]
33,[ 0  0  0 -1],[ 0.17440568 -0.22798647  1.06085508],False,[-0.00176512 -0.18391943  0.98613949]
34,[ 0  0  0 -1],[ 0.1743901  -0.22803134  1.0608539 ],False,[-0.00176512 -0.18391943  0.98613949]
35,[ 0  0  0 -1],[ 0.17437541 -0.22807395  1.06085304],False,[-0.00176512 -0.18391943  0.98613949]
36,[ 0  0  0 -1],[ 0.17436157 -0.22811439  1.06085246],False,[-0.00176512 -0.18391943  0.98613949]
37,[ 0  0  0 -1],[ 0.17434852 -0.22815277  1.06085208],False,[-0.00176512 -0.18391943  0.98613949]
38,[ 0  0  0 -1],[ 0.17433621 -0.22818919  1.06085188],False,[-0.00176512 -0.18391943  0.98613949]
39,[ 0  0  0 -1],[ 0.1743246  -0.22822378  1.06085181],False,[-0.00176512 -0.18391943  0.98613949]
40,[ 0  0  0 -1],[ 0.17431363 -0.22825662  1.06085186],False,[-0.00176512 -0.18391943  0.98613949]
41,[ 0  0  0 -1],[ 0.17430326 -0.22828781  1.06085199],False,[-0.00176512 -0.18391943  0.98613949]
42,[ 0  0  0 -1],[ 0.17429346 -0.22831744  1.06085219],False,[-0.00176512 -0.18391943  0.98613949]
