step,action,eef_pos,good,drop_pos
0,[-0.0525547   0.3         0.03832274  1.        ],[-0.17839196  0.23821683  0.996713  ],False,[ 0.06527849 -0.15456503  0.93951494]
1,[ 0  0  0 -1],[-0.17989509  0.2430284   0.99649428],False,[ 0.06527849 -0.15456503  0.93951494]
2,[ 0  0  0 -1],[-0.18081528  0.24573737  0.99597978],False,[ 0.06527849 -0.15456503  0.93951494]
3,[-0.11498501  0.3         0.03860643  1.        ],[-0.18230347  0.24923064  0.9956594 ],False,[ 0.06527849 -0.15456503  0.93951494]
4,[0.0109051  0.3        0.03558393 1.        ],[-0.18362296  0.25334942  0.99555831],False,[ 0.06527849 -0.15456503  0.93951494]
5,[-0.04416495  0.3         0.0355635   1.        ],[-0.18465431  0.25725006  0.99553752],False,[ 0.06527849 -0.15456503  0.93951494]
6,[ 0  0  0 -1],[-0.18545471  0.25939174  0.99541285],False,[ 0.06527849 -0.15456503  0.93951494]
7,[ 0  0  0 -1],[-0.18591438  0.26019042  0.99518497],False,[ 0.06527849 -0.15456503  0.93951494]
8,[ 0  0  0 -1],[-0.18624523  0.26060971  0.9949689 ],False,[ 0.06527849 -0.15456503  0.93951494]
9,[ 0  0  0 -1],[-0.18648878  0.2608444   0.99478946],False,[ 0.06527849 -0.15456503  0.93951494]
10,[ 0  0  0 -1],[-0.18667126  0.26098065  0.99465067],False,[ 0.06527849 -0.15456503  0.93951494]
11,[ 0  0  0 -1],[-0.18681226  0.26105244  0.99454765],False,[ 0.06527849 -0.15456503  0.93951494]
12,[ 0  0  0 -1],[-0.18689519  0.26109589  0.99449247],False,[ 0.06527849 -0.15456503  0.93951494]
13,[ 0  0  0 -1],[-0.18693498  0.26112315  0.99447124],False,[ 0.06527849 -0.15456503  0.93951494]
14,[ 0  0  0 -1],[-0.18694602  0.26114447  0.99446817],False,[ 0.06527849 -0.15456503  0.93951494]
15,[ 0  0  0 -1],[-0.18694688  0.2611625   0.99447046],False,[ 0.06527849 -0.15456503  0.93951494]
16,[ 0  0  0 -1],[-0.18694793  0.26117826  0.99447519],False,[ 0.06527849 -0.15456503  0.93951494]
17,[ 0  0  0 -1],[-0.18694824  0.26119281  0.99448167],False,[ 0.06527849 -0.15456503  0.93951494]
18,[ 0  0  0 -1],[-0.18695157  0.26120738  0.99448653],False,[ 0.06527849 -0.15456503  0.93951494]
19,[ 0  0  0 -1],[-0.18696081  0.26122342  0.99448757],False,[ 0.06527849 -0.15456503  0.93951494]
20,[ 0  0  0 -1],[-0.18697593  0.26124249  0.99448638],False,[ 0.06527849 -0.15456503  0.93951494]
21,[ 0  0  0 -1],[-0.18699506  0.26126458  0.99448481],False,[ 0.06527849 -0.15456503  0.93951494]
22,[ 0  0  0 -1],[-0.18701492  0.26128692  0.99448306],False,[ 0.06527849 -0.15456503  0.93951494]
23,[ 0  0  0 -1],[-0.18703437  0.26130878  0.99448132],False,[ 0.06527849 -0.15456503  0.93951494]
24,[ 0  0  0 -1],[-0.1870529   0.26132964  0.99447961],False,[ 0.06527849 -0.15456503  0.93951494]
25,[ 0  0  0 -1],[-0.18707042  0.26134943  0.99447799],False,[ 0.06527849 -0.15456503  0.93951494]
26,[ 0  0  0 -1],[-0.18708695  0.26136821  0.9944765 ],False,[ 0.06527849 -0.15456503  0.93951494]
27,[ 0  0  0 -1],[-0.18710251  0.26138601  0.99447515],False,[ 0.06527849 -0.15456503  0.93951494]
28,[ 0  0  0 -1],[-0.18711714  0.26140289  0.99447395],False,[ 0.06527849 -0.15456503  0.93951494]
29,[ 0  0  0 -1],[-0.18713087  0.26141891  0.99447291],False,[ 0.06527849 -0.15456503  0.93951494]
30,[ 0  0  0 -1],[-0.18714381  0.26143421  0.99447205],False,[ 0.06527849 -0.15456503  0.93951494]
31,[ 0  0  0 -1],[-0.18715604  0.2614489   0.99447138],False,[ 0.06527849 -0.15456503  0.93951494]
32,[ 0  0  0 -1],[-0.18716759  0.26146303  0.99447087],False,[ 0.06527849 -0.15456503  0.93951494]
33,[ 0  0  0 -1],[-0.18717852  0.26147662  0.99447053],False,[ 0.06527849 -0.15456503  0.93951494]
34,[ 0  0  0 -1],[-0.18718885  0.26148968  0.99447033],False,[ 0.06527849 -0.15456503  0.93951494]
35,[ 0  0  0 -1],[-0.18719862  0.26150223  0.99447025],False,[ 0.06527849 -0.15456503  0.93951494]
36,[ 0  0  0 -1],[-0.18720787  0.26151427  0.99447027],False,[ 0.06527849 -0.15456503  0.93951494]
37,[ 0  0  0 -1],[-0.1872166   0.26152581  0.99447039],False,[ 0.06527849 -0.15456503  0.93951494]
38,[ 0  0  0 -1],[-0.18722487  0.26153687  0.99447059],False,[ 0.06527849 -0.15456503  0.93951494]
39,[ 0  0  0 -1],[-0.18723268  0.26154746  0.99447085],False,[ 0.06527849 -0.15456503  0.93951494]
40,[ 0  0  0 -1],[-0.18724006  0.26155759  0.99447116],False,[ 0.06527849 -0.15456503  0.93951494]
