step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[ 0.18170491 -0.00367759  1.24657517],False,[ 0.03996278 -0.07330283  0.97922479]
1,[ 0  0  0 -1],[ 0.18571017 -0.00369615  1.25040271],False,[ 0.03996278 -0.07330283  0.97922479]
2,[ 0  0  0 -1],[ 0.18943445 -0.00372904  1.25398865],False,[ 0.03996278 -0.07330283  0.97922479]
3,[ 0  0  0 -1],[ 0.19295501 -0.00376929  1.25731669],False,[ 0.03996278 -0.07330283  0.97922479]
4,[ 0  0  0 -1],[ 0.1962466  -0.00381082  1.26037374],False,[ 0.03996278 -0.07330283  0.97922479]
5,[ 0  0  0 -1],[ 0.19928545 -0.00384876  1.26316084],False,[ 0.03996278 -0.07330283  0.97922479]
6,[ 0  0  0 -1],[ 0.20206204 -0.00388267  1.26573336],False,[ 0.03996278 -0.07330283  0.97922479]
7,[ 0  0  0 -1],[ 0.20455872 -0.00391212  1.2680725 ],False,[ 0.03996278 -0.07330283  0.97922479]
8,[ 0  0  0 -1],[ 0.20677272 -0.00393746  1.27015522],False,[ 0.03996278 -0.07330283  0.97922479]
9,[ 0  0  0 -1],[ 0.20871035 -0.00395896  1.27198415],False,[ 0.03996278 -0.07330283  0.97922479]
10,[ 0  0  0 -1],[ 0.21038341 -0.00397753  1.27356922],False,[ 0.03996278 -0.07330283  0.97922479]
11,[ 0  0  0 -1],[ 0.21180634 -0.00399389  1.27492359],False,[ 0.03996278 -0.07330283  0.97922479]
12,[ 0  0  0 -1],[ 0.21297666 -0.00400812  1.27607364],False,[ 0.03996278 -0.07330283  0.97922479]
13,[ 0  0  0 -1],[ 0.21393571 -0.00402046  1.2770427 ],False,[ 0.03996278 -0.07330283  0.97922479]
14,[ 0  0  0 -1],[ 0.21471216 -0.00403105  1.27783957],False,[ 0.03996278 -0.07330283  0.97922479]
15,[ 0  0  0 -1],[ 0.21533591 -0.00404007  1.27846673],False,[ 0.03996278 -0.07330283  0.97922479]
16,[ 0  0  0 -1],[ 0.21583618 -0.00404779  1.27897427],False,[ 0.03996278 -0.07330283  0.97922479]
17,[ 0  0  0 -1],[ 0.21622464 -0.00405428  1.27937558],False,[ 0.03996278 -0.07330283  0.97922479]
18,[ 0  0  0 -1],[ 0.21651674 -0.00405966  1.27968286],False,[ 0.03996278 -0.07330283  0.97922479]
19,[ 0  0  0 -1],[ 0.21672851 -0.00406407  1.27991086],False,[ 0.03996278 -0.07330283  0.97922479]
20,[ 0  0  0 -1],[ 0.21687456 -0.00406762  1.2800735 ],False,[ 0.03996278 -0.07330283  0.97922479]
21,[ 0  0  0 -1],[ 0.21696801 -0.00407045  1.28018354],False,[ 0.03996278 -0.07330283  0.97922479]
22,[ 0  0  0 -1],[ 0.21702053 -0.00407266  1.28025242],False,[ 0.03996278 -0.07330283  0.97922479]
23,[ 0  0  0 -1],[ 0.21704234 -0.00407436  1.28029031],False,[ 0.03996278 -0.07330283  0.97922479]
24,[ 0  0  0 -1],[ 0.21704233 -0.00407564  1.28030606],False,[ 0.03996278 -0.07330283  0.97922479]
25,[ 0  0  0 -1],[ 0.21702806 -0.00407659  1.2803073 ],False,[ 0.03996278 -0.07330283  0.97922479]
26,[ 0  0  0 -1],[ 0.21700592 -0.00407727  1.28030046],False,[ 0.03996278 -0.07330283  0.97922479]
27,[ 0  0  0 -1],[ 0.21698114 -0.00407779  1.28029086],False,[ 0.03996278 -0.07330283  0.97922479]
28,[ 0  0  0 -1],[ 0.21695796 -0.00407842  1.2802828 ],False,[ 0.03996278 -0.07330283  0.97922479]
29,[ 0  0  0 -1],[ 0.21693969 -0.00407922  1.28027967],False,[ 0.03996278 -0.07330283  0.97922479]
30,[ 0  0  0 -1],[ 0.21692885 -0.00408022  1.28028401],False,[ 0.03996278 -0.07330283  0.97922479]
31,[ 0  0  0 -1],[ 0.21692698 -0.00408138  1.28029184],False,[ 0.03996278 -0.07330283  0.97922479]
32,[ 0  0  0 -1],[ 0.21692746 -0.00408257  1.28029288],False,[ 0.03996278 -0.07330283  0.97922479]
33,[ 0  0  0 -1],[ 0.21692795 -0.00408374  1.28029372],False,[ 0.03996278 -0.07330283  0.97922479]
34,[ 0  0  0 -1],[ 0.21692844 -0.0040849   1.28029454],False,[ 0.03996278 -0.07330283  0.97922479]
