step,action,eef_pos,good,drop_pos
0,[ 0  0  0 -1],[0.19725409 0.18764446 1.05891949],False,[-0.07789331  0.03710954  1.02037531]
1,[ 0  0  0 -1],[0.20174086 0.18772893 1.06120735],False,[-0.07789331  0.03710954  1.02037531]
2,[ 0  0  0 -1],[0.20571002 0.1881021  1.06407829],False,[-0.07789331  0.03710954  1.02037531]
3,[ 0  0  0 -1],[0.20930311 0.18863491 1.06683663],False,[-0.07789331  0.03710954  1.02037531]
4,[ 0  0  0 -1],[0.21252718 0.18927177 1.06933703],False,[-0.07789331  0.03710954  1.02037531]
5,[ 0  0  0 -1],[0.21538654 0.1899656  1.07156043],False,[-0.07789331  0.03710954  1.02037531]
6,[ 0  0  0 -1],[0.21790554 0.19068098 1.07355946],False,[-0.07789331  0.03710954  1.02037531]
7,[ 0  0  0 -1],[0.22008704 0.19137695 1.07533115],False,[-0.07789331  0.03710954  1.02037531]
8,[ 0  0  0 -1],[0.22194091 0.19202503 1.07685622],False,[-0.07789331  0.03710954  1.02037531]
9,[ 0  0  0 -1],[0.22348871 0.19260868 1.07814402],False,[-0.07789331  0.03710954  1.02037531]
10,[ 0  0  0 -1],[0.22474216 0.19311381 1.07922144],False,[-0.07789331  0.03710954  1.02037531]
11,[ 0  0  0 -1],[0.22574892 0.19354487 1.08011311],False,[-0.07789331  0.03710954  1.02037531]
12,[ 0  0  0 -1],[0.2265445  0.19390643 1.0808166 ],False,[-0.07789331  0.03710954  1.02037531]
13,[ 0  0  0 -1],[0.22716621 0.19420438 1.08136546],False,[-0.07789331  0.03710954  1.02037531]
14,[ 0  0  0 -1],[0.2276462  0.19444649 1.08179584],False,[-0.07789331  0.03710954  1.02037531]
15,[ 0  0  0 -1],[0.22799894 0.19463999 1.08211872],False,[-0.07789331  0.03710954  1.02037531]
16,[ 0  0  0 -1],[0.22824525 0.19479308 1.08235085],False,[-0.07789331  0.03710954  1.02037531]
17,[ 0  0  0 -1],[0.22840467 0.19491354 1.08250841],False,[-0.07789331  0.03710954  1.02037531]
18,[ 0  0  0 -1],[0.2284949  0.19500843 1.08260628],False,[-0.07789331  0.03710954  1.02037531]
19,[ 0  0  0 -1],[0.22853177 0.19508397 1.0826579 ],False,[-0.07789331  0.03710954  1.02037531]
20,[ 0  0  0 -1],[0.22852918 0.19514554 1.08267522],False,[-0.07789331  0.03710954  1.02037531]
21,[ 0  0  0 -1],[0.22849916 0.19519768 1.08266861],False,[-0.07789331  0.03710954  1.02037531]
22,[ 0  0  0 -1],[0.22845196 0.1952441  1.08264695],False,[-0.07789331  0.03710954  1.02037531]
23,[ 0  0  0 -1],[0.22839611 0.19528781 1.08261766],False,[-0.07789331  0.03710954  1.02037531]
24,[ 0  0  0 -1],[0.22833881 0.19533026 1.08258681],False,[-0.07789331  0.03710954  1.02037531]
25,[ 0  0  0 -1],[0.22828591 0.19537213 1.08255922],False,[-0.07789331  0.03710954  1.02037531]
26,[ 0  0  0 -1],[0.22824171 0.19541432 1.08253856],False,[-0.07789331  0.03710954  1.02037531]
27,[ 0  0  0 -1],[0.22820927 0.19545764 1.08252748],False,[-0.07789331  0.03710954  1.02037531]
28,[ 0  0  0 -1],[0.22819093 0.19550324 1.08252564],False,[-0.07789331  0.03710954  1.02037531]
29,[ 0  0  0 -1],[0.22817757 0.19555011 1.0825242 ],False,[-0.07789331  0.03710954  1.02037531]
30,[ 0  0  0 -1],[0.22816484 0.19559558 1.0825233 ],False,[-0.07789331  0.03710954  1.02037531]
31,[ 0  0  0 -1],[0.22815278 0.19563904 1.0825228 ],False,[-0.07789331  0.03710954  1.02037531]
32,[ 0  0  0 -1],[0.2281414  0.19568035 1.08252259],False,[-0.07789331  0.03710954  1.02037531]
33,[ 0  0  0 -1],[0.22813067 0.1957195  1.08252256],False,[-0.07789331  0.03710954  1.02037531]
34,[ 0  0  0 -1],[0.22812059 0.19575641 1.08252264],False,[-0.07789331  0.03710954  1.02037531]
