step,action,eef_pos,good,drop_pos
0,[-0.03291409  0.3         0.19050257  1.        ],[-0.17846195  0.065594    1.02123253],False,[-0.13755748 -0.0890856   0.9221529 ]
1,[ 0  0  0 -1],[-0.18231923  0.06679173  1.02102955],False,[-0.13755748 -0.0890856   0.9221529 ]
2,[-0.0631503   0.3         0.18691355  1.        ],[-0.18557697  0.06843264  1.0210325 ],False,[-0.13755748 -0.0890856   0.9221529 ]
3,[0.15062077 0.3        0.20156499 1.        ],[-0.18762091  0.07139148  1.02195251],False,[-0.13755748 -0.0890856   0.9221529 ]
4,[ 0  0  0 -1],[-0.18923709  0.07288983  1.02200632],False,[-0.13755748 -0.0890856   0.9221529 ]
5,[ 0  0  0 -1],[-0.1906943   0.07302509  1.02142492],False,[-0.13755748 -0.0890856   0.9221529 ]
6,[ 0  0  0 -1],[-0.19176483  0.07293631  1.0208981 ],False,[-0.13755748 -0.0890856   0.9221529 ]
7,[ 0  0  0 -1],[-0.19253367  0.0728277   1.0204986 ],False,[-0.13755748 -0.0890856   0.9221529 ]
8,[0.11916276 0.3        0.18565759 1.        ],[-0.1925404  0.0744821  1.0212313],False,[-0.13755748 -0.0890856   0.9221529 ]
9,[0.02763781 0.3        0.17297813 1.        ],[-0.19257165  0.0776911   1.02283518],False,[-0.13755748 -0.0890856   0.9221529 ]
10,[0.11541797 0.3        0.18428228 1.        ],[-0.19229494  0.08129386  1.02474043],False,[-0.13755748 -0.0890856   0.9221529 ]
11,[ 0  0  0 -1],[-0.19212169  0.08325418  1.02573642],False,[-0.13755748 -0.0890856   0.9221529 ]
12,[ 0  0  0 -1],[-0.19203494  0.08373701  1.02598659],False,[-0.13755748 -0.0890856   0.9221529 ]
13,[0.110128   0.3        0.18312162 1.        ],[-0.19136371  0.08568216  1.02715709],False,[-0.13755748 -0.0890856   0.9221529 ]
14,[ 0  0  0 -1],[-0.19090348  0.08730312  1.02810145],False,[-0.13755748 -0.0890856   0.9221529 ]
15,[0.09099829 0.3        0.18024079 1.        ],[-0.19024662  0.08946468  1.02939987],False,[-0.13755748 -0.0890856   0.9221529 ]
16,[ 0  0  0 -1],[-0.18980356  0.09115587  1.03039658],False,[-0.13755748 -0.0890856   0.9221529 ]
17,[ 0  0  0 -1],[-0.18953895  0.0915719   1.03069597],False,[-0.13755748 -0.0890856   0.9221529 ]
