step,action,eef_pos,good,target_pos
474,[ 0.3        -0.03692755  0.         -1.        ],[-0.15860056  0.09466973],True,[-0.03567555  0.07967247]
475,[ 0.3        -0.03692755  0.         -1.        ],[-0.15651763  0.09390028],True,[-0.03567555  0.07967247]
476,[ 0.3        -0.03692755  0.         -1.        ],[-0.1538304   0.09300902],True,[-0.03567555  0.07967247]
477,[ 0.3        -0.03692755  0.         -1.        ],[-0.15083843  0.09218105],True,[-0.03567555  0.07967247]
478,[ 0.3        -0.03692755  0.         -1.        ],[-0.14765187  0.09144629],True,[-0.03567555  0.07967247]
479,[ 0.3        -0.03692755  0.         -1.        ],[-0.14432688  0.09079653],True,[-0.03567555  0.07967247]
480,[ 0.3        -0.03692755  0.         -1.        ],[-0.14089155  0.09021527],True,[-0.03567555  0.07967247]
481,[ 0.3        -0.03692755  0.         -1.        ],[-0.13736561  0.08968345],True,[-0.03567555  0.07967247]
482,[ 0.3        -0.03692755  0.         -1.        ],[-0.13376426  0.08918379],True,[-0.03567555  0.07967247]
483,[ 0.3        -0.03692755  0.         -1.        ],[-0.13010003  0.08870263],True,[-0.03567555  0.07967247]
484,[ 0.3        -0.03692755  0.         -1.        ],[-0.12638387  0.08823026],True,[-0.03567555  0.07967247]
485,[ 0.3        -0.03692755  0.         -1.        ],[-0.12262567  0.08776046],True,[-0.03567555  0.07967247]
486,[ 0.3        -0.03692755  0.         -1.        ],[-0.11883443  0.08728969],True,[-0.03567555  0.07967247]
487,[ 0.3        -0.03692755  0.         -1.        ],[-0.11501824  0.08681633],True,[-0.03567555  0.07967247]
488,[ 0.3        -0.03692755  0.         -1.        ],[-0.1111842   0.08633996],True,[-0.03567555  0.07967247]
489,[ 0.3        -0.03692755  0.         -1.        ],[-0.10733835  0.08586086],True,[-0.03567555  0.07967247]
490,[ 0.3        -0.03692755  0.         -1.        ],[-0.10348563  0.08537964],True,[-0.03567555  0.07967247]
491,[ 0.3        -0.03692755  0.         -1.        ],[-0.09962991  0.08489699],True,[-0.03567555  0.07967247]
492,[ 0.3        -0.03692755  0.         -1.        ],[-0.09577405  0.08441353],True,[-0.03567555  0.07967247]
493,[ 0.3        -0.03692755  0.         -1.        ],[-0.09192005  0.08392979],True,[-0.03567555  0.07967247]
494,[ 0.3        -0.03692755  0.         -1.        ],[-0.08806915  0.08344593],True,[-0.03567555  0.07967247]
495,[ 0.3        -0.03692755  0.         -1.        ],[-0.08422273  0.08296258],True,[-0.03567555  0.07967247]
496,[ 0.3        -0.03692755  0.         -1.        ],[-0.08038253  0.08248254],True,[-0.03567555  0.07967247]
497,[ 0.3        -0.03692755  0.         -1.        ],[-0.0765498   0.08200783],True,[-0.03567555  0.07967247]
498,[ 0.3        -0.03692755  0.         -1.        ],[-0.07272523  0.08153969],True,[-0.03567555  0.07967247]
499,[ 0.3        -0.03692755  0.         -1.        ],[-0.06890876  0.08107869],True,[-0.03567555  0.07967247]
