step,action,eef_pos,drawer_pos 
0,[0 0 0 0 0 0 1],[-0.13906253  0.01723756  1.02384642  1.        ],0.00023755569673590202
1,[0 0 0 0 0 0 1],[-0.13906637  0.01847283  1.02384998  1.        ],0.0014728345270566684
2,[0 0 0 0 0 0 1],[-0.13905924  0.01912826  1.02382101  1.        ],0.002128256804466183
3,[0 0 0 0 0 0 1],[-0.13905188  0.01969386  1.02379445  1.        ],0.002693858274323245
4,[0 0 0 0 0 0 1],[-0.13904657  0.02017388  1.02377254  1.        ],0.0031738767151725
5,[0 0 0 0 0 0 1],[-0.13904371  0.0205339   1.02375662  1.        ],0.0035339020294465583
6,[0 0 0 0 0 0 1],[-0.13904392  0.02075612  1.02374816  1.        ],0.0037561212290316004
7,[0 0 0 0 0 0 1],[-0.13904486  0.02083725  1.02374564  1.        ],0.0038372489998424464
8,[0 0 0 0 0 0 1],[-0.13904551  0.0208456   1.02374575  1.        ],0.003845600777915587
9,[0 0 0 0 0 0 1],[-0.1390461   0.02082255  1.02374739  1.        ],0.003822550950699003
10,[0 0 0 0 0 0 1],[-0.13904653  0.0207642   1.02375039  1.        ],0.0037641972585686703
11,[0 0 0 0 0 0 1],[-0.1390457   0.0206269   1.02375518  1.        ],0.00362690321449494
12,[0 0 0 0 0 0 1],[-0.13904346  0.02041086  1.02376141  1.        ],0.0034108605296744587
13,[0 0 0 0 0 0 1],[-0.13904001  0.02013864  1.02376843  1.        ],0.0031386447438129274
14,[0 0 0 0 0 0 1],[-0.13903558  0.01983161  1.02377569  1.        ],0.0028316058681098974
15,[0 0 0 0 0 0 1],[-0.13903041  0.01950842  1.02378278  1.        ],0.0025084215758229
16,[0 0 0 0 0 0 1],[-0.13902478  0.01918497  1.02378941  1.        ],0.002184968660920869
17,[0 0 0 0 0 0 1],[-0.13901894  0.01887433  1.02379538  1.        ],0.0018743284553462934
18,[0 0 0 0 0 0 1],[-0.13901318  0.01858686  1.02380059  1.        ],0.001586858267911731
19,[0 0 0 0 0 0 1],[-0.13900788  0.01832859  1.0238049   1.        ],0.0013285917850572732
20,[0 0 0 0 0 0 1],[-0.13900383  0.01809381  1.0238079   1.        ],0.001093814369105682
21,[0 0 0 0 0 0 1],[-0.13900122  0.01787782  1.02380964  1.        ],0.0008778156344767668
22,[0 0 0 0 0 0 1],[-0.1389997   0.01768027  1.02381046  1.        ],0.0006802722817469548
23,[0 0 0 0 0 0 1],[-0.13899849  0.01749958  1.02381096  1.        ],0.0004995814450144166
24,[0 0 0 0 0 0 1],[-0.13899734  0.01734231  1.02381136  1.        ],0.0003423073385736587
25,[0 0 0 0 0 0 1],[-0.13899627  0.01721559  1.02381169  1.        ],0.0002155917138455983
26,[0 0 0 0 0 0 1],[-0.13899529  0.01713129  1.02381199  1.        ],0.0001312874268441129
27,[0 0 0 0 0 0 1],[-0.13899435  0.01707524  1.02381227  1.        ],7.524212645787509e-05
28,[0 0 0 0 0 0 1],[-0.13899346  0.01703493  1.02381256  1.        ],3.492604925463966e-05
29,[0 0 0 0 0 0 1],[-0.13899264  0.01700263  1.02381288  1.        ],2.6284469114880304e-06
30,[0 0 0 0 0 0 1],[-0.13899188  0.01697609  1.02381319  1.        ],-2.391121155614559e-05
31,[0 0 0 0 0 0 1],[-0.13899118  0.01695406  1.02381351  1.        ],-4.594246094822077e-05
32,[0 0 0 0 0 0 1],[-0.13899051  0.01693557  1.02381382  1.        ],-6.442854448230131e-05
33,[0 0 0 0 0 0 1],[-0.13898988  0.01691982  1.02381412  1.        ],-8.018070733889493e-05
34,[0 0 0 0 0 0 1],[-0.13898929  0.01690612  1.02381441  1.        ],-9.388219364259154e-05
35,[0 0 0 0 0 0 1],[-0.13898872  0.0168939   1.02381469  1.        ],-0.00010609531679425799
36,[0 0 0 0 0 0 1],[-0.13898818  0.01688288  1.02381495  1.        ],-0.00011712070977236769
37,[0 0 0 0 0 0 1],[-0.13898767  0.01687326  1.0238152   1.        ],-0.0001267414224161295
38,[0 0 0 0 0 0 1],[-0.13898718  0.01686491  1.02381543  1.        ],-0.0001350897534401485
39,[0 0 0 0 0 0 1],[-0.13898673  0.01685767  1.02381566  1.        ],-0.00014232938003735582
40,[0 0 0 0 0 0 1],[-0.13898629  0.0168514   1.02381588  1.        ],-0.00014860137733119574
41,[0 0 0 0 0 0 1],[-0.13898588  0.01684597  1.0238161   1.        ],-0.00015402870239134697
42,[0 0 0 0 0 0 1],[-0.13898549  0.01684128  1.0238163   1.        ],-0.00015871884644515222
43,[0 0 0 0 0 0 1],[-0.13898513  0.01683723  1.02381649  1.        ],-0.00016276583388878316
44,[0 0 0 0 0 0 1],[-0.13898478  0.01683375  1.02381667  1.        ],-0.00016625191324586008
45,[0 0 0 0 0 0 1],[-0.13898444  0.01683075  1.02381685  1.        ],-0.00016924902591054086
46,[0 0 0 0 0 0 1],[-0.13898413  0.01682818  1.02381701  1.        ],-0.0001718200901223814
47,[0 0 0 0 0 0 1],[-0.13898383  0.01682598  1.02381717  1.        ],-0.00017402012482714904
48,[0 0 0 0 0 0 1],[-0.13898355  0.0168241   1.02381732  1.        ],-0.000175897233674234
49,[0 0 0 0 0 0 1],[-0.13898328  0.01682251  1.02381746  1.        ],-0.0001774934668703175
50,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13897331  0.01527735  1.02383525  1.        ],-0.0017226518781057864
51,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13897703  0.01285173  1.02385122  1.        ],-0.004148267258217644
52,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13898522  0.01026366  1.02385786  1.        ],-0.006736335823418866
53,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13899013  0.00755515  1.02386041  1.        ],-0.009444847217402734
54,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13899316  0.0047323   1.0238613   1.        ],-0.012267698828992875
55,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13899607  0.00178876  1.02386191  1.        ],-0.015211242510972034
56,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13899887 -0.00128649  1.02386243  1.        ],-0.0182864937484947
57,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13900154 -0.0045041   1.02386297  1.        ],-0.02150409885811639
58,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13900412 -0.00786926  1.02386351  1.        ],-0.024869259025095767
59,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.1390068  -0.01138114  1.02386408  1.        ],-0.02838113748474992
60,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13900947 -0.01503505  1.02386464  1.        ],-0.03203504929065252
61,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13901218 -0.01882245  1.02386517  1.        ],-0.03582244915859112
62,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13901515 -0.02273229  1.02386563  1.        ],-0.039732287466189835
63,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13901848 -0.02675232  1.023866    1.        ],-0.0437523205995896
64,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13902215 -0.03086964  1.02386627  1.        ],-0.047869636908268044
65,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13902605 -0.03507159  1.02386649  1.        ],-0.05207159216416857
66,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13903007 -0.03934611  1.02386667  1.        ],-0.0563461072283675
67,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13903416 -0.04368193  1.02386684  1.        ],-0.06068192831047281
68,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13903831 -0.04806869  1.02386701  1.        ],-0.06506868631285834
69,[ 0.  -0.4  0.   0.   0.   0.   1. ],[-0.13904252 -0.05249698  1.02386717  1.        ],-0.0694969832092436
