step,action,eef_pos,drawer_pos 
19,[0 0 0 0 0 0 1],[-0.13948195  0.01751357  1.02084786  1.        ],0.0005135669632053974
20,[0 0 0 0 0 0 1],[-0.13948162  0.01749653  1.02084799  1.        ],0.0004965260536402769
21,[0 0 0 0 0 0 1],[-0.13948132  0.01748077  1.0208481   1.        ],0.0004807681655111945
22,[0 0 0 0 0 0 1],[-0.13948107  0.01746725  1.02084818  1.        ],0.00046724707669945284
23,[0 0 0 0 0 0 1],[-0.13948084  0.0174551   1.02084825  1.        ],0.0004550987420733066
24,[0 0 0 0 0 0 1],[-0.13948063  0.01744371  1.02084831  1.        ],0.0004437100119978679
25,[0 0 0 0 0 0 1],[-0.13948043  0.01743293  1.02084836  1.        ],0.00043292521896222055
26,[0 0 0 0 0 0 1],[-0.13948024  0.01742266  1.0208484   1.        ],0.00042266181525561775
27,[0 0 0 0 0 0 1],[-0.13948006  0.01741287  1.02084844  1.        ],0.0004128662810241254
28,[0 0 0 0 0 0 1],[-0.13947989  0.0174035   1.02084847  1.        ],0.00040350076806742324
29,[0 0 0 0 0 0 1],[-0.13947974  0.01739454  1.0208485   1.        ],0.000394536670816209
30,[0 0 0 0 0 0 1],[-0.13947959  0.01738595  1.02084853  1.        ],0.0003859510050531513
31,[0 0 0 0 0 0 1],[-0.13947945  0.01737772  1.02084855  1.        ],0.0003777243100695077
32,[0 0 0 0 0 0 1],[-0.13947933  0.01736984  1.02084857  1.        ],0.00036983942412713994
33,[0 0 0 0 0 0 1],[-0.13947921  0.01736228  1.02084858  1.        ],0.00036228076486003596
34,[0 0 0 0 0 0 1],[-0.1394791   0.01735503  1.02084859  1.        ],0.0003550339022537277
35,[0 0 0 0 0 0 1],[-0.13947899  0.01734809  1.0208486   1.        ],0.0003480853014016516
36,[0 0 0 0 0 0 1],[-0.1394789   0.01734142  1.02084861  1.        ],0.00034142216396637615
37,[0 0 0 0 0 0 1],[-0.13947881  0.01733503  1.02084861  1.        ],0.00033503232720275694
38,[0 0 0 0 0 0 1],[-0.13947873  0.0173289   1.02084861  1.        ],0.0003289041966920564
39,[0 0 0 0 0 0 1],[-0.13947866  0.01732303  1.02084861  1.        ],0.00032302669897825084
40,[0 0 0 0 0 0 1],[-0.13947859  0.01731739  1.0208486   1.        ],0.00031738924607103286
41,[0 0 0 0 0 0 1],[-0.13947853  0.01731198  1.0208486   1.        ],0.00031198170716782367
42,[0 0 0 0 0 0 1],[-0.13947847  0.01730679  1.02084859  1.        ],0.0003067943848729521
43,[0 0 0 0 0 0 1],[-0.13947842  0.01730182  1.02084858  1.        ],0.0003018179943334205
44,[0 0 0 0 0 0 1],[-0.13947838  0.01729704  1.02084856  1.        ],0.00029704364435936825
45,[0 0 0 0 0 0 1],[-0.13947834  0.01729246  1.02084855  1.        ],0.00029246281997204193
46,[0 0 0 0 0 0 1],[-0.1394783   0.01728807  1.02084853  1.        ],0.0002880673660620135
47,[0 0 0 0 0 0 1],[-0.13947827  0.01728385  1.02084851  1.        ],0.0002838494719377173
48,[0 0 0 0 0 0 1],[-0.13947825  0.0172798   1.02084849  1.        ],0.00027980165665124693
49,[0 0 0 0 0 0 1],[-0.13947822  0.01727592  1.02084847  1.        ],0.00027591675500707527
50,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947648  0.0169522   1.02084948  1.        ],-4.7801819461665285e-05
51,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947581  0.01639318  1.0208498   1.        ],-0.0006068242269873271
52,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947541  0.01577656  1.02085     1.        ],-0.0012234435266442988
53,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947507  0.01513417  1.0208502   1.        ],-0.001865825438762089
54,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947473  0.01445368  1.02085044  1.        ],-0.0025463158212116078
55,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947441  0.01374499  1.02085067  1.        ],-0.0032550073229378994
56,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394741   0.01301053  1.02085091  1.        ],-0.003989470661082236
57,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947378  0.01224837  1.02085115  1.        ],-0.0047516319901304335
58,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947345  0.0114569   1.0208514   1.        ],-0.00554310270380016
59,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947312  0.01063564  1.02085164  1.        ],-0.006364363368510871
60,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947278  0.00978518  1.02085188  1.        ],-0.0072148228317691875
61,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947245  0.00890695  1.02085211  1.        ],-0.008093050529463167
62,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947212  0.00800298  1.02085233  1.        ],-0.008997017074540481
63,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394718   0.00707569  1.02085254  1.        ],-0.009924305425197882
64,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947148  0.00612771  1.02085273  1.        ],-0.010872286117620223
65,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947117  0.00516174  1.02085291  1.        ],-0.01183825783547341
66,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947088  0.00418044  1.02085308  1.        ],-0.012819556618897481
67,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394706   0.00318636  1.02085323  1.        ],-0.013813637535274738
68,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947033  0.00218187  1.02085337  1.        ],-0.014818132688026668
69,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947008  0.00116911  1.0208535   1.        ],-0.015830889304775428
70,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-1.39469841e-01  1.50008589e-04  1.02085362e+00  1.00000000e+00],-0.016849991411050175
71,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-1.39469617e-01 -8.73768301e-04  1.02085372e+00  1.00000000e+00],-0.017873768300505306
72,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946943 -0.00190078  1.02085382  1.        ],-0.018900780100890146
73,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946939 -0.00292973  1.020854    1.        ],-0.01992972537159899
74,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946947 -0.00395951  1.02085436  1.        ],-0.02095951350626585
75,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946959 -0.00498938  1.02085476  1.        ],-0.02198938185135452
76,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946972 -0.00601889  1.02085515  1.        ],-0.023018891145448674
77,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13946986 -0.00704762  1.02085552  1.        ],-0.024047618158931458
78,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947001 -0.00807524  1.02085589  1.        ],-0.025075235770558143
79,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947017 -0.00910152  1.02085624  1.        ],-0.02610152187858683
80,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947034 -0.01012635  1.02085659  1.        ],-0.027126346660008564
81,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947052 -0.01114966  1.02085692  1.        ],-0.02814965615041376
82,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947071 -0.01217146  1.02085724  1.        ],-0.02917145632096811
83,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947091 -0.0131918   1.02085755  1.        ],-0.030191798709568198
84,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947112 -0.01421077  1.02085785  1.        ],-0.031210767866813777
85,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947133 -0.01522847  1.02085814  1.        ],-0.03222847064016371
86,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947155 -0.01624503  1.02085842  1.        ],-0.03324502722497526
87,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947178 -0.01726056  1.02085868  1.        ],-0.03426056386261636
88,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947202 -0.01827521  1.02085894  1.        ],-0.03527520703792912
89,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947226 -0.01928908  1.02085919  1.        ],-0.03628907901305144
90,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947251 -0.02030229  1.02085942  1.        ],-0.03730229452888063
91,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947277 -0.02131496  1.02085965  1.        ],-0.03831495850672377
92,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947304 -0.02232716  1.02085986  1.        ],-0.03932716458926133
93,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947331 -0.02333899  1.02086006  1.        ],-0.040338994370337125
94,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947358 -0.02435052  1.02086025  1.        ],-0.041350517176007094
95,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947387 -0.02536179  1.02086043  1.        ],-0.04236179027370865
96,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947416 -0.02637286  1.0208606   1.        ],-0.04337285940147993
97,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947446 -0.02738376  1.02086076  1.        ],-0.04438375952424272
98,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947476 -0.02839452  1.02086091  1.        ],-0.04539451573872766
99,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947507 -0.02940514  1.02086105  1.        ],-0.0464051442623338
100,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947539 -0.03041565  1.02086117  1.        ],-0.04741565345378938
101,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947572 -0.03142604  1.02086128  1.        ],-0.048426044824808
102,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947605 -0.03243631  1.02086139  1.        ],-0.04943631401190405
103,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947639 -0.03344645  1.02086148  1.        ],-0.0504464516861632
104,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947674 -0.03445644  1.02086156  1.        ],-0.05145644438606962
105,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947709 -0.03546628  1.02086162  1.        ],-0.05246627526456911
106,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947746 -0.03647592  1.02086168  1.        ],-0.053475924746433715
107,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947783 -0.03748537  1.02086172  1.        ],-0.05448537109589347
108,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947821 -0.03849459  1.02086175  1.        ],-0.0554945908974785
109,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947859 -0.03950358  1.02086177  1.        ],-0.05650358169166321
110,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947899 -0.04051241  1.02086178  1.        ],-0.057512412850294
111,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947938 -0.04152114  1.02086179  1.        ],-0.05852114496755388
112,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13947978 -0.0425298   1.02086178  1.        ],-0.059529798248464084
113,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948018 -0.04353836  1.02086178  1.        ],-0.06053836346064116
114,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948058 -0.04454682  1.02086177  1.        ],-0.06154681692405637
115,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948098 -0.04555513  1.02086175  1.        ],-0.06255513169218077
116,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948138 -0.04656328  1.02086174  1.        ],-0.06356328436211248
117,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948177 -0.04757126  1.02086172  1.        ],-0.06457125844565004
118,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948217 -0.04857905  1.0208617   1.        ],-0.06557904536946256
119,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948256 -0.04958664  1.02086167  1.        ],-0.06658664399976165
120,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948296 -0.05059406  1.02086164  1.        ],-0.06759405936668336
121,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948335 -0.0516013   1.02086161  1.        ],-0.06860130106379067
122,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948374 -0.05260838  1.02086157  1.        ],-0.06960838163366528
123,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948413 -0.05361532  1.02086153  1.        ],-0.07061531512361906
124,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948452 -0.05462212  1.02086149  1.        ],-0.0716221159040562
125,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948491 -0.0556288   1.02086144  1.        ],-0.07262879777884264
126,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394853  -0.05663537  1.02086139  1.        ],-0.0736353733765952
127,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948569 -0.05764185  1.02086134  1.        ],-0.07464185378865128
128,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948607 -0.05864825  1.02086128  1.        ],-0.07564824840876483
129,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948646 -0.05965456  1.02086122  1.        ],-0.07665456492721767
130,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948684 -0.06066081  1.02086116  1.        ],-0.07766080943490014
131,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948722 -0.06166699  1.02086109  1.        ],-0.07866698659864903
132,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394876  -0.0626731   1.02086102  1.        ],-0.07967309987609258
133,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948798 -0.06367915  1.02086095  1.        ],-0.08067915174536318
134,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948836 -0.06468514  1.02086087  1.        ],-0.08168514393162127
135,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948873 -0.06569108  1.02086079  1.        ],-0.08269107761805537
136,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948911 -0.06669695  1.02086071  1.        ],-0.08369695363371994
137,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948948 -0.06770277  1.02086062  1.        ],-0.08470277261426858
138,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13948985 -0.06870854  1.02086053  1.        ],-0.08570853513439874
139,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949022 -0.06971424  1.02086044  1.        ],-0.08671424181277908
140,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949059 -0.07071989  1.02086034  1.        ],-0.08771989339152515
141,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949096 -0.07172549  1.02086025  1.        ],-0.08872549079305131
142,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949132 -0.07273104  1.02086014  1.        ],-0.08973103515749808
143,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949169 -0.07373653  1.02086004  1.        ],-0.09073652786401154
144,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949205 -0.07474197  1.02085993  1.        ],-0.09174197053902748
145,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949241 -0.07574737  1.02085982  1.        ],-0.09274736505446587
146,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949276 -0.07675271  1.02085971  1.        ],-0.0937527135184187
147,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949312 -0.07775802  1.02085959  1.        ],-0.09475801826055918
148,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949347 -0.07876328  1.02085947  1.        ],-0.09576328181414098
149,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949383 -0.07976851  1.02085935  1.        ],-0.09676850689611084
150,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949418 -0.0807737   1.02085923  1.        ],-0.09777369638654623
151,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949452 -0.08177885  1.0208591   1.        ],-0.09877885330834701
152,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949487 -0.08278398  1.02085897  1.        ],-0.09978398080785982
153,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949521 -0.08378908  1.02085884  1.        ],-0.10078908213691709
154,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949556 -0.08479416  1.02085871  1.        ],-0.10179416063658824
155,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394959  -0.08579922  1.02085857  1.        ],-0.10279921972281256
156,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949623 -0.08680426  1.02085843  1.        ],-0.10380426287396655
157,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949657 -0.08780929  1.02085828  1.        ],-0.1048092936203364
158,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1394969  -0.08881432  1.02085814  1.        ],-0.10581431553540334
159,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949724 -0.08981933  1.02085799  1.        ],-0.10681933222880939
160,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949756 -0.09082435  1.02085784  1.        ],-0.10782434734084122
161,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949789 -0.09182936  1.02085769  1.        ],-0.10882936453825309
162,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949822 -0.09283439  1.02085753  1.        ],-0.10983438751124705
163,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949854 -0.09383942  1.02085737  1.        ],-0.11083941997143108
164,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949886 -0.09484447  1.02085721  1.        ],-0.11184446565057925
165,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949918 -0.09584953  1.02085705  1.        ],-0.11284952830003811
166,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949949 -0.09685461  1.02085689  1.        ],-0.11385461169063149
167,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13949981 -0.09785972  1.02085672  1.        ],-0.1148597196129352
168,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950012 -0.09886486  1.02085655  1.        ],-0.11586485587780883
169,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950043 -0.09987002  1.02085638  1.        ],-0.11687002431709227
170,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950074 -0.10087523  1.0208562   1.        ],-0.11787522878438207
171,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950104 -0.10188047  1.02085602  1.        ],-0.11888047315583201
172,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950134 -0.10288576  1.02085585  1.        ],-0.11988576133091591
173,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950164 -0.1038911   1.02085566  1.        ],-0.12089109723312744
174,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950194 -0.10489648  1.02085548  1.        ],-0.12189648481057704
175,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950223 -0.10590193  1.0208553   1.        ],-0.12290192803647816
176,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950253 -0.10690743  1.02085511  1.        ],-0.12390743090950714
177,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950282 -0.107913    1.02085492  1.        ],-0.12491299745403117
178,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1395031  -0.10891863  1.02085473  1.        ],-0.125918631720212
179,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950339 -0.10992434  1.02085453  1.        ],-0.12692433778398032
180,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950367 -0.11093012  1.02085434  1.        ],-0.12793011974689739
181,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950395 -0.11193598  1.02085414  1.        ],-0.12893598173590834
182,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950423 -0.11294193  1.02085394  1.        ],-0.1299419279029965
183,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1395045  -0.11394796  1.02085374  1.        ],-0.1309479624247536
184,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950477 -0.11495409  1.02085353  1.        ],-0.13195408950187434
185,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950504 -0.11596031  1.02085333  1.        ],-0.13296031335858535
186,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950531 -0.11696664  1.02085312  1.        ],-0.13396663824202024
187,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950557 -0.11797307  1.02085291  1.        ],-0.13497306842154766
188,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950584 -0.11897961  1.0208527   1.        ],-0.13597960818806318
189,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950609 -0.11998626  1.02085248  1.        ],-0.13698626185325005
190,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950635 -0.12099303  1.02085227  1.        ],-0.13799303374881428
191,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1395066  -0.12199993  1.02085205  1.        ],-0.13899992822570117
192,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950686 -0.12300695  1.02085183  1.        ],-0.14000694965329774
193,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1395071  -0.1240141   1.02085161  1.        ],-0.14101410241861878
194,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950735 -0.12502139  1.02085139  1.        ],-0.14202139092548838
195,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950759 -0.12602882  1.02085117  1.        ],-0.14302881959370822
196,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950783 -0.12703639  1.02085094  1.        ],-0.14403639285822206
197,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950807 -0.12804412  1.02085072  1.        ],-0.14504411516827342
198,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.1395083  -0.12905199  1.02085049  1.        ],-0.14605199098655575
199,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950853 -0.13006002  1.02085026  1.        ],-0.1470600247883569
200,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950876 -0.13106822  1.02085003  1.        ],-0.14806822106069978
201,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950899 -0.13207658  1.0208498   1.        ],-0.14907658430147064
202,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950921 -0.13308512  1.02084956  1.        ],-0.15008511901854454
203,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950943 -0.13409383  1.02084933  1.        ],-0.15109382972890245
204,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950964 -0.13510272  1.02084909  1.        ],-0.15210272095773497
205,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13950986 -0.1361118   1.02084885  1.        ],-0.1531117972375437
206,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951007 -0.13712106  1.02084861  1.        ],-0.1541210631072249
207,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951028 -0.13813052  1.02084837  1.        ],-0.1551305231111511
208,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951048 -0.13914018  1.02084813  1.        ],-0.15614018179823475
209,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951068 -0.14015004  1.02084789  1.        ],-0.1571500437209839
210,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951088 -0.14116011  1.02084765  1.        ],-0.1581601134345466
211,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951107 -0.1421704   1.0208474   1.        ],-0.15917039549574352
212,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951127 -0.14318089  1.02084716  1.        ],-0.1601808944620869
213,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951146 -0.14419161  1.02084691  1.        ],-0.16119161489079198
214,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951164 -0.14520256  1.02084666  1.        ],-0.16220256133777206
215,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951182 -0.14621374  1.02084641  1.        ],-0.16321373835662473
216,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.139512   -0.14722515  1.02084616  1.        ],-0.16422515049760855
217,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951218 -0.1482368   1.02084591  1.        ],-0.16523680230660398
218,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951235 -0.1492487   1.02084566  1.        ],-0.1662486983240688
219,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951252 -0.15026084  1.02084541  1.        ],-0.16726084308397876
220,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951269 -0.15127164  1.02084515  1.        ],-0.1682716362147995
221,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951285 -0.15228091  1.02084489  1.        ],-0.1692809116852999
222,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.139513   -0.15328916  1.02084462  1.        ],-0.1702891621283294
223,[ 0.  -0.1  0.   0.   0.   0.   1. ],[-0.13951316 -0.15429687  1.02084434  1.        ],-0.17129686845735226
