step,action,eef_pos,good,target_pos
264,[ 0.02306645 -0.3         0.         -1.        ],[-0.10511203  0.25697888],True,[-0.09466482  0.12203681]
265,[ 0.02306645 -0.3         0.         -1.        ],[-0.10486261  0.25524432],True,[-0.09466482  0.12203681]
266,[ 0.02306645 -0.3         0.         -1.        ],[-0.1044675   0.25292149],True,[-0.09466482  0.12203681]
267,[ 0.02306645 -0.3         0.         -1.        ],[-0.1040163   0.25018853],True,[-0.09466482  0.12203681]
268,[ 0.02306645 -0.3         0.         -1.        ],[-0.1035368   0.24712272],True,[-0.09466482  0.12203681]
269,[ 0.02306645 -0.3         0.         -1.        ],[-0.10304474  0.24379555],True,[-0.09466482  0.12203681]
270,[ 0.02306645 -0.3         0.         -1.        ],[-0.10256167  0.2402642 ],True,[-0.09466482  0.12203681]
271,[ 0.02306645 -0.3         0.         -1.        ],[-0.10210219  0.23658051],True,[-0.09466482  0.12203681]
272,[ 0.02306645 -0.3         0.         -1.        ],[-0.10167365  0.2327889 ],True,[-0.09466482  0.12203681]
273,[ 0.02306645 -0.3         0.         -1.        ],[-0.10127772  0.22892534],True,[-0.09466482  0.12203681]
274,[ 0.02306645 -0.3         0.         -1.        ],[-0.10091215  0.22501751],True,[-0.09466482  0.12203681]
275,[ 0.02306645 -0.3         0.         -1.        ],[-0.10057236  0.22108565],True,[-0.09466482  0.12203681]
276,[ 0.02306645 -0.3         0.         -1.        ],[-0.1002527   0.21714383],True,[-0.09466482  0.12203681]
277,[ 0.02306645 -0.3         0.         -1.        ],[-0.09994737  0.21320114],True,[-0.09466482  0.12203681]
278,[ 0.02306645 -0.3         0.         -1.        ],[-0.09965099  0.20926296],True,[-0.09466482  0.12203681]
279,[ 0.02306645 -0.3         0.         -1.        ],[-0.09935899  0.20533195],True,[-0.09466482  0.12203681]
280,[ 0.02306645 -0.3         0.         -1.        ],[-0.09906775  0.20140896],True,[-0.09466482  0.12203681]
281,[ 0.02306645 -0.3         0.         -1.        ],[-0.09877459  0.19749369],True,[-0.09466482  0.12203681]
282,[ 0.02306645 -0.3         0.         -1.        ],[-0.0984777   0.19358521],True,[-0.09466482  0.12203681]
283,[ 0.02306645 -0.3         0.         -1.        ],[-0.09817603  0.18968226],True,[-0.09466482  0.12203681]
284,[ 0.02306645 -0.3         0.         -1.        ],[-0.09786912  0.18578354],True,[-0.09466482  0.12203681]
285,[ 0.02306645 -0.3         0.         -1.        ],[-0.09755696  0.18188786],True,[-0.09466482  0.12203681]
286,[ 0.02306645 -0.3         0.         -1.        ],[-0.09723985  0.17799413],True,[-0.09466482  0.12203681]
287,[ 0.02306645 -0.3         0.         -1.        ],[-0.09691826  0.17410149],True,[-0.09466482  0.12203681]
288,[ 0.02306645 -0.3         0.         -1.        ],[-0.09659279  0.17020925],True,[-0.09466482  0.12203681]
289,[ 0.02306645 -0.3         0.         -1.        ],[-0.09626404  0.16631688],True,[-0.09466482  0.12203681]
290,[ 0.02306645 -0.3         0.         -1.        ],[-0.09593257  0.162424  ],True,[-0.09466482  0.12203681]
291,[ 0.02306645 -0.3         0.         -1.        ],[-0.09559891  0.15853032],True,[-0.09466482  0.12203681]
292,[ 0.02306645 -0.3         0.         -1.        ],[-0.09526349  0.15463568],True,[-0.09466482  0.12203681]
293,[ 0.02306645 -0.3         0.         -1.        ],[-0.09492669  0.15073994],True,[-0.09466482  0.12203681]
294,[ 0.02306645 -0.3         0.         -1.        ],[-0.09458877  0.14684305],True,[-0.09466482  0.12203681]
295,[ 0.02306645 -0.3         0.         -1.        ],[-0.09424995  0.14294496],True,[-0.09466482  0.12203681]
296,[ 0.02306645 -0.3         0.         -1.        ],[-0.09391039  0.13904565],True,[-0.09466482  0.12203681]
297,[ 0.02306645 -0.3         0.         -1.        ],[-0.09357017  0.13514514],True,[-0.09466482  0.12203681]
298,[ 0  0  0 -1],[-0.09339431  0.13293884],True,[-0.09466482  0.12203681]
299,[ 0  0  0 -1],[-0.09340211  0.13213213],True,[-0.09466482  0.12203681]
300,[ 0  0  0 -1],[-0.09345326  0.1316963 ],True,[-0.09466482  0.12203681]
301,[ 0  0  0 -1],[-0.09350386  0.13146343],True,[-0.09466482  0.12203681]
302,[ 0  0  0 -1],[-0.09352802  0.1313486 ],True,[-0.09466482  0.12203681]
303,[ 0  0  0 -1],[-0.09353425  0.13129441],True,[-0.09466482  0.12203681]
304,[ 0  0  0 -1],[-0.09353877  0.13126899],True,[-0.09466482  0.12203681]
305,[ 0  0  0 -1],[-0.09354662  0.13125644],True,[-0.09466482  0.12203681]
306,[ 0  0  0 -1],[-0.09355499  0.1312518 ],True,[-0.09466482  0.12203681]
307,[ 0  0  0 -1],[-0.09356215  0.13124933],True,[-0.09466482  0.12203681]
308,[ 0  0  0 -1],[-0.09356791  0.1312469 ],True,[-0.09466482  0.12203681]
