step,action,eef_pos,good,target_pos
251,[ 0.06758064 -0.3         0.         -1.        ],[-0.1593231   0.26269587],True,[-0.11335378  0.06483571]
252,[ 0.06758064 -0.3         0.         -1.        ],[-0.15916462  0.26072957],True,[-0.11335378  0.06483571]
253,[ 0.06758064 -0.3         0.         -1.        ],[-0.15869237  0.25809891],True,[-0.11335378  0.06483571]
254,[ 0.06758064 -0.3         0.         -1.        ],[-0.15811543  0.25509021],True,[-0.11335378  0.06483571]
255,[ 0.06758064 -0.3         0.         -1.        ],[-0.157482    0.25179545],True,[-0.11335378  0.06483571]
256,[ 0.06758064 -0.3         0.         -1.        ],[-0.1568078   0.24827687],True,[-0.11335378  0.06483571]
257,[ 0.06758064 -0.3         0.         -1.        ],[-0.15610025  0.24458935],True,[-0.11335378  0.06483571]
258,[ 0.06758064 -0.3         0.         -1.        ],[-0.15536356  0.24078073],True,[-0.11335378  0.06483571]
259,[ 0.06758064 -0.3         0.         -1.        ],[-0.15460042  0.23689069],True,[-0.11335378  0.06483571]
260,[ 0.06758064 -0.3         0.         -1.        ],[-0.15381285  0.23295059],True,[-0.11335378  0.06483571]
261,[ 0.06758064 -0.3         0.         -1.        ],[-0.15300273  0.22898396],True,[-0.11335378  0.06483571]
262,[ 0.06758064 -0.3         0.         -1.        ],[-0.15217206  0.22500751],True,[-0.11335378  0.06483571]
263,[ 0.06758064 -0.3         0.         -1.        ],[-0.15132303  0.22103232],True,[-0.11335378  0.06483571]
264,[ 0.06758064 -0.3         0.         -1.        ],[-0.15045803  0.217065  ],True,[-0.11335378  0.06483571]
265,[ 0.06758064 -0.3         0.         -1.        ],[-0.14957957  0.21310885],True,[-0.11335378  0.06483571]
266,[ 0.06758064 -0.3         0.         -1.        ],[-0.14869011  0.20916481],True,[-0.11335378  0.06483571]
267,[ 0.06758064 -0.3         0.         -1.        ],[-0.14779203  0.2052323 ],True,[-0.11335378  0.06483571]
268,[ 0.06758064 -0.3         0.         -1.        ],[-0.14688746  0.20130983],True,[-0.11335378  0.06483571]
269,[ 0.06758064 -0.3         0.         -1.        ],[-0.14597824  0.19739546],True,[-0.11335378  0.06483571]
270,[ 0.06758064 -0.3         0.         -1.        ],[-0.14506593  0.1934872 ],True,[-0.11335378  0.06483571]
271,[ 0.06758064 -0.3         0.         -1.        ],[-0.14415172  0.18958315],True,[-0.11335378  0.06483571]
272,[ 0.06758064 -0.3         0.         -1.        ],[-0.14323651  0.18568167],True,[-0.11335378  0.06483571]
273,[ 0.06758064 -0.3         0.         -1.        ],[-0.14232094  0.1817814 ],True,[-0.11335378  0.06483571]
274,[ 0.06758064 -0.3         0.         -1.        ],[-0.14140539  0.17788132],True,[-0.11335378  0.06483571]
275,[ 0.06758064 -0.3         0.         -1.        ],[-0.14049005  0.17398067],True,[-0.11335378  0.06483571]
