step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[-0.22432504  0.01741483  0.          0.          0.          0.
 -1.        ]",[-0.1080525  -0.00456821  1.00044548 -1.        ],[-1.66666586e-01  2.43077453e-07  9.17743166e-01],2,2,[0.25 0.25 0.05]
1,"[-0.22431975  0.01748279  0.          0.          0.          0.
 -1.        ]",[-0.11017672 -0.00445063  1.000773   -1.        ],[-1.66666634e-01  9.69669257e-08  9.21384552e-01],2,2,[0.25 0.25 0.05]
2,"[-0.22430492  0.01767215  0.          0.          0.          0.
 -1.        ]",[-0.11250953 -0.00433706  1.00113552 -1.        ],[-1.66666661e-01  1.74717658e-08  9.23176835e-01],2,2,[0.25 0.25 0.05]
3,"[-0.22428196  0.01796114  0.          0.          0.          0.
 -1.        ]",[-0.11494153 -0.00422645  1.00146948 -1.        ],[-1.66666675e-01 -2.52063102e-08  9.24039353e-01],2,2,[0.25 0.25 0.05]
4,"[-0.22425263  0.01832365  0.          0.          0.          0.
 -1.        ]",[-0.11745444 -0.00411454  1.00175778 -1.        ],[-1.66666682e-01 -4.54815808e-08  9.24429097e-01],2,2,[0.25 0.25 0.05]
5,"[-0.22421769  0.01874642  0.          0.          0.          0.
 -1.        ]",[-0.12004315 -0.003998    1.00199811 -1.        ],[-1.66666685e-01 -5.64033836e-08  9.24610590e-01],2,2,[0.25 0.25 0.05]
6,"[-0.2241773   0.01922335  0.          0.          0.          0.
 -1.        ]",[-0.12270112 -0.00387443  1.00219369 -1.        ],[-1.66666689e-01 -6.67018600e-08  9.24698458e-01],2,2,[0.25 0.25 0.05]
7,"[-0.2241314  0.0197514  0.         0.         0.         0.
 -1.       ]",[-0.12541963 -0.00374235  1.00234997 -1.        ],[-1.66666692e-01 -7.68897654e-08  9.24741717e-01],2,2,[0.25 0.25 0.05]
8,"[-0.22407958  0.02033076  0.          0.          0.          0.
 -1.        ]",[-0.12818874 -0.00360111  1.00247329 -1.        ],[-1.66666696e-01 -8.70267276e-08  9.24763174e-01],2,2,[0.25 0.25 0.05]
9,"[-0.22402105  0.02096591  0.          0.          0.          0.
 -1.        ]",[-0.13099831 -0.00344987  1.00257007 -1.        ],[-1.66666699e-01 -9.71391330e-08  9.24773855e-01],2,2,[0.25 0.25 0.05]
10,"[-0.2239549   0.02166111  0.          0.          0.          0.
 -1.        ]",[-0.13383875 -0.00328804  1.0026464  -1.        ],[-1.66666702e-01 -1.07239492e-07  9.24779181e-01],2,2,[0.25 0.25 0.05]
11,"[-0.22387982  0.02242375  0.          0.          0.          0.
 -1.        ]",[-0.13670146 -0.00311509  1.00270768 -1.        ],[-1.66666706e-01 -1.17333889e-07  9.24781838e-01],2,2,[0.25 0.25 0.05]
