step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.11619233  0.19267678  0.          0.          0.          0.
 -1.        ]",[-0.09917137  0.00215957  1.02173097 -1.        ],[7.37396969e-08 1.66666790e-01 9.17743142e-01],2,6,[0.25 0.25 0.05]
1,"[ 0.11616361  0.1926941   0.          0.          0.          0.
 -1.        ]",[-0.09806064  0.00379431  1.02155557 -1.        ],[2.93389284e-08 1.66666716e-01 9.21384541e-01],2,6,[0.25 0.25 0.05]
2,"[ 0.11605488  0.19275961  0.          0.          0.          0.
 -1.        ]",[-0.09684     0.00556145  1.02136034 -1.        ],[5.18148537e-09 1.66666675e-01 9.23176829e-01],2,6,[0.25 0.25 0.05]
3,"[ 0.11591718  0.19284244  0.          0.          0.          0.
 -1.        ]",[-0.09558206  0.00743881  1.02117092 -1.        ],[-7.78776985e-09  1.66666654e-01  9.24039351e-01],2,6,[0.25 0.25 0.05]
4,"[ 0.11580194  0.19291167  0.          0.          0.          0.
 -1.        ]",[-0.09430197  0.00942847  1.02099522 -1.        ],[-1.44111596e-08  1.66666643e-01  9.24429096e-01],2,6,[0.25 0.25 0.05]
5,"[ 0.11572459  0.19295807  0.          0.          0.          0.
 -1.        ]",[-0.09299995  0.0115275   1.02083678 -1.        ],[-1.98369674e-08  1.66666634e-01  9.24610589e-01],2,6,[0.25 0.25 0.05]
6,"[ 0.11568512  0.19298174  0.          0.          0.          0.
 -1.        ]",[-0.09167638  0.01372593  1.02069573 -1.        ],[-2.51303878e-08  1.66666625e-01  9.24698458e-01],2,6,[0.25 0.25 0.05]
7,"[ 0.11567983  0.19298491  0.          0.          0.          0.
 -1.        ]",[-0.09033291  0.01600958  1.02057049 -1.        ],[-3.03676443e-08  1.66666616e-01  9.24741717e-01],2,6,[0.25 0.25 0.05]
8,"[ 0.11570377  0.19297056  0.          0.          0.          0.
 -1.        ]",[-0.08897206  0.01836308  1.02045873 -1.        ],[-3.55787149e-08  1.66666607e-01  9.24763174e-01],2,6,[0.25 0.25 0.05]
9,"[ 0.11575189  0.1929417   0.          0.          0.          0.
 -1.        ]",[-0.0875967   0.02077119  1.02035786 -1.        ],[-4.07771618e-08  1.66666599e-01  9.24773855e-01],2,6,[0.25 0.25 0.05]
10,"[ 0.1158193   0.19290124  0.          0.          0.          0.
 -1.        ]",[-0.08620967  0.02321969  1.02026537 -1.        ],[-4.59694159e-08  1.66666590e-01  9.24779181e-01],2,6,[0.25 0.25 0.05]
11,"[ 0.11590138  0.19285194  0.          0.          0.          0.
 -1.        ]",[-0.08481349  0.02569602  1.02017906 -1.        ],[-5.11586050e-08  1.66666581e-01  9.24781838e-01],2,6,[0.25 0.25 0.05]
12,"[ 0.11599386  0.19279633  0.          0.          0.          0.
 -1.        ]",[-0.08341022  0.02818963  1.02009713 -1.        ],[-5.63462700e-08  1.66666573e-01  9.24783165e-01],2,6,[0.25 0.25 0.05]
13,"[ 0.11609296  0.19273667  0.          0.          0.          0.
 -1.        ]",[-0.08200148  0.03069206  1.02001819 -1.        ],[-6.15331757e-08  1.66666564e-01  9.24783828e-01],5,6,[0.25 0.25 0.05]
14,"[ 0.11619544  0.19267491  0.          0.          0.          0.
 -1.        ]",[-0.08058841  0.03319694  1.01994125 -1.        ],[-6.67197025e-08  1.66666555e-01  9.24784159e-01],5,6,[0.25 0.25 0.05]
15,"[ 0.11629863  0.19261264  0.          0.          0.          0.
 -1.        ]",[-0.07917177  0.03569972  1.01986564 -1.        ],[-7.19060401e-08  1.66666547e-01  9.24784324e-01],5,6,[0.25 0.25 0.05]
16,"[ 0.11640046  0.19255112  0.          0.          0.          0.
 -1.        ]",[-0.07775203  0.03819744  1.01979098 -1.        ],[-7.70922833e-08  1.66666538e-01  9.24784407e-01],5,6,[0.25 0.25 0.05]
17,"[ 0.1164994   0.19249127  0.          0.          0.          0.
 -1.        ]",[-0.07632945  0.04068842  1.01971707 -1.        ],[-8.22784793e-08  1.66666530e-01  9.24784448e-01],5,6,[0.25 0.25 0.05]
18,"[ 0.11659442  0.19243373  0.          0.          0.          0.
 -1.        ]",[-0.07490413  0.04317193  1.01964382 -1.        ],[-8.74646518e-08  1.66666521e-01  9.24784469e-01],5,6,[0.25 0.25 0.05]
19,"[ 0.11668491  0.19237888  0.          0.          0.          0.
 -1.        ]",[-0.0734761   0.04564796  1.01957124 -1.        ],[-9.26508125e-08  1.66666512e-01  9.24784479e-01],5,6,[0.25 0.25 0.05]
20,"[ 0.11677061  0.19232687  0.          0.          0.          0.
 -1.        ]",[-0.07204537  0.04811695  1.01949937 -1.        ],[-9.78369674e-08  1.66666504e-01  9.24784484e-01],5,6,[0.25 0.25 0.05]
21,"[ 0.11685155  0.1922777   0.          0.          0.          0.
 -1.        ]",[-0.07061193  0.05057964  1.01942825 -1.        ],[-1.03023119e-07  1.66666495e-01  9.24784487e-01],5,6,[0.25 0.25 0.05]
22,"[ 0.11692796  0.19223124  0.          0.          0.          0.
 -1.        ]",[-0.06917581  0.05303686  1.01935793 -1.        ],[-1.08209270e-07  1.66666486e-01  9.24784488e-01],5,6,[0.25 0.25 0.05]
23,"[ 0.1170002   0.19218729  0.          0.          0.          0.
 -1.        ]",[-0.06773703  0.05548949  1.01928842 -1.        ],[-1.13395419e-07  1.66666478e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
24,"[ 0.11706871  0.19214556  0.          0.          0.          0.
 -1.        ]",[-0.06629566  0.05793833  1.01921972 -1.        ],[-1.18581569e-07  1.66666469e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
25,"[ 0.11713395  0.1921058   0.          0.          0.          0.
 -1.        ]",[-0.0648518  0.0603841  1.0191518 -1.       ],[-1.23767718e-07  1.66666460e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
26,"[ 0.11719641  0.1920677   0.          0.          0.          0.
 -1.        ]",[-0.06340554  0.06282741  1.01908462 -1.        ],[-1.28953867e-07  1.66666452e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
27,"[ 0.11725651  0.19203101  0.          0.          0.          0.
 -1.        ]",[-0.061957    0.06526873  1.01901812 -1.        ],[-1.34140016e-07  1.66666443e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
28,"[ 0.11731466  0.1919955   0.          0.          0.          0.
 -1.        ]",[-0.06050629  0.06770843  1.01895224 -1.        ],[-1.39326165e-07  1.66666434e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
29,"[ 0.11737117  0.19196095  0.          0.          0.          0.
 -1.        ]",[-0.05905352  0.07014676  1.01888691 -1.        ],[-1.44512314e-07  1.66666426e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
30,"[ 0.11742633  0.19192722  0.          0.          0.          0.
 -1.        ]",[-0.0575988   0.07258391  1.01882208 -1.        ],[-1.49698463e-07  1.66666417e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
31,"[ 0.11748034  0.19189416  0.          0.          0.          0.
 -1.        ]",[-0.05614222  0.07501997  1.01875768 -1.        ],[-1.54884612e-07  1.66666409e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
32,"[ 0.11753335  0.1918617   0.          0.          0.          0.
 -1.        ]",[-0.05468386  0.07745501  1.01869367 -1.        ],[-1.60070761e-07  1.66666400e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
33,"[ 0.11758545  0.19182978  0.          0.          0.          0.
 -1.        ]",[-0.05322378  0.07988903  1.01862999 -1.        ],[-1.65256910e-07  1.66666391e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
34,"[ 0.11763669  0.19179836  0.          0.          0.          0.
 -1.        ]",[-0.05176204  0.08232204  1.01856662 -1.        ],[-1.70443059e-07  1.66666383e-01  9.24784489e-01],5,6,[0.25 0.25 0.05]
35,"[ 0.11768709  0.19176743  0.          0.          0.          0.
 -1.        ]",[-0.05029869  0.084754    1.0185035  -1.        ],[-1.75629208e-07  1.66666374e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
36,"[ 0.11773662  0.19173703  0.          0.          0.          0.
 -1.        ]",[-0.04883376  0.08718488  1.01844064 -1.        ],[-1.80815357e-07  1.66666365e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
37,"[ 0.11778524  0.19170716  0.          0.          0.          0.
 -1.        ]",[-0.04736728  0.08961467  1.01837799 -1.        ],[-1.86001506e-07  1.66666357e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
38,"[ 0.11783289  0.19167788  0.          0.          0.          0.
 -1.        ]",[-0.04589928  0.09204332  1.01831555 -1.        ],[-1.91187655e-07  1.66666348e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
39,"[ 0.11787948  0.19164923  0.          0.          0.          0.
 -1.        ]",[-0.04442978  0.09447081  1.0182533  -1.        ],[-1.96373804e-07  1.66666339e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
40,"[ 0.11792493  0.19162127  0.          0.          0.          0.
 -1.        ]",[-0.04295882  0.09689713  1.01819124 -1.        ],[-2.01559953e-07  1.66666331e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
41,"[ 0.11796915  0.19159405  0.          0.          0.          0.
 -1.        ]",[-0.0414864   0.09932226  1.01812934 -1.        ],[-2.06746102e-07  1.66666322e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
42,"[ 0.11801203  0.19156764  0.          0.          0.          0.
 -1.        ]",[-0.04001255  0.10174619  1.0180676  -1.        ],[-2.11932251e-07  1.66666313e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
43,"[ 0.11805348  0.1915421   0.          0.          0.          0.
 -1.        ]",[-0.0385373   0.10416893  1.01800601 -1.        ],[-2.17118400e-07  1.66666305e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
44,"[ 0.11809337  0.19151751  0.          0.          0.          0.
 -1.        ]",[-0.03706069  0.10659048  1.01794455 -1.        ],[-2.22304549e-07  1.66666296e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
45,"[ 0.1181316   0.19149393  0.          0.          0.          0.
 -1.        ]",[-0.03558273  0.10901085  1.01788321 -1.        ],[-2.27490698e-07  1.66666288e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
46,"[ 0.11816806  0.19147143  0.          0.          0.          0.
 -1.        ]",[-0.03410347  0.11143005  1.01782198 -1.        ],[-2.32676847e-07  1.66666279e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
47,"[ 0.1182026   0.19145011  0.          0.          0.          0.
 -1.        ]",[-0.03262294  0.11384809  1.01776085 -1.        ],[-2.37862996e-07  1.66666270e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
48,"[ 0.11823511  0.19143004  0.          0.          0.          0.
 -1.        ]",[-0.03114118  0.116265    1.01769979 -1.        ],[-2.43049145e-07  1.66666262e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
49,"[ 0.11826542  0.19141131  0.          0.          0.          0.
 -1.        ]",[-0.02965824  0.1186808   1.01763879 -1.        ],[-2.48235294e-07  1.66666253e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
50,"[ 0.11829337  0.19139404  0.          0.          0.          0.
 -1.        ]",[-0.02817416  0.1210955   1.01757784 -1.        ],[-2.53421442e-07  1.66666244e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
51,"[ 0.11831877  0.19137834  0.          0.          0.          0.
 -1.        ]",[-0.026689    0.12350913  1.01751691 -1.        ],[-2.58607591e-07  1.66666236e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
52,"[ 0.11834139  0.19136436  0.          0.          0.          0.
 -1.        ]",[-0.02520279  0.12592172  1.01745599 -1.        ],[-2.63793740e-07  1.66666227e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
53,"[ 0.11836097  0.19135225  0.          0.          0.          0.
 -1.        ]",[-0.02371561  0.1283333   1.01739506 -1.        ],[-2.68979889e-07  1.66666218e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
54,"[ 0.1183772   0.19134221  0.          0.          0.          0.
 -1.        ]",[-0.0222275   0.13074388  1.0173341  -1.        ],[-2.74166038e-07  1.66666210e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
55,"[ 0.1183897   0.19133447  0.          0.          0.          0.
 -1.        ]",[-0.02073854  0.13315352  1.01727309 -1.        ],[-2.79352187e-07  1.66666201e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
56,"[ 0.11839802  0.19132932  0.          0.          0.          0.
 -1.        ]",[-0.01924878  0.13556223  1.01721202 -1.        ],[-2.84538336e-07  1.66666192e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
57,"[ 0.11840158  0.19132711  0.          0.          0.          0.
 -1.        ]",[-0.01775831  0.13797006  1.01715087 -1.        ],[-2.89724485e-07  1.66666184e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
58,"[ 0.11839966  0.19132831  0.          0.          0.          0.
 -1.        ]",[-0.0162672   0.14037706  1.01708963 -1.        ],[-2.94910634e-07  1.66666175e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
59,"[ 0.1183913   0.19133348  0.          0.          0.          0.
 -1.        ]",[-0.01477555  0.14278327  1.01702828 -1.        ],[-3.00096783e-07  1.66666167e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
60,"[ 0.11837526  0.1913434   0.          0.          0.          0.
 -1.        ]",[-0.01328345  0.14518874  1.01696681 -1.        ],[-3.05282932e-07  1.66666158e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
61,"[ 0.11834984  0.19135913  0.          0.          0.          0.
 -1.        ]",[-0.01179102  0.14759356  1.01690521 -1.        ],[-3.10469081e-07  1.66666149e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
62,"[ 0.11831263  0.19138214  0.          0.          0.          0.
 -1.        ]",[-0.0102984   0.14999778  1.01684347 -1.        ],[-3.15655230e-07  1.66666141e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
63,"[ 0.1182601  0.1914146  0.         0.         0.         0.
 -1.       ]",[-0.00880576  0.15240153  1.01678159 -1.        ],[-3.20841379e-07  1.66666132e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
64,"[ 0.11818676  0.19145989  0.          0.          0.          0.
 -1.        ]",[-0.00731332  0.15480493  1.01671958 -1.        ],[-3.26027528e-07  1.66666123e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
65,"[ 0.11808342  0.19152364  0.          0.          0.          0.
 -1.        ]",[-0.00582138  0.15720816  1.01665745 -1.        ],[-3.31213677e-07  1.66666115e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
66,"[ 0.11793315  0.19161621  0.          0.          0.          0.
 -1.        ]",[-0.00433036  0.1596115   1.01659526 -1.        ],[-3.36399826e-07  1.66666106e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
67,"[ 0.11769951  0.19175981  0.          0.          0.          0.
 -1.        ]",[-0.00284097  0.16201539  1.01653307 -1.        ],[-3.41585975e-07  1.66666097e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
68,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-0.00193456  0.16340726  1.01568072 -1.        ],[-3.46772124e-07  1.66666089e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
69,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-0.00138652  0.16407777  1.01427249 -1.        ],[-3.51958273e-07  1.66666080e-01  9.24784489e-01],6,6,[0.25 0.25 0.05]
