step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22499778 -0.00100008  0.          0.          0.          0.
 -1.        ]",[-0.09516659  0.00116545  1.0161915  -1.        ],[1.66666790e-01 7.37396969e-08 9.17743142e-01],2,8,[0.25 0.25 0.05]
1,"[ 0.22499777 -0.0010015   0.          0.          0.          0.
 -1.        ]",[-0.09299556  0.00114146  1.01585414 -1.        ],[1.66666716e-01 2.93389284e-08 9.21384541e-01],2,8,[0.25 0.25 0.05]
2,"[ 2.24997826e-01 -9.89073965e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.09061415  0.00110825  1.0154755  -1.        ],[1.66666675e-01 5.18148537e-09 9.23176829e-01],2,8,[0.25 0.25 0.05]
3,"[ 2.24997913e-01 -9.69185797e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.0881419   0.00107289  1.01512065 -1.        ],[ 1.66666654e-01 -7.78776985e-09  9.24039351e-01],2,8,[0.25 0.25 0.05]
4,"[ 2.24998006e-01 -9.47368695e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.08559912  0.00103738  1.01480851 -1.        ],[ 1.66666643e-01 -1.44111596e-08  9.24429096e-01],2,8,[0.25 0.25 0.05]
5,"[ 2.24998098e-01 -9.25247442e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-8.29905259e-02  1.00214910e-03  1.01454284e+00 -1.00000000e+00],[ 1.66666634e-01 -1.98369674e-08  9.24610589e-01],5,8,[0.25 0.25 0.05]
6,"[ 2.24998187e-01 -9.03165367e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-8.03214214e-02  9.67227757e-04  1.01432142e+00 -1.00000000e+00],[ 1.66666625e-01 -2.51303878e-08  9.24698458e-01],5,8,[0.25 0.25 0.05]
7,"[ 2.24998275e-01 -8.81113653e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-7.75989591e-02  9.32558103e-04  1.01413937e+00 -1.00000000e+00],[ 1.66666616e-01 -3.03676443e-08  9.24741717e-01],5,8,[0.25 0.25 0.05]
8,"[ 2.24998360e-01 -8.58999474e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-7.48314539e-02  8.98075470e-04  1.01399065e+00 -1.00000000e+00],[ 1.66666607e-01 -3.55787149e-08  9.24763174e-01],5,8,[0.25 0.25 0.05]
9,"[ 2.24998444e-01 -8.36717002e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-7.20275051e-02  8.63727268e-04  1.01386892e+00 -1.00000000e+00],[ 1.66666599e-01 -4.07771618e-08  9.24773855e-01],5,8,[0.25 0.25 0.05]
10,"[ 2.24998527e-01 -8.14168866e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-6.91953384e-02  8.29476575e-04  1.01376805e+00 -1.00000000e+00],[ 1.66666590e-01 -4.59694159e-08  9.24779181e-01],5,8,[0.25 0.25 0.05]
11,"[ 2.24998609e-01 -7.91272317e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-6.63423819e-02  7.95300695e-04  1.01368252e+00 -1.00000000e+00],[ 1.66666581e-01 -5.11586050e-08  9.24781838e-01],5,8,[0.25 0.25 0.05]
12,"[ 2.24998689e-01 -7.67959936e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-6.34750338e-02  7.61188553e-04  1.01360756e+00 -1.00000000e+00],[ 1.66666573e-01 -5.63462700e-08  9.24783165e-01],5,8,[0.25 0.25 0.05]
13,"[ 2.24998769e-01 -7.44178423e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-6.05985746e-02  7.27137904e-04  1.01353922e+00 -1.00000000e+00],[ 1.66666564e-01 -6.15331757e-08  9.24783828e-01],5,8,[0.25 0.25 0.05]
14,"[ 2.24998848e-01 -7.19886553e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-5.77171821e-02  6.93153430e-04  1.01347437e+00 -1.00000000e+00],[ 1.66666555e-01 -6.67197025e-08  9.24784159e-01],5,8,[0.25 0.25 0.05]
15,"[ 2.24998926e-01 -6.95053491e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-5.48340146e-02  6.59245041e-04  1.01341066e+00 -1.00000000e+00],[ 1.66666547e-01 -7.19060401e-08  9.24784324e-01],5,8,[0.25 0.25 0.05]
16,"[ 2.24999003e-01 -6.69656980e-04  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-5.19513342e-02  6.25426632e-04  1.01334638e+00 -1.00000000e+00],[ 1.66666538e-01 -7.70922833e-08  9.24784407e-01],5,8,[0.25 0.25 0.05]
