step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[-0.09757934 -0.20273942  0.          0.          0.          0.
 -1.        ]",[-0.09075229 -0.00887936  1.01673186 -1.        ],[-0.16666632 -0.16666632  0.91774327],2,1,[0.25 0.25 0.05]
1,"[-0.09754875 -0.20275414  0.          0.          0.          0.
 -1.        ]",[-0.09170519 -0.01060839  1.016844   -1.        ],[-0.16666653 -0.16666653  0.92138461],2,1,[0.25 0.25 0.05]
2,"[-0.097421   -0.20281556  0.          0.          0.          0.
 -1.        ]",[-0.09275956 -0.01248883  1.01696629 -1.        ],[-0.16666664 -0.16666664  0.92317686],2,1,[0.25 0.25 0.05]
3,"[-0.09725938 -0.20289311  0.          0.          0.          0.
 -1.        ]",[-0.09384863 -0.0144925   1.01708259 -1.        ],[-0.1666667  -0.1666667   0.92403937],2,1,[0.25 0.25 0.05]
4,"[-0.09711991 -0.20295991  0.          0.          0.          0.
 -1.        ]",[-0.09496209 -0.01661521  1.01718668 -1.        ],[-0.16666673 -0.16666673  0.9244291 ],2,1,[0.25 0.25 0.05]
5,"[-0.09701234 -0.20301135  0.          0.          0.          0.
 -1.        ]",[-0.09609707 -0.0188479   1.01727792 -1.        ],[-0.16666674 -0.16666674  0.92461059],2,1,[0.25 0.25 0.05]
6,"[-0.09693623 -0.2030477   0.          0.          0.          0.
 -1.        ]",[-0.09725108 -0.02117563  1.01735747 -1.        ],[-0.16666675 -0.16666675  0.92469846],2,1,[0.25 0.25 0.05]
7,"[-0.09688765 -0.20307088  0.          0.          0.          0.
 -1.        ]",[-0.09842125 -0.02358116  1.01742706 -1.        ],[-0.16666676 -0.16666676  0.92474172],2,1,[0.25 0.25 0.05]
8,"[-0.09686168 -0.20308327  0.          0.          0.          0.
 -1.        ]",[-0.09960454 -0.02604794  1.01748857 -1.        ],[-0.16666677 -0.16666677  0.92476317],2,1,[0.25 0.25 0.05]
9,"[-0.09685373 -0.20308706  0.          0.          0.          0.
 -1.        ]",[-0.10079797 -0.02856112  1.01754391 -1.        ],[-0.16666678 -0.16666678  0.92477385],2,1,[0.25 0.25 0.05]
10,"[-0.09685988 -0.20308413  0.          0.          0.          0.
 -1.        ]",[-0.10199874 -0.03110796  1.01759481 -1.        ],[-0.16666678 -0.16666678  0.92477918],2,1,[0.25 0.25 0.05]
11,"[-0.09687688 -0.20307602  0.          0.          0.          0.
 -1.        ]",[-0.1032044  -0.03367795  1.01764287 -1.        ],[-0.16666679 -0.16666679  0.92478184],2,1,[0.25 0.25 0.05]
12,"[-0.0969022  -0.20306394  0.          0.          0.          0.
 -1.        ]",[-0.10441281 -0.03626279  1.01768943 -1.        ],[-0.1666668  -0.1666668   0.92478317],2,1,[0.25 0.25 0.05]
13,"[-0.09693399 -0.20304877  0.          0.          0.          0.
 -1.        ]",[-0.10562223 -0.03885616  1.01773568 -1.        ],[-0.16666681 -0.16666681  0.92478383],2,1,[0.25 0.25 0.05]
14,"[-0.09697104 -0.20303108  0.          0.          0.          0.
 -1.        ]",[-0.10683124 -0.04145353  1.01778256 -1.        ],[-0.16666681 -0.16666681  0.92478416],2,1,[0.25 0.25 0.05]
15,"[-0.09701266 -0.20301119  0.          0.          0.          0.
 -1.        ]",[-0.10803875 -0.04405179  1.01783084 -1.        ],[-0.16666682 -0.16666682  0.92478432],2,1,[0.25 0.25 0.05]
16,"[-0.09705865 -0.20298921  0.          0.          0.          0.
 -1.        ]",[-0.10924394 -0.04664902  1.01788111 -1.        ],[-0.16666683 -0.16666683  0.92478441],2,1,[0.25 0.25 0.05]
