step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22465508 -0.01245373  0.          0.          0.          0.
 -1.        ]",[-0.09826353  0.01469286  1.01795146 -1.        ],[1.66666790e-01 7.37396969e-08 9.17743142e-01],2,8,[0.25 0.25 0.05]
1,"[ 0.22465478 -0.01245921  0.          0.          0.          0.
 -1.        ]",[-0.09610412  0.01457529  1.01761111 -1.        ],[1.66666716e-01 2.93389284e-08 9.21384541e-01],2,8,[0.25 0.25 0.05]
2,"[ 0.22465467 -0.01246108  0.          0.          0.          0.
 -1.        ]",[-0.09373546  0.01444618  1.01722938 -1.        ],[1.66666675e-01 5.18148537e-09 9.23176829e-01],2,8,[0.25 0.25 0.05]
3,"[ 0.22465456 -0.01246303  0.          0.          0.          0.
 -1.        ]",[-0.09127427  0.01431592  1.0168718  -1.        ],[ 1.66666654e-01 -7.78776985e-09  9.24039351e-01],2,8,[0.25 0.25 0.05]
4,"[ 0.22465426 -0.01246848  0.          0.          0.          0.
 -1.        ]",[-0.0887428   0.01418714  1.0165563  -1.        ],[ 1.66666643e-01 -1.44111596e-08  9.24429096e-01],2,8,[0.25 0.25 0.05]
5,"[ 0.22465369 -0.01247876  0.          0.          0.          0.
 -1.        ]",[-0.08614572  0.01406052  1.01628678 -1.        ],[ 1.66666634e-01 -1.98369674e-08  9.24610589e-01],2,8,[0.25 0.25 0.05]
6,"[ 0.22465282 -0.01249439  0.          0.          0.          0.
 -1.        ]",[-0.0834882   0.01393643  1.01606114 -1.        ],[ 1.66666625e-01 -2.51303878e-08  9.24698458e-01],2,8,[0.25 0.25 0.05]
7,"[ 0.22465164 -0.01251562  0.          0.          0.          0.
 -1.        ]",[-0.08077727  0.01381503  1.01587466 -1.        ],[ 1.66666616e-01 -3.03676443e-08  9.24741717e-01],5,8,[0.25 0.25 0.05]
8,"[ 0.22465014 -0.01254243  0.          0.          0.          0.
 -1.        ]",[-0.07802116  0.01369625  1.01572141 -1.        ],[ 1.66666607e-01 -3.55787149e-08  9.24763174e-01],5,8,[0.25 0.25 0.05]
9,"[ 0.22464835 -0.01257456  0.          0.          0.          0.
 -1.        ]",[-0.07522841  0.01357985  1.01559513 -1.        ],[ 1.66666599e-01 -4.07771618e-08  9.24773855e-01],5,8,[0.25 0.25 0.05]
10,"[ 0.22464628 -0.01261152  0.          0.          0.          0.
 -1.        ]",[-0.0724072   0.01346546  1.01548979 -1.        ],[ 1.66666590e-01 -4.59694159e-08  9.24779181e-01],5,8,[0.25 0.25 0.05]
11,"[ 0.22464396 -0.01265272  0.          0.          0.          0.
 -1.        ]",[-0.06956496  0.01335265  1.01539989 -1.        ],[ 1.66666581e-01 -5.11586050e-08  9.24781838e-01],5,8,[0.25 0.25 0.05]
12,"[ 0.22464143 -0.01269753  0.          0.          0.          0.
 -1.        ]",[-0.06670808  0.01324094  1.01532072 -1.        ],[ 1.66666573e-01 -5.63462700e-08  9.24783165e-01],5,8,[0.25 0.25 0.05]
13,"[ 0.22463873 -0.01274529  0.          0.          0.          0.
 -1.        ]",[-0.06384186  0.01312991  1.01524833 -1.        ],[ 1.66666564e-01 -6.15331757e-08  9.24783828e-01],5,8,[0.25 0.25 0.05]
14,"[ 0.22463588 -0.0127954   0.          0.          0.          0.
 -1.        ]",[-0.0609705   0.01301914  1.01517961 -1.        ],[ 1.66666555e-01 -6.67197025e-08  9.24784159e-01],5,8,[0.25 0.25 0.05]
15,"[ 0.22463291 -0.01284732  0.          0.          0.          0.
 -1.        ]",[-0.05809719  0.01290831  1.01511218 -1.        ],[ 1.66666547e-01 -7.19060401e-08  9.24784324e-01],5,8,[0.25 0.25 0.05]
16,"[ 0.22462986 -0.01290062  0.          0.          0.          0.
 -1.        ]",[-0.0552242   0.01279714  1.01504436 -1.        ],[ 1.66666538e-01 -7.70922833e-08  9.24784407e-01],5,8,[0.25 0.25 0.05]
17,"[ 0.22462673 -0.01295492  0.          0.          0.          0.
 -1.        ]",[-0.05235309  0.01268542  1.01497497 -1.        ],[ 1.66666530e-01 -8.22784793e-08  9.24784448e-01],5,8,[0.25 0.25 0.05]
18,"[ 0.22462355 -0.01300999  0.          0.          0.          0.
 -1.        ]",[-0.04948477  0.01257301  1.01490333 -1.        ],[ 1.66666521e-01 -8.74646518e-08  9.24784469e-01],5,8,[0.25 0.25 0.05]
19,"[ 0.22462032 -0.01306563  0.          0.          0.          0.
 -1.        ]",[-0.0466197   0.01245983  1.0148291  -1.        ],[ 1.66666512e-01 -9.26508125e-08  9.24784479e-01],5,8,[0.25 0.25 0.05]
20,"[ 0.22461705 -0.01312174  0.          0.          0.          0.
 -1.        ]",[-0.043758    0.01234581  1.01475218 -1.        ],[ 1.66666504e-01 -9.78369674e-08  9.24784484e-01],5,8,[0.25 0.25 0.05]
21,"[ 0.22461374 -0.01317829  0.          0.          0.          0.
 -1.        ]",[-0.04089953  0.01223095  1.01467268 -1.        ],[ 1.66666495e-01 -1.03023119e-07  9.24784487e-01],5,8,[0.25 0.25 0.05]
22,"[ 0.22461039 -0.01323528  0.          0.          0.          0.
 -1.        ]",[-0.038044    0.01211525  1.0145908  -1.        ],[ 1.66666486e-01 -1.08209270e-07  9.24784488e-01],5,8,[0.25 0.25 0.05]
23,"[ 0.224607   -0.01329276  0.          0.          0.          0.
 -1.        ]",[-0.03519106  0.01199874  1.01450682 -1.        ],[ 1.66666478e-01 -1.13395419e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
24,"[ 0.22460355 -0.01335078  0.          0.          0.          0.
 -1.        ]",[-0.0323403   0.01188144  1.01442103 -1.        ],[ 1.66666469e-01 -1.18581569e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
25,"[ 0.22460006 -0.01340944  0.          0.          0.          0.
 -1.        ]",[-0.02949134  0.01176339  1.01433373 -1.        ],[ 1.66666460e-01 -1.23767718e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
26,"[ 0.22459651 -0.01346882  0.          0.          0.          0.
 -1.        ]",[-0.02664382  0.01164462  1.0142452  -1.        ],[ 1.66666452e-01 -1.28953867e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
27,"[ 0.22459289 -0.01352901  0.          0.          0.          0.
 -1.        ]",[-0.02379743  0.01152516  1.01415565 -1.        ],[ 1.66666443e-01 -1.34140016e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
