step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22489138 -0.00699037  0.          0.          0.          0.
 -1.        ]",[-0.10872589  0.00856824  1.00461314 -1.        ],[1.66666790e-01 7.37396969e-08 9.17743142e-01],2,8,[0.25 0.25 0.05]
1,"[ 0.22489118 -0.006997    0.          0.          0.          0.
 -1.        ]",[-0.10658858  0.00851373  1.00428138 -1.        ],[1.66666716e-01 2.93389284e-08 9.21384541e-01],2,8,[0.25 0.25 0.05]
2,"[ 0.22489087 -0.00700686  0.          0.          0.          0.
 -1.        ]",[-0.10424439  0.00846106  1.00390852 -1.        ],[1.66666675e-01 5.18148537e-09 9.23176829e-01],2,8,[0.25 0.25 0.05]
3,"[ 0.22489034 -0.00702375  0.          0.          0.          0.
 -1.        ]",[-0.10180577  0.00841396  1.00355947 -1.        ],[ 1.66666654e-01 -7.78776985e-09  9.24039351e-01],2,8,[0.25 0.25 0.05]
4,"[ 0.22488958 -0.00704807  0.          0.          0.          0.
 -1.        ]",[-0.09929175  0.00837192  1.00325294 -1.        ],[ 1.66666643e-01 -1.44111596e-08  9.24429096e-01],2,8,[0.25 0.25 0.05]
5,"[ 0.22488861 -0.00707911  0.          0.          0.          0.
 -1.        ]",[-0.09670703  0.00833401  1.00299254 -1.        ],[ 1.66666634e-01 -1.98369674e-08  9.24610589e-01],2,8,[0.25 0.25 0.05]
6,"[ 0.22488744 -0.00711618  0.          0.          0.          0.
 -1.        ]",[-0.09405737  0.00829959  1.00277593 -1.        ],[ 1.66666625e-01 -2.51303878e-08  9.24698458e-01],2,8,[0.25 0.25 0.05]
7,"[ 0.22488609 -0.00715877  0.          0.          0.          0.
 -1.        ]",[-0.09135059  0.00826804  1.00259817 -1.        ],[ 1.66666616e-01 -3.03676443e-08  9.24741717e-01],2,8,[0.25 0.25 0.05]
8,"[ 0.22488457 -0.00720632  0.          0.          0.          0.
 -1.        ]",[-0.08859574  0.00823882  1.00245322 -1.        ],[ 1.66666607e-01 -3.55787149e-08  9.24763174e-01],2,8,[0.25 0.25 0.05]
9,"[ 0.2248829  -0.00725829  0.          0.          0.          0.
 -1.        ]",[-0.0858021   0.00821142  1.00233473 -1.        ],[ 1.66666599e-01 -4.07771618e-08  9.24773855e-01],2,8,[0.25 0.25 0.05]
10,"[ 0.22488109 -0.00731414  0.          0.          0.          0.
 -1.        ]",[-0.08297853  0.0081854   1.00223666 -1.        ],[ 1.66666590e-01 -4.59694159e-08  9.24779181e-01],5,8,[0.25 0.25 0.05]
11,"[ 0.22487915 -0.00737337  0.          0.          0.          0.
 -1.        ]",[-0.080133    0.00816038  1.00215354 -1.        ],[ 1.66666581e-01 -5.11586050e-08  9.24781838e-01],5,8,[0.25 0.25 0.05]
12,"[ 0.22487711 -0.00743551  0.          0.          0.          0.
 -1.        ]",[-0.07727234  0.00813601  1.00208065 -1.        ],[ 1.66666573e-01 -5.63462700e-08  9.24783165e-01],5,8,[0.25 0.25 0.05]
13,"[ 0.22487496 -0.00750018  0.          0.          0.          0.
 -1.        ]",[-0.07440217  0.00811204  1.00201413 -1.        ],[ 1.66666564e-01 -6.15331757e-08  9.24783828e-01],5,8,[0.25 0.25 0.05]
14,"[ 0.22487272 -0.00756703  0.          0.          0.          0.
 -1.        ]",[-0.07152695  0.00808825  1.00195091 -1.        ],[ 1.66666555e-01 -6.67197025e-08  9.24784159e-01],5,8,[0.25 0.25 0.05]
15,"[ 0.22487039 -0.00763583  0.          0.          0.          0.
 -1.        ]",[-0.06865     0.00806448  1.00188869 -1.        ],[ 1.66666547e-01 -7.19060401e-08  9.24784324e-01],5,8,[0.25 0.25 0.05]
16,"[ 0.22486799 -0.0077064   0.          0.          0.          0.
 -1.        ]",[-0.06577371  0.00804063  1.00182582 -1.        ],[ 1.66666538e-01 -7.70922833e-08  9.24784407e-01],5,8,[0.25 0.25 0.05]
17,"[ 0.2248655 -0.0077786  0.         0.         0.         0.
 -1.       ]",[-0.06289966  0.00801664  1.0017612  -1.        ],[ 1.66666530e-01 -8.22784793e-08  9.24784448e-01],5,8,[0.25 0.25 0.05]
18,"[ 0.22486294 -0.00785239  0.          0.          0.          0.
 -1.        ]",[-0.06002879  0.00799244  1.00169418 -1.        ],[ 1.66666521e-01 -8.74646518e-08  9.24784469e-01],5,8,[0.25 0.25 0.05]
19,"[ 0.22486029 -0.00792774  0.          0.          0.          0.
 -1.        ]",[-0.05716154  0.00796804  1.00162445 -1.        ],[ 1.66666512e-01 -9.26508125e-08  9.24784479e-01],5,8,[0.25 0.25 0.05]
20,"[ 0.22485757 -0.00800469  0.          0.          0.          0.
 -1.        ]",[-0.05429799  0.00794342  1.00155195 -1.        ],[ 1.66666504e-01 -9.78369674e-08  9.24784484e-01],5,8,[0.25 0.25 0.05]
21,"[ 0.22485475 -0.00808327  0.          0.          0.          0.
 -1.        ]",[-0.05143798  0.00791859  1.0014768  -1.        ],[ 1.66666495e-01 -1.03023119e-07  9.24784487e-01],5,8,[0.25 0.25 0.05]
22,"[ 0.22485185 -0.00816356  0.          0.          0.          0.
 -1.        ]",[-0.04858117  0.00789355  1.00139922 -1.        ],[ 1.66666486e-01 -1.08209270e-07  9.24784488e-01],5,8,[0.25 0.25 0.05]
23,"[ 0.22484886 -0.00824564  0.          0.          0.          0.
 -1.        ]",[-0.04572716  0.00786832  1.00131949 -1.        ],[ 1.66666478e-01 -1.13395419e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
24,"[ 0.22484576 -0.00832961  0.          0.          0.          0.
 -1.        ]",[-0.04287552  0.00784289  1.00123792 -1.        ],[ 1.66666469e-01 -1.18581569e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
25,"[ 0.22484256 -0.00841556  0.          0.          0.          0.
 -1.        ]",[-0.04002583  0.00781727  1.0011548  -1.        ],[ 1.66666460e-01 -1.23767718e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
26,"[ 0.22483925 -0.00850359  0.          0.          0.          0.
 -1.        ]",[-0.03717771  0.00779145  1.00107041 -1.        ],[ 1.66666452e-01 -1.28953867e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
27,"[ 0.22483582 -0.00859379  0.          0.          0.          0.
 -1.        ]",[-0.03433082  0.00776542  1.00098498 -1.        ],[ 1.66666443e-01 -1.34140016e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
28,"[ 0.22483227 -0.00868626  0.          0.          0.          0.
 -1.        ]",[-0.03148489  0.00773917  1.0008987  -1.        ],[ 1.66666434e-01 -1.39326165e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
29,"[ 0.22482858 -0.00878109  0.          0.          0.          0.
 -1.        ]",[-0.0286397   0.00771268  1.00081173 -1.        ],[ 1.66666426e-01 -1.44512314e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
30,"[ 0.22482476 -0.00887836  0.          0.          0.          0.
 -1.        ]",[-0.02579509  0.00768592  1.00072418 -1.        ],[ 1.66666417e-01 -1.49698463e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
31,"[ 0.2248208  -0.00897818  0.          0.          0.          0.
 -1.        ]",[-0.02295093  0.00765888  1.00063615 -1.        ],[ 1.66666409e-01 -1.54884612e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
32,"[ 0.22481669 -0.00908061  0.          0.          0.          0.
 -1.        ]",[-0.02010716  0.00763151  1.00054768 -1.        ],[ 1.66666400e-01 -1.60070761e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
33,"[ 0.22481241 -0.00918575  0.          0.          0.          0.
 -1.        ]",[-0.01726374  0.00760379  1.0004588  -1.        ],[ 1.66666391e-01 -1.65256910e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
34,"[ 0.22480798 -0.0092937   0.          0.          0.          0.
 -1.        ]",[-0.01442064  0.00757569  1.00036953 -1.        ],[ 1.66666383e-01 -1.70443059e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
35,"[ 0.22480337 -0.00940453  0.          0.          0.          0.
 -1.        ]",[-0.01157787  0.00754716  1.00027986 -1.        ],[ 1.66666374e-01 -1.75629208e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
36,"[ 0.22479858 -0.00951834  0.          0.          0.          0.
 -1.        ]",[-0.00873545  0.00751818  1.00018978 -1.        ],[ 1.66666365e-01 -1.80815357e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
37,"[ 0.2247936  -0.00963522  0.          0.          0.          0.
 -1.        ]",[-0.0058934   0.0074887   1.00009927 -1.        ],[ 1.66666357e-01 -1.86001506e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
38,"[ 0.22478842 -0.00975528  0.          0.          0.          0.
 -1.        ]",[-0.00305176  0.00745868  1.00000831 -1.        ],[ 1.66666348e-01 -1.91187655e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
39,"[ 0.22478303 -0.00987862  0.          0.          0.          0.
 -1.        ]",[-2.10559433e-04  7.42808321e-03  9.99916880e-01 -1.00000000e+00],[ 1.66666339e-01 -1.96373804e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
40,"[ 0.22477743 -0.01000535  0.          0.          0.          0.
 -1.        ]",[ 0.00263016  0.00739687  0.99982494 -1.        ],[ 1.66666331e-01 -2.01559953e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
41,"[ 0.22477159 -0.01013559  0.          0.          0.          0.
 -1.        ]",[ 0.00547038  0.007365    0.99973248 -1.        ],[ 1.66666322e-01 -2.06746102e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
42,"[ 0.22476552 -0.01026946  0.          0.          0.          0.
 -1.        ]",[ 0.00831005  0.00733243  0.99963947 -1.        ],[ 1.66666313e-01 -2.11932251e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
43,"[ 0.22475919 -0.01040709  0.          0.          0.          0.
 -1.        ]",[ 0.01114914  0.00729911  0.99954589 -1.        ],[ 1.66666305e-01 -2.17118400e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
44,"[ 0.22475259 -0.01054862  0.          0.          0.          0.
 -1.        ]",[ 0.01398763  0.00726501  0.99945171 -1.        ],[ 1.66666296e-01 -2.22304549e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
45,"[ 0.22474571 -0.01069419  0.          0.          0.          0.
 -1.        ]",[ 0.01682548  0.00723007  0.99935692 -1.        ],[ 1.66666288e-01 -2.27490698e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
46,"[ 0.22473853 -0.01084398  0.          0.          0.          0.
 -1.        ]",[ 0.01966268  0.00719424  0.9992615  -1.        ],[ 1.66666279e-01 -2.32676847e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
47,"[ 0.22473104 -0.01099813  0.          0.          0.          0.
 -1.        ]",[ 0.02249919  0.00715749  0.99916544 -1.        ],[ 1.66666270e-01 -2.37862996e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
48,"[ 0.22472322 -0.01115684  0.          0.          0.          0.
 -1.        ]",[ 0.025335    0.00711975  0.9990687  -1.        ],[ 1.66666262e-01 -2.43049145e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
49,"[ 0.22471504 -0.01132029  0.          0.          0.          0.
 -1.        ]",[ 0.02817008  0.00708098  0.99897129 -1.        ],[ 1.66666253e-01 -2.48235294e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
50,"[ 0.2247065  -0.01148867  0.          0.          0.          0.
 -1.        ]",[ 0.0310044   0.00704112  0.99887319 -1.        ],[ 1.66666244e-01 -2.53421442e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
51,"[ 0.22469756 -0.01166222  0.          0.          0.          0.
 -1.        ]",[ 0.03383795  0.00700012  0.99877437 -1.        ],[ 1.66666236e-01 -2.58607591e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
52,"[ 0.2246882  -0.01184115  0.          0.          0.          0.
 -1.        ]",[ 0.03667069  0.00695792  0.99867483 -1.        ],[ 1.66666227e-01 -2.63793740e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
53,"[ 0.2246784  -0.01202571  0.          0.          0.          0.
 -1.        ]",[ 0.03950261  0.00691446  0.99857454 -1.        ],[ 1.66666218e-01 -2.68979889e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
