step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22495436 -0.00453143  0.          0.          0.          0.
 -1.        ]",[-0.08780865  0.00513959  1.01661969 -1.        ],[1.66666790e-01 7.37396969e-08 9.17743142e-01],2,8,[0.25 0.25 0.05]
1,"[ 0.22495412 -0.00454336  0.          0.          0.          0.
 -1.        ]",[-0.08562218  0.00512674  1.01628255 -1.        ],[1.66666716e-01 2.93389284e-08 9.21384541e-01],2,8,[0.25 0.25 0.05]
2,"[ 0.22495356 -0.00457126  0.          0.          0.          0.
 -1.        ]",[-0.08322651  0.00512394  1.01590228 -1.        ],[1.66666675e-01 5.18148537e-09 9.23176829e-01],5,8,[0.25 0.25 0.05]
3,"[ 0.22495272 -0.00461254  0.          0.          0.          0.
 -1.        ]",[-0.08074452  0.00512518  1.01554382 -1.        ],[ 1.66666654e-01 -7.78776985e-09  9.24039351e-01],5,8,[0.25 0.25 0.05]
4,"[ 0.22495174 -0.00465993  0.          0.          0.          0.
 -1.        ]",[-0.078196    0.00512863  1.01522646 -1.        ],[ 1.66666643e-01 -1.44111596e-08  9.24429096e-01],5,8,[0.25 0.25 0.05]
5,"[ 0.22495066 -0.00471157  0.          0.          0.          0.
 -1.        ]",[-0.0755856   0.00513388  1.01495395 -1.        ],[ 1.66666634e-01 -1.98369674e-08  9.24610589e-01],5,8,[0.25 0.25 0.05]
6,"[ 0.22494949 -0.00476719  0.          0.          0.          0.
 -1.        ]",[-0.07291832  0.00514375  1.01472423 -1.        ],[ 1.66666625e-01 -2.51303878e-08  9.24698458e-01],5,8,[0.25 0.25 0.05]
7,"[ 0.22494816 -0.00482951  0.          0.          0.          0.
 -1.        ]",[-0.07020077  0.00516178  1.01453275 -1.        ],[ 1.66666616e-01 -3.03676443e-08  9.24741717e-01],5,8,[0.25 0.25 0.05]
8,"[ 0.22494659 -0.004902    0.          0.          0.          0.
 -1.        ]",[-0.06744063  0.0051869   1.01437376 -1.        ],[ 1.66666607e-01 -3.55787149e-08  9.24763174e-01],5,8,[0.25 0.25 0.05]
9,"[ 0.22494479 -0.0049839   0.          0.          0.          0.
 -1.        ]",[-0.06464592  0.00521785  1.0142412  -1.        ],[ 1.66666599e-01 -4.07771618e-08  9.24773855e-01],5,8,[0.25 0.25 0.05]
10,"[ 0.22494278 -0.00507416  0.          0.          0.          0.
 -1.        ]",[-0.06182431  0.00525319  1.01412916 -1.        ],[ 1.66666590e-01 -4.59694159e-08  9.24779181e-01],5,8,[0.25 0.25 0.05]
11,"[ 0.22494056 -0.00517156  0.          0.          0.          0.
 -1.        ]",[-0.05898277  0.00529106  1.01403229 -1.        ],[ 1.66666581e-01 -5.11586050e-08  9.24781838e-01],5,8,[0.25 0.25 0.05]
12,"[ 0.22493817 -0.00527438  0.          0.          0.          0.
 -1.        ]",[-0.0561273   0.00532983  1.01394597 -1.        ],[ 1.66666573e-01 -5.63462700e-08  9.24783165e-01],5,8,[0.25 0.25 0.05]
13,"[ 0.22493564 -0.00538107  0.          0.          0.          0.
 -1.        ]",[-0.05326289  0.0053683   1.01386637 -1.        ],[ 1.66666564e-01 -6.15331757e-08  9.24783828e-01],5,8,[0.25 0.25 0.05]
14,"[ 0.224933   -0.00549043  0.          0.          0.          0.
 -1.        ]",[-0.05039347  0.0054056   1.01379046 -1.        ],[ 1.66666555e-01 -6.67197025e-08  9.24784159e-01],5,8,[0.25 0.25 0.05]
15,"[ 0.22493026 -0.00560159  0.          0.          0.          0.
 -1.        ]",[-0.04752204  0.00544117  1.01371592 -1.        ],[ 1.66666547e-01 -7.19060401e-08  9.24784324e-01],5,8,[0.25 0.25 0.05]
16,"[ 0.22492743 -0.00571397  0.          0.          0.          0.
 -1.        ]",[-0.04465076  0.00547468  1.01364108 -1.        ],[ 1.66666538e-01 -7.70922833e-08  9.24784407e-01],5,8,[0.25 0.25 0.05]
17,"[ 0.22492453 -0.00582721  0.          0.          0.          0.
 -1.        ]",[-0.04178108  0.005506    1.01356484 -1.        ],[ 1.66666530e-01 -8.22784793e-08  9.24784448e-01],5,8,[0.25 0.25 0.05]
18,"[ 0.22492155 -0.00594115  0.          0.          0.          0.
 -1.        ]",[-0.03891387  0.00553511  1.01348651 -1.        ],[ 1.66666521e-01 -8.74646518e-08  9.24784469e-01],5,8,[0.25 0.25 0.05]
19,"[ 0.22491849 -0.00605578  0.          0.          0.          0.
 -1.        ]",[-0.03604956  0.00556204  1.01340575 -1.        ],[ 1.66666512e-01 -9.26508125e-08  9.24784479e-01],5,8,[0.25 0.25 0.05]
20,"[ 0.22491536 -0.00617113  0.          0.          0.          0.
 -1.        ]",[-0.03318827  0.00558681  1.01332248 -1.        ],[ 1.66666504e-01 -9.78369674e-08  9.24784484e-01],5,8,[0.25 0.25 0.05]
21,"[ 0.22491214 -0.00628727  0.          0.          0.          0.
 -1.        ]",[-0.03032987  0.00560947  1.01323679 -1.        ],[ 1.66666495e-01 -1.03023119e-07  9.24784487e-01],5,8,[0.25 0.25 0.05]
22,"[ 0.22490884 -0.00640427  0.          0.          0.          0.
 -1.        ]",[-0.02747411  0.00563008  1.01314888 -1.        ],[ 1.66666486e-01 -1.08209270e-07  9.24784488e-01],5,8,[0.25 0.25 0.05]
23,"[ 0.22490545 -0.00652225  0.          0.          0.          0.
 -1.        ]",[-0.02462065  0.00564871  1.01305901 -1.        ],[ 1.66666478e-01 -1.13395419e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
24,"[ 0.22490196 -0.00664135  0.          0.          0.          0.
 -1.        ]",[-0.02176912  0.00566543  1.01296748 -1.        ],[ 1.66666469e-01 -1.18581569e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
25,"[ 0.22489838 -0.0067617   0.          0.          0.          0.
 -1.        ]",[-0.01891917  0.00568029  1.01287455 -1.        ],[ 1.66666460e-01 -1.23767718e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
26,"[ 0.22489468 -0.00688342  0.          0.          0.          0.
 -1.        ]",[-0.01607047  0.00569331  1.01278049 -1.        ],[ 1.66666452e-01 -1.28953867e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
27,"[ 0.22489088 -0.00700664  0.          0.          0.          0.
 -1.        ]",[-0.01322273  0.00570453  1.01268553 -1.        ],[ 1.66666443e-01 -1.34140016e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
28,"[ 0.22488695 -0.00713146  0.          0.          0.          0.
 -1.        ]",[-0.01037571  0.00571394  1.01258986 -1.        ],[ 1.66666434e-01 -1.39326165e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
29,"[ 0.22488291 -0.00725796  0.          0.          0.          0.
 -1.        ]",[-0.00752923  0.00572154  1.01249361 -1.        ],[ 1.66666426e-01 -1.44512314e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
30,"[ 0.22487873 -0.00738624  0.          0.          0.          0.
 -1.        ]",[-0.00468315  0.00572732  1.01239691 -1.        ],[ 1.66666417e-01 -1.49698463e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
31,"[ 0.22487442 -0.00751637  0.          0.          0.          0.
 -1.        ]",[-0.00183736  0.00573126  1.01229982 -1.        ],[ 1.66666409e-01 -1.54884612e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
32,"[ 0.22486997 -0.00764842  0.          0.          0.          0.
 -1.        ]",[ 1.00818332e-03  5.73333220e-03  1.01220241e+00 -1.00000000e+00],[ 1.66666400e-01 -1.60070761e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
33,"[ 0.22486537 -0.00778244  0.          0.          0.          0.
 -1.        ]",[ 0.00385353  0.0057335   1.01210469 -1.        ],[ 1.66666391e-01 -1.65256910e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
34,"[ 0.22486062 -0.00791852  0.          0.          0.          0.
 -1.        ]",[ 0.00669867  0.00573174  1.01200668 -1.        ],[ 1.66666383e-01 -1.70443059e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
35,"[ 0.22485571 -0.0080567   0.          0.          0.          0.
 -1.        ]",[ 0.00954362  0.00572801  1.01190836 -1.        ],[ 1.66666374e-01 -1.75629208e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
36,"[ 0.22485064 -0.00819705  0.          0.          0.          0.
 -1.        ]",[ 0.01238834  0.00572227  1.01180973 -1.        ],[ 1.66666365e-01 -1.80815357e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
37,"[ 0.22484539 -0.00833964  0.          0.          0.          0.
 -1.        ]",[ 0.01523281  0.00571449  1.01171075 -1.        ],[ 1.66666357e-01 -1.86001506e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
38,"[ 0.22483997 -0.00848454  0.          0.          0.          0.
 -1.        ]",[ 0.01807699  0.00570464  1.01161141 -1.        ],[ 1.66666348e-01 -1.91187655e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
39,"[ 0.22483437 -0.00863181  0.          0.          0.          0.
 -1.        ]",[ 0.02092085  0.00569267  1.01151167 -1.        ],[ 1.66666339e-01 -1.96373804e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
40,"[ 0.22482857 -0.00878155  0.          0.          0.          0.
 -1.        ]",[ 0.02376436  0.00567855  1.01141151 -1.        ],[ 1.66666331e-01 -2.01559953e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
41,"[ 0.22482257 -0.00893383  0.          0.          0.          0.
 -1.        ]",[ 0.02660748  0.00566224  1.01131089 -1.        ],[ 1.66666322e-01 -2.06746102e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
42,"[ 0.22481636 -0.00908875  0.          0.          0.          0.
 -1.        ]",[ 0.02945016  0.0056437   1.01120979 -1.        ],[ 1.66666313e-01 -2.11932251e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
43,"[ 0.22480993 -0.00924641  0.          0.          0.          0.
 -1.        ]",[ 0.03229239  0.0056229   1.01110819 -1.        ],[ 1.66666305e-01 -2.17118400e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
44,"[ 0.22480327 -0.00940691  0.          0.          0.          0.
 -1.        ]",[ 0.03513413  0.0055998   1.01100605 -1.        ],[ 1.66666296e-01 -2.22304549e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
45,"[ 0.22479637 -0.00957036  0.          0.          0.          0.
 -1.        ]",[ 0.03797534  0.00557435  1.01090336 -1.        ],[ 1.66666288e-01 -2.27490698e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
46,"[ 0.22478922 -0.00973689  0.          0.          0.          0.
 -1.        ]",[ 0.04081601  0.0055468   1.0108001  -1.        ],[ 1.66666279e-01 -2.32676847e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
47,"[ 0.22478178 -0.00990713  0.          0.          0.          0.
 -1.        ]",[ 0.0436561   0.00551727  1.01069624 -1.        ],[ 1.66666270e-01 -2.37862996e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
48,"[ 0.22477402 -0.01008157  0.          0.          0.          0.
 -1.        ]",[ 0.04649559  0.00548566  1.01059178 -1.        ],[ 1.66666262e-01 -2.43049145e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
49,"[ 0.22476594 -0.01026029  0.          0.          0.          0.
 -1.        ]",[ 0.04933446  0.00545189  1.01048668 -1.        ],[ 1.66666253e-01 -2.48235294e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
50,"[ 0.2247575  -0.01044345  0.          0.          0.          0.
 -1.        ]",[ 0.05217268  0.0054159   1.01038095 -1.        ],[ 1.66666244e-01 -2.53421442e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
51,"[ 0.2247487  -0.01063126  0.          0.          0.          0.
 -1.        ]",[ 0.05501023  0.00537765  1.01027455 -1.        ],[ 1.66666236e-01 -2.58607591e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
52,"[ 0.2247395 -0.010824   0.         0.         0.         0.
 -1.       ]",[ 0.05784709  0.00533711  1.01016747 -1.        ],[ 1.66666227e-01 -2.63793740e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
53,"[ 0.22472987 -0.01102199  0.          0.          0.          0.
 -1.        ]",[ 0.06068321  0.00529426  1.01005969 -1.        ],[ 1.66666218e-01 -2.68979889e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
54,"[ 0.2247198  -0.01122557  0.          0.          0.          0.
 -1.        ]",[ 0.06351858  0.00524906  1.00995118 -1.        ],[ 1.66666210e-01 -2.74166038e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
55,"[ 0.22470923 -0.01143513  0.          0.          0.          0.
 -1.        ]",[ 0.06635317  0.00520146  1.00984193 -1.        ],[ 1.66666201e-01 -2.79352187e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
56,"[ 0.22469814 -0.01165107  0.          0.          0.          0.
 -1.        ]",[ 0.06918694  0.00515144  1.00973191 -1.        ],[ 1.66666192e-01 -2.84538336e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
57,"[ 0.22468647 -0.01187384  0.          0.          0.          0.
 -1.        ]",[ 0.07201986  0.00509893  1.00962109 -1.        ],[ 1.66666184e-01 -2.89724485e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
58,"[ 0.2246742  -0.01210393  0.          0.          0.          0.
 -1.        ]",[ 0.07485189  0.00504389  1.00950946 -1.        ],[ 1.66666175e-01 -2.94910634e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
59,"[ 0.22466125 -0.01234188  0.          0.          0.          0.
 -1.        ]",[ 0.07768299  0.00498625  1.00939698 -1.        ],[ 1.66666167e-01 -3.00096783e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
60,"[ 0.22464758 -0.01258826  0.          0.          0.          0.
 -1.        ]",[ 0.08051314  0.00492596  1.00928363 -1.        ],[ 1.66666158e-01 -3.05282932e-07  9.24784489e-01],5,8,[0.25 0.25 0.05]
61,"[ 0.22463312 -0.01284373  0.          0.          0.          0.
 -1.        ]",[ 0.08334227  0.00486292  1.00916939 -1.        ],[ 1.66666149e-01 -3.10469081e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
62,"[ 0.2246178  -0.01310899  0.          0.          0.          0.
 -1.        ]",[ 0.08617036  0.00479707  1.00905421 -1.        ],[ 1.66666141e-01 -3.15655230e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
63,"[ 0.22460153 -0.01338483  0.          0.          0.          0.
 -1.        ]",[ 0.08899736  0.00472831  1.00893807 -1.        ],[ 1.66666132e-01 -3.20841379e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
64,"[ 0.22458422 -0.01367211  0.          0.          0.          0.
 -1.        ]",[ 0.09182322  0.00465654  1.00882094 -1.        ],[ 1.66666123e-01 -3.26027528e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
65,"[ 0.22456578 -0.01397181  0.          0.          0.          0.
 -1.        ]",[ 0.09464788  0.00458164  1.00870279 -1.        ],[ 1.66666115e-01 -3.31213677e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
66,"[ 0.22454607 -0.01428502  0.          0.          0.          0.
 -1.        ]",[ 0.09747129  0.00450351  1.00858357 -1.        ],[ 1.66666106e-01 -3.36399826e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
67,"[ 0.22452497 -0.01461298  0.          0.          0.          0.
 -1.        ]",[ 0.1002934   0.004422    1.00846326 -1.        ],[ 1.66666097e-01 -3.41585975e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
68,"[ 0.22450231 -0.01495707  0.          0.          0.          0.
 -1.        ]",[ 0.10311415  0.00433697  1.00834182 -1.        ],[ 1.66666089e-01 -3.46772124e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
69,"[ 0.22447791 -0.01531889  0.          0.          0.          0.
 -1.        ]",[ 0.10593347  0.00424826  1.00821921 -1.        ],[ 1.66666080e-01 -3.51958273e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
70,"[ 0.22445156 -0.01570027  0.          0.          0.          0.
 -1.        ]",[ 0.10875129  0.00415568  1.00809538 -1.        ],[ 1.66666071e-01 -3.57144422e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
71,"[ 0.224423   -0.01610331  0.          0.          0.          0.
 -1.        ]",[ 0.11156753  0.00405903  1.00797029 -1.        ],[ 1.66666063e-01 -3.62330571e-07  9.24784489e-01],8,8,[0.25 0.25 0.05]
