step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.19019665 -0.12020912  0.          0.          0.          0.
 -1.        ]",[-0.09431827 -0.00167824  1.01724737 -1.        ],[ 0.16666683 -0.16666663  0.91774315],2,7,[0.25 0.25 0.05]
1,"[ 0.19018372 -0.12022959  0.          0.          0.          0.
 -1.        ]",[-0.09249325 -0.00270595  1.01696581 -1.        ],[ 0.16666673 -0.16666665  0.92138454],2,7,[0.25 0.25 0.05]
2,"[ 0.19014194 -0.12029564  0.          0.          0.          0.
 -1.        ]",[-0.09048621 -0.00382148  1.0166528  -1.        ],[ 0.16666668 -0.16666666  0.92317683],2,7,[0.25 0.25 0.05]
3,"[ 0.19009041 -0.12037706  0.          0.          0.          0.
 -1.        ]",[-0.08840056 -0.00500735  1.01636033 -1.        ],[ 0.16666665 -0.16666667  0.92403935],2,7,[0.25 0.25 0.05]
4,"[ 0.19004497 -0.12044879  0.          0.          0.          0.
 -1.        ]",[-0.08625519 -0.00626274  1.01610334 -1.        ],[ 0.16666664 -0.16666667  0.9244291 ],2,7,[0.25 0.25 0.05]
5,"[ 0.19000952 -0.1205047   0.          0.          0.          0.
 -1.        ]",[-0.08405505 -0.00758398  1.01588436 -1.        ],[ 0.16666663 -0.16666667  0.92461059],2,7,[0.25 0.25 0.05]
6,"[ 0.18998412 -0.12054474  0.          0.          0.          0.
 -1.        ]",[-0.08180539 -0.00896322  1.0157009  -1.        ],[ 0.16666662 -0.16666668  0.92469846],5,7,[0.25 0.25 0.05]
7,"[ 0.18996746 -0.12057099  0.          0.          0.          0.
 -1.        ]",[-0.07951281 -0.01039031  1.01554849 -1.        ],[ 0.16666661 -0.16666668  0.92474172],5,7,[0.25 0.25 0.05]
8,"[ 0.18995768 -0.12058639  0.          0.          0.          0.
 -1.        ]",[-0.0771846  -0.01185464  1.01542188 -1.        ],[ 0.1666666  -0.16666668  0.92476317],5,7,[0.25 0.25 0.05]
9,"[ 0.18995288 -0.12059396  0.          0.          0.          0.
 -1.        ]",[-0.07482801 -0.01334624  1.01531581 -1.        ],[ 0.16666659 -0.16666668  0.92477385],5,7,[0.25 0.25 0.05]
